quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status
qobs_ed8045769ac7b387b20471a0,cexrem_8878bed81d452bd92a1d8633,,doc_2a47dc91ad87c8d1e2d5ebdd,ttd_484d24df9ff3a0d72f4abf72,sr_f65bd744412018362a93061e,NSCQ-FL-20260720-0174,FL,Palm Springs,VILLAGE OF PALM SPRINGS,non_safety,cba,,,32,percentage_increase,,4%,,,,,,,4%,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0039_sr_f65bd744412018362a93061e.pdf#page=32,medium,W1_4PCT_INCREASE_FOR_PROMOTIONAL_OR_BUDG,provisional_unverified
qobs_1ac808fb0fcde6081ddf7df0,cexrem_a42e85c41930c5292d2a5555,mix_fda34d70050cd79ec29f5d9d,doc_00f189ad9659a24159a223b5,ttd_b20d67e96806f6c0ccaf488a,sr_3283b5fca0e170f8265f266b,NSCQ-FL-20260720-0112,FL,Pensacola,CITY OF PENSACOLA,fire,cba,,,16,percentage_increase,,,,,,,,,7%,"Effective October 1, 2024",annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0216_sr_3283b5fca0e170f8265f266b.pdf#page=16,high,DOCUMENTED_PERCENT_INCREASE_TO_ANNUAL_SA,provisional_unverified
qobs_8646742680b0acbe85e94226,cexrem_a42e85c41930c5292d2a5555,mix_fda34d70050cd79ec29f5d9d,doc_00f189ad9659a24159a223b5,ttd_b20d67e96806f6c0ccaf488a,sr_3283b5fca0e170f8265f266b,NSCQ-FL-20260720-0112,FL,Pensacola,CITY OF PENSACOLA,fire,cba,,,16,percentage_increase,,,,,,,,,2%,"Effective October 1, 2025",annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0216_sr_3283b5fca0e170f8265f266b.pdf#page=16,high,DOCUMENTED_PERCENT_INCREASE_TO_ANNUAL_SA,provisional_unverified
qobs_8623c8df1363dd9c571c7a1b,cexrem_a69df6dc79896f76b34ad21a,mix_2132fb753747dc707e929251,doc_c80078ebb08dca3c8c13bd3e,ttd_7466918efa7c45e8bf1a2132,sr_a0cf04650a1978eb5668a094,NSCQ-FL-20260720-0230,FL,Safety Harbor,CITY OF SAFETY HARBOR,fire,cba,,,7,percentage_increase,,,,,,,,,4.0% in FY27 and FY28,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0093_sr_a0cf04650a1978eb5668a094.pdf#page=7,medium,CBA_7_LES_STEP_PLAN_GENERAL_WAGE_INCR_4P,provisional_unverified
qobs_850a6509b629be4f2c73358f,cexrem_e53e006ab799c35b732250fe,mix_62489ae688fba53f71f14ad4,doc_e762e210a35576354c2ad89f,ttd_f9dd5aac9d6e34813a80c1fc,sr_2bb540ef1776c52ac16a475c,NSCQ-FL-20260720-0179,FL,West Melbourne,CITY OF WEST MELBOURNE,police,cba,,,16,annual_salary,Police Officers,,"$61,500 currently to $77,364 effective October 1, 2023",,"$61,500 to $77,364 (effective October 1, 2023)",,,,,"October 1, 2023",USD/year (annual base salary range minimum),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_2bb540ef1776c52ac16a475c.pdf#page=16,medium,BASE_WAGE_RANGE_MIN_CHANGE,provisional_unverified
qobs_3d35eff8fc567725cab7829e,cexrem_e53e006ab799c35b732250fe,mix_62489ae688fba53f71f14ad4,doc_e762e210a35576354c2ad89f,ttd_f9dd5aac9d6e34813a80c1fc,sr_2bb540ef1776c52ac16a475c,NSCQ-FL-20260720-0179,FL,West Melbourne,CITY OF WEST MELBOURNE,police,cba,,,16,annual_salary,Sergeants,,"$70,500 currently to $102,971 effective October 1, 2023",,"$70,500 to $102,971 (effective October 1, 2023)",,,,,"October 1, 2023",USD/year (annual base salary range minimum),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_2bb540ef1776c52ac16a475c.pdf#page=16,medium,BASE_WAGE_RANGE_MIN_CHANGE,provisional_unverified
qobs_c4dfa1d000a9b0132cc067d6,cexrem_e53e006ab799c35b732250fe,mix_62489ae688fba53f71f14ad4,doc_e762e210a35576354c2ad89f,ttd_f9dd5aac9d6e34813a80c1fc,sr_2bb540ef1776c52ac16a475c,NSCQ-FL-20260720-0179,FL,West Melbourne,CITY OF WEST MELBOURNE,police,cba,,,16,annual_salary,Lieutenants,,"$80,500 currently to $113,269 effective October 1, 2023",,"$80,500 to $113,269 (effective October 1, 2023)",,,,,"October 1, 2023",USD/year (annual base salary range minimum),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_2bb540ef1776c52ac16a475c.pdf#page=16,medium,BASE_WAGE_RANGE_MIN_CHANGE,provisional_unverified
qobs_6ebae07393432bcc1eb25895,cexrem_e53e006ab799c35b732250fe,mix_62489ae688fba53f71f14ad4,doc_e762e210a35576354c2ad89f,ttd_f9dd5aac9d6e34813a80c1fc,sr_2bb540ef1776c52ac16a475c,NSCQ-FL-20260720-0179,FL,West Melbourne,CITY OF WEST MELBOURNE,police,cba,,,16,annual_salary,Sergeants,,"minimum of $68,425 and top of range $106,060 effective July 1, 2024",,"$68,425 (min) and $106,060 (top) (effective July 1, 2024)",,,,,"July 1, 2024",USD/year (annual base salary range minimum/top),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_2bb540ef1776c52ac16a475c.pdf#page=16,medium,BASE_WAGE_RANGE_MIN_TOP_CHANGE,provisional_unverified
qobs_609278cba1567ceffc1ca6fa,cexrem_e53e006ab799c35b732250fe,mix_62489ae688fba53f71f14ad4,doc_e762e210a35576354c2ad89f,ttd_f9dd5aac9d6e34813a80c1fc,sr_2bb540ef1776c52ac16a475c,NSCQ-FL-20260720-0179,FL,West Melbourne,CITY OF WEST MELBOURNE,police,cba,,,16,annual_salary,Lieutenants,,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_2bb540ef1776c52ac16a475c.pdf#page=16,unknown,INVALID_OR_UNSUPPORTED_TOKEN_SET,needs_review
qobs_d6afc2f82e5eec6cb669bcd6,cexrem_85aed4ed7e0c267c29e09d82,,doc_9df42f94c3cefaed146848bd,ttd_6543267e1543eabcfeb902a2,sr_3d68f4097ccc84a3acb89761,NSCQ-GA-20260720-0004,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,non_safety,wage_schedule_or_compensation_plan,,,52,annual_salary,Battalion Chief,,"$73,690",,"$73,690",,,,,,USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0474_sr_3d68f4097ccc84a3acb89761.pdf#page=52,medium,ATHENS_CLARKE_COUNTY_60_0_ATHENS_CLARKE_,provisional_unverified
qobs_30fd5a54f4719faf539db54c,cexrem_85aed4ed7e0c267c29e09d82,,doc_9df42f94c3cefaed146848bd,ttd_6543267e1543eabcfeb902a2,sr_3d68f4097ccc84a3acb89761,NSCQ-GA-20260720-0004,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,non_safety,wage_schedule_or_compensation_plan,,,51,annual_salary,Automotive Technician,,"$41,508",,"$41,508",,,,,,USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0474_sr_3d68f4097ccc84a3acb89761.pdf#page=51,medium,ATHENS_CLARKE_COUNTY_60_0_ATHENS_CLARKE_,provisional_unverified
qobs_8ce1761aef1bf83645e4aa52,cexrem_85aed4ed7e0c267c29e09d82,,doc_9df42f94c3cefaed146848bd,ttd_6543267e1543eabcfeb902a2,sr_3d68f4097ccc84a3acb89761,NSCQ-GA-20260720-0004,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,non_safety,wage_schedule_or_compensation_plan,,,53,annual_salary,University Budget Supervisor (salary survey),,"$62,663",,"$62,663",,,,,,USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0474_sr_3d68f4097ccc84a3acb89761.pdf#page=53,low,SALARY_SURVEY_MIN_MID_MAX_PRESENT_FOR_UN,needs_review
qobs_1ce461b7c83ec548ec8cd677,cexrem_0d718492d16c8486a809d19b,,doc_ef1a8ea178510990c3533dff,ttd_099ffa5cdddbe9280ca4e40a,sr_eca1933ebdf473335e8bac58,NSCQ-GA-20260720-0007,GA,Sandy Springs,CITY OF SANDY SPRINGS,non_safety,wage_schedule_or_compensation_plan,,,1,annual_salary,grade 14,,"67,696.87",,"67,696.87",,,14,,,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0490_sr_eca1933ebdf473335e8bac58.pdf#page=1,medium,FY20265CITYOF_SANDY_SPRINGS_PAY_PLAN_AND,provisional_unverified
qobs_c2ef9d8932498804af5a7586,cexrem_0d718492d16c8486a809d19b,,doc_ef1a8ea178510990c3533dff,ttd_099ffa5cdddbe9280ca4e40a,sr_eca1933ebdf473335e8bac58,NSCQ-GA-20260720-0007,GA,Sandy Springs,CITY OF SANDY SPRINGS,non_safety,wage_schedule_or_compensation_plan,,,2,annual_salary,grade 16,,"74,635.80",,"74,635.80",,,16,,,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0490_sr_eca1933ebdf473335e8bac58.pdf#page=2,medium,FY2026SANDY_SPRINGS_PAY_PLAN_AND_JOB,provisional_unverified
qobs_efafa0fd5e56a028db90afd6,cexrem_0d718492d16c8486a809d19b,,doc_ef1a8ea178510990c3533dff,ttd_099ffa5cdddbe9280ca4e40a,sr_eca1933ebdf473335e8bac58,NSCQ-GA-20260720-0007,GA,Sandy Springs,CITY OF SANDY SPRINGS,non_safety,wage_schedule_or_compensation_plan,,,4,annual_salary,grade FD 306,,"112,594.92",,"112,594.92",,,FD 306,,,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0490_sr_eca1933ebdf473335e8bac58.pdf#page=4,medium,FY2026SANDY_SPRINGS_PAY_PLAN_AND_JOB,provisional_unverified
qobs_b8e3b2f54f60129894f60caf,cexrem_e14bc19b183ecaefb2ada9a9,,doc_49a34b7085646d5957535716,ttd_33dafea20a6c59ed6a9e541a,sr_623c6442582f4b5d92b7a75e,NSCQ-IA-20260720-0049,IA,Clinton,CITY OF CLINTON,police,memorandum_or_settlement,,,3,percentage_increase,,3.00%,,,,,,,3.00% for each year,"from July 1, 2021 through June 30, 2026",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0466_sr_623c6442582f4b5d92b7a75e.pdf#page=3,medium,ARTICLE_6_WAGES_CPI_OR_GENERAL_INCREASE_,provisional_unverified
qobs_1163418c3a21917003f54895,cexrem_e14bc19b183ecaefb2ada9a9,,doc_49a34b7085646d5957535716,ttd_33dafea20a6c59ed6a9e541a,sr_623c6442582f4b5d92b7a75e,NSCQ-IA-20260720-0049,IA,Clinton,CITY OF CLINTON,police,memorandum_or_settlement,,,3,percentage_increase,,90%,,,,,,,New potential Peace Officers attending the Academy will be paid at 90% of the 1~,"from July 1, 2021 through June 30, 2026",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0466_sr_623c6442582f4b5d92b7a75e.pdf#page=3,low,ARTICLE_6_WAGES_ACADEMY_PAY_AT_PERCENT,needs_review
qobs_90fbcea1241e07b31eb3b6a7,cexrem_31f10daa04c6a396823d8bf0,,doc_2f9135fbf4c00094bafbc8bd,ttd_2dfc736b307830ab5d6607a5,sr_5c331c7f7f07d339de05583f,NSCQ-IA-20260720-0019,IA,Iowa City,CITY OF IOWA CITY,fire,arbitration_award,,,1,percentage_increase,,,,,,,,,3.4%,"July 1, 2024",across-the-board wage increase (FY25),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0482_sr_5c331c7f7f07d339de05583f.pdf#page=1,medium,WAGES_ARBITRATOR_AWARDED_3_4_PERCENT_INE,provisional_unverified
qobs_55377aeba2dc31c908dcbd65,cexrem_c9a3a7065c794a7102c1f5f7,,doc_107eba6563e4c58908a327aa,ttd_b700fd514bb9ec49b5579209,sr_bc9b295228d24d1405ee8985,NSCQ-IA-20260720-0034,IA,Marion,CITY OF MARION,fire,cba,,,9,hourly_rate,,"annual salary divided by two thousand nine hundred twenty (2,920)",,"annual salary / 2,920 (basic rate of pay)",,,,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0096_sr_bc9b295228d24d1405ee8985.pdf#page=9,medium,ARTICLE_5_1_BASIC_RATE_FORMULA,provisional_unverified
qobs_a65f775c96c88b3ccbf3ca7e,cexrem_c9a3a7065c794a7102c1f5f7,,doc_107eba6563e4c58908a327aa,ttd_b700fd514bb9ec49b5579209,sr_bc9b295228d24d1405ee8985,NSCQ-IA-20260720-0034,IA,Marion,CITY OF MARION,fire,cba,,,9,hourly_rate,,"annual salary divided by two thousand eighty (2,080)",,"annual salary / 2,080 (basic rate of pay for 40-hour work week)",,,,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0096_sr_bc9b295228d24d1405ee8985.pdf#page=9,medium,ARTICLE_5_1_BASIC_RATE_FORMULA_40_HOUR,provisional_unverified
qobs_a9da8677ddb91811e06c5ae1,cexrem_b825de58157f3ac5c320fa6c,mix_911eb05673dbd1e28efd214e,doc_ea2f111c62e2b2c09fcc727b,ttd_b4b9ac4354bc6f5444c37a76,sr_14a719294983d39462d4aa03,NSCQ-IA-20260720-0033,IA,Marion,CITY OF MARION,police,cba,,,31,annual_salary,,,65646.00,,"$65,646.00",,STEP 1,,,"EFFECTIVE JULY 1, 2025",annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0373_sr_14a719294983d39462d4aa03.pdf#page=31,high,BASE_WAGE_ANNUAL_STEP1_FROM_SALARY_SCHED,provisional_unverified
qobs_3ab68b031670fb399f538869,cexrem_b825de58157f3ac5c320fa6c,mix_911eb05673dbd1e28efd214e,doc_ea2f111c62e2b2c09fcc727b,ttd_b4b9ac4354bc6f5444c37a76,sr_14a719294983d39462d4aa03,NSCQ-IA-20260720-0033,IA,Marion,CITY OF MARION,police,cba,,,31,hourly_rate,,,,$31.561,,,STEP 1,,,"EFFECTIVE JULY 1, 2025",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0373_sr_14a719294983d39462d4aa03.pdf#page=31,high,BASE_WAGE_HOURLY_STEP1_FROM_SALARY_SCHED,provisional_unverified
qobs_f83ec5e087ea567639e74a11,cexrem_b825de58157f3ac5c320fa6c,mix_911eb05673dbd1e28efd214e,doc_ea2f111c62e2b2c09fcc727b,ttd_b4b9ac4354bc6f5444c37a76,sr_14a719294983d39462d4aa03,NSCQ-IA-20260720-0033,IA,Marion,CITY OF MARION,police,cba,,,32,annual_salary,,,69585.00,,"$69,585.00",,STEP 1,,,"EFFECTIVE JULY 1, 2026",annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0373_sr_14a719294983d39462d4aa03.pdf#page=32,high,BASE_WAGE_ANNUAL_STEP1_FROM_SALARY_SCHED,provisional_unverified
qobs_8e5656bc8b9d298c2f44abdd,cexrem_b825de58157f3ac5c320fa6c,mix_911eb05673dbd1e28efd214e,doc_ea2f111c62e2b2c09fcc727b,ttd_b4b9ac4354bc6f5444c37a76,sr_14a719294983d39462d4aa03,NSCQ-IA-20260720-0033,IA,Marion,CITY OF MARION,police,cba,,,32,hourly_rate,,,,$33.454,,,STEP 1,,,"EFFECTIVE JULY 1, 2026",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0373_sr_14a719294983d39462d4aa03.pdf#page=32,high,BASE_WAGE_HOURLY_STEP1_FROM_SALARY_SCHED,provisional_unverified
qobs_5dfcfb048c4ef1c2202c379b,cexrem_62859151faeb758c4a86f118,,doc_4471795d33b3eacdc1ee69ab,ttd_f54309832aeca458588f0ac3,sr_9c23fc5883725d9765515db0,NSCQ-IA-20260720-0017,IA,Urbandale,CITY OF URBANDALE,non_safety,wage_schedule_or_compensation_plan,,,3,annual_salary,A,,"37,003",,"37,003",,1,,,2024-07-01,$/year,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0497_sr_9c23fc5883725d9765515db0.pdf#page=3,medium,BASE_WAGE_TABLE_A_FULL_TIME_STEP1_VALUE,provisional_unverified
qobs_7c46831b9fb330339b736f5c,cexrem_62859151faeb758c4a86f118,,doc_4471795d33b3eacdc1ee69ab,ttd_f54309832aeca458588f0ac3,sr_9c23fc5883725d9765515db0,NSCQ-IA-20260720-0017,IA,Urbandale,CITY OF URBANDALE,non_safety,wage_schedule_or_compensation_plan,,,4,hourly_rate,A,17.79,,17.79,,,1,,,2024-07-01,$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0497_sr_9c23fc5883725d9765515db0.pdf#page=4,medium,BASE_WAGE_TABLE_B_PART_TIME_STEP1_RATE,provisional_unverified
qobs_1542090aec0ae417a714cb2e,cexrem_bc003451d8f670262c031511,mix_9b034e0fae60bd5d7dad64e0,doc_741d42489c0a63ac3f92c94c,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,,,13,percentage_increase,,,,,,,,,minimum of 1% to maximum of 2.5%,"October 1, 2021",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf#page=13,medium,COLA_AND_MARKET_ADJUSTMENT_STEP_INCREASE,provisional_unverified
qobs_29cffb2730f0f7e4e9210da8,cexrem_bc003451d8f670262c031511,mix_9b034e0fae60bd5d7dad64e0,doc_741d42489c0a63ac3f92c94c,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,,,13,percentage_increase,,,,,,,,,minimum of 1% and a maximum of 2.5%,"October 1, 2022",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf#page=13,medium,COLA_AND_MARKET_ADJUSTMENT_STEP_INCREASE,provisional_unverified
qobs_9082b7601a968656a2b6e652,cexrem_bc003451d8f670262c031511,mix_9b034e0fae60bd5d7dad64e0,doc_741d42489c0a63ac3f92c94c,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,,,13,percentage_increase,,,,,,,,,minimum of 1% and a maximum of 2.5%,"October 1, 2023",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf#page=13,medium,COLA_AND_MARKET_ADJUSTMENT_STEP_INCREASE,provisional_unverified
qobs_525f3957473fdc58b6a6a52d,cexrem_bc003451d8f670262c031511,mix_9b034e0fae60bd5d7dad64e0,doc_741d42489c0a63ac3f92c94c,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,,,13,percentage_increase,,,,,,,,,one percent (1%),"October 1, 2021",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf#page=13,medium,ONE_TIME_MARKET_ADJUSTMENT_STEP_INCREASE,provisional_unverified
qobs_b7d5ff5a8ec42c242924a4c7,cexrem_bc003451d8f670262c031511,mix_9b034e0fae60bd5d7dad64e0,doc_741d42489c0a63ac3f92c94c,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,,,13,percentage_increase,,,,,,,,,two percent (2%),"October 1, 2022",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf#page=13,medium,ONE_TIME_MARKET_ADJUSTMENT_STEP_INCREASE,provisional_unverified
qobs_4a6b8943d4fd820bdad42ca3,cexrem_fed0a9d3d0231cbeaf2ed74f,mix_0806fb4413d5aafe9f32d0b6,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,19,hourly_rate,Probationary,$26.22,,$26.22,,,,,,"May 1, 2024",per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=19,high,FY24_2024_05_01_BASICHOURLYCOMP_PROB,provisional_unverified
qobs_a2279729f284c1cdee0b0885,cexrem_fed0a9d3d0231cbeaf2ed74f,mix_0806fb4413d5aafe9f32d0b6,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,19,hourly_rate,Under 5,$30.46,,$30.46,,,,,,"May 1, 2024",per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=19,high,FY24_2024_05_01_BASICHOURLYCOMP_UNDER5,provisional_unverified
qobs_6a49ffc0e2260b3d87ea4dd1,cexrem_fed0a9d3d0231cbeaf2ed74f,mix_0806fb4413d5aafe9f32d0b6,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,19,hourly_rate,After 5,$33.11,,$33.11,,,,,,"May 1, 2024",per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=19,high,FY24_2024_05_01_BASICHOURLYCOMP_AFTER5,provisional_unverified
qobs_f4a831ad527c31498b2066db,cexrem_fed0a9d3d0231cbeaf2ed74f,mix_0806fb4413d5aafe9f32d0b6,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,19,hourly_rate,After 10,$33.92,,$33.92,,,,,,"May 1, 2024",per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=19,high,FY24_2024_05_01_BASICHOURLYCOMP_AFTER10,provisional_unverified
qobs_d27bc5de805671eb54f04222,cexrem_41997921f28ec3d321430450,,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,1,percentage_increase,,1.50%,,,,,,,1.50%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=1,high,GENERAL_WAGE_INCREASE_FIRST_YEAR,provisional_unverified
qobs_123f1062b56d8ebd7279e681,cexrem_41997921f28ec3d321430450,,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,1,percentage_increase,,1.75%,,,,,,,1.75%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=1,high,GENERAL_WAGE_INCREASE_SECOND_YEAR,provisional_unverified
qobs_0a4d2169190dc9e4bf9527b6,cexrem_41997921f28ec3d321430450,,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,1,percentage_increase,,1.75%,,,,,,,1.75%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=1,high,GENERAL_WAGE_INCREASE_THIRD_YEAR,provisional_unverified
qobs_a044999566cd2f5d88c34e7c,cexrem_41997921f28ec3d321430450,,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,1,percentage_increase,,2.0%,,,,,,,2.0%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=1,high,GENERAL_WAGE_INCREASE_FOURTH_YEAR,provisional_unverified
