selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status
120,cex_58fd1fd88dcbefa436ab1a05,doc_0e0a1917b1ffe37490be0201,ttd_9f2661fb5cab7878b1924b21,pr_933e160f8ffd12ac976bf124,sr_0689c0a62473bdcdafeb9aa1,NSCQ-IA-20260720-0040,TRI-041fb70c72b1a858d389,VER-269c22656ae06650a7da,IA,Marshalltown,CITY OF MARSHALLTOWN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0145_sr_0689c0a62473bdcdafeb9aa1.pdf,143087da7e78261e8619f6ab3355413a084a1a490781bd5f78a64e3cc15192f8,20,partial,possible,p2,"5,7",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_24975132b8679e6c892421cb,yes,cex_36238085637ea86b1bd74840,mixed,,,0,frozen
121,cex_36238085637ea86b1bd74840,doc_74a3cc618705ee3989ed064a,ttd_227829a38debbf83a11c1630,pr_13ea6d4b4097eac6ef669c6e,sr_b1cedc1105bcc90c1611ad78,NSCQ-IA-20260720-0041,TRI-50c6dbbc515f11819f66,VER-830f35b70e9a2d2060bd,IA,Marshalltown,CITY OF MARSHALLTOWN,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0113_sr_b1cedc1105bcc90c1611ad78.pdf,6bcfd3d0e67c53f936324d8e7b94ac0659d76f02a3363a51b7f78c25e3c54858,19,partial,possible,p2,"5,9,11,18",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_24975132b8679e6c892421cb,yes,cex_36238085637ea86b1bd74840,mixed,,,0,frozen
122,cex_0cae3a90688ce5612e8e9e91,doc_28374d5fdbdc0d4da8b52751,ttd_97e1e73ced0a32bed7ddc9de,pr_84f7948e2a82c4124a001df1,sr_07bee4e69a7ab6e398354e7a,NSCQ-IA-20260720-0039,TRI-9c680b6b924acdcda9c7,VER-3feaa9c70d148da6c756,IA,Marshalltown,CITY OF MARSHALLTOWN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0203_sr_07bee4e69a7ab6e398354e7a.pdf,c1ad8178c23f10502f0593780f323f03a1792c8bf2359c1f4fc2930a788133c2,26,present,possible,p2,"12,14,15",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_24975132b8679e6c892421cb,yes,cex_36238085637ea86b1bd74840,mixed,,,0,frozen
123,cex_0444c966561f0e694bd255c9,doc_cf1830c92e5e40d485e07d39,ttd_54ca790e4c40c2ccd6aa6d2b,pr_32c70ad03f2c5408455484db,sr_d1ffd113e4f064390ba11057,NSCQ-IA-20260720-0015,TRI-04d7344d118f73d6267f,VER-e3a355ebfd440cd75298,IA,Urbandale,CITY OF URBANDALE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0055_sr_d1ffd113e4f064390ba11057.pdf,52e8c0647c125f1b2e8a2298ddcdab8f5abbcc87664894f1f7caa1e1729ca941,26,present,likely,p1,"4,9,14",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_9fc633d239dc5ada0130dcec,yes,cex_70e70f872e9029172943f060,mixed,,,0,frozen
124,cex_70e70f872e9029172943f060,doc_9bead7734cd1fdd733dadca3,ttd_5c436b38ef56a600f627e20d,pr_c3438e6f1f9f6860d7e3173c,sr_9174b4d1826def91ca26cb37,NSCQ-IA-20260720-0016,TRI-f237b79cc6642bbe6d64,VER-4c943febd0293821feaf,IA,Urbandale,CITY OF URBANDALE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0018_sr_9174b4d1826def91ca26cb37.pdf,cbaf50f679485e7c0be1f029116514eb0c215ba6e7c689603c8267f099eff7cc,15,partial,likely,p1,"2,7,9,14",80.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE,match_9fc633d239dc5ada0130dcec,yes,cex_70e70f872e9029172943f060,mixed,mixed_quant_qual_ready,high,2,frozen
125,cex_c6d05d65fa7623ed873ce04b,doc_cf826eb5a1710b371441f7f1,ttd_f8affd23585743d1709fd4ed,pr_93881fa68e83c6817a74a40b,sr_0309741dad81c9569465c962,NSCQ-IA-20260720-0014,TRI-e15cf02c369acebb9833,VER-f4b01b36c9759dbd996c,IA,Urbandale,CITY OF URBANDALE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf,d4609455768c1a1b3c91205be0bcd12e19dd9c16385daf15ab8d6649c5324443,20,present,likely,p1,"2,3,5,7,9,11,12,20",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_9fc633d239dc5ada0130dcec,yes,cex_70e70f872e9029172943f060,mixed,,,0,frozen
126,cex_b9ec44b3bde0e5405568cb77,doc_605989ed60efef703fde0c3d,ttd_bd9c656f286e2dec979de514,pr_a621adefe017fa0f61a74515,sr_4105edf6e4992c4d547bc807,NSCQ-ID-20260720-0008,TRI-76f576b44bfb67ca843b,VER-ee01e61f9fa3c406faef,ID,Idaho Falls,CITY OF IDAHO FALLS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0383_sr_4105edf6e4992c4d547bc807.pdf,04358af33491b9437dd52ca883ac1dd404f229a1cf5330448ec02a69a990a828,46,partial,possible,p2,"6,11,21",62.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE,match_20e30e59d2295c397a860438,yes,cex_03b2c71eb4e4270de7dbae55,mixed,mixed_quant_qual_ready,medium,3,frozen
127,cex_03b2c71eb4e4270de7dbae55,doc_2c8c3eb0b8fbd82fcb43a6ca,ttd_f6794a57ea2913c5473f2ec7,pr_e3e99df8ed8115b31a5b84d4,sr_fbd9fb1a52a4825206da0aaf,NSCQ-ID-20260720-0009,TRI-010d0eb8244663a2c106,VER-c5b144b56f493e99ea5f,ID,Idaho Falls,CITY OF IDAHO FALLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0392_sr_fbd9fb1a52a4825206da0aaf.pdf,d8a9056afae67682d0d3eb23598c17adc4c84607b7e5946976d52eaa540f067a,19,present,likely,p1,"3,5,7,10,11,18",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_20e30e59d2295c397a860438,yes,cex_03b2c71eb4e4270de7dbae55,mixed,,,0,frozen
128,cex_6ddeb70b96c5080c69455765,doc_900d0bc3ed705d6dc64a669f,ttd_b3462d1d3c1efe2dae8d01c8,pr_05bed34252385f5d4c4aa896,sr_06abe014dd9fb42228a46728,NSCQ-ID-20260720-0003,TRI-d3b2bb58a98d366a8347,VER-98b8cfe17d6d8cad2b9c,ID,Meridian,CITY OF MERIDIAN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0032_sr_06abe014dd9fb42228a46728.pdf,e6b111248d7388b7b5fe8509cafc9c1cf541d0e41230f4b8618a7749abcc801f,57,present,likely,p1,"2,7,13,29,32,56",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_35aeb8ad383ea2dba0095f7d,yes,cex_5d47500948d1655ea8edeb92,mixed,,,0,frozen
129,cex_5d47500948d1655ea8edeb92,doc_54307d8adb56530cf39d5a4f,ttd_2a8d73386f1c1bebf028d1b3,pr_4e98a98fc715f44f0b424b4d,sr_2a3285bcb1a040b65a2946a0,NSCQ-ID-20260720-0004,TRI-b40d9794cab141e152a9,VER-54476f01e0f0bd0e3d79,ID,Meridian,CITY OF MERIDIAN,non_safety,ordinance_or_policy,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0487_sr_2a3285bcb1a040b65a2946a0.pdf,a9456520712fd8b760dac23f5139dddcf832bec457f3eec56b63460bcbfed086,43,present,likely,p1,"1,6,15,20,22,24,42",92.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_35aeb8ad383ea2dba0095f7d,yes,cex_5d47500948d1655ea8edeb92,mixed,mixed_quant_qual_ready,high,2,frozen
130,cex_f3315feddef4e4547ee1807c,doc_168147d89f200a717fbf50e9,ttd_3e8f6622edc39960b059dbf0,pr_10c736ab49319e1cc4cafe5e,sr_c0a59e3bf563772446156a8e,NSCQ-ID-20260720-0007,TRI-6721cee64e1f8dfafa7f,VER-db53006ab15a802044a9,ID,Pocatello,CITY OF POCATELLO,non_safety,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0471_sr_c0a59e3bf563772446156a8e.pdf,ebadd5d2b46a60cc3a7c94fd47e2457a7bf51837f794ecef0d753a790caabe7c,1,present,likely,p1,1,42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_b77a90fde31cb779fc1af506,yes,cex_f3315feddef4e4547ee1807c,quantitative,,,0,frozen
131,cex_22f18c16b2a6a7daa7c98c76,doc_3ee9465e1ec32b219e8dce2f,ttd_118e64aed1e1dfb06af43501,pr_797dbfba3d8736e8555e7e82,sr_24ac2e979520b587b6efe9e8,NSCQ-ID-20260720-0005,TRI-3ed0b200765676ac584b,VER-8c818e6246ee45a7ad9f,ID,Pocatello,CITY OF POCATELLO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf,8db85e76e7a64345c87ebda9a3b54551d880c9c292177bbd4c5cd9f1cf12f23c,49,present,likely,p1,"2,6,12,17,22,25,28,48,49",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_b77a90fde31cb779fc1af506,yes,cex_f3315feddef4e4547ee1807c,mixed,,,0,frozen
132,cex_9ef5de7ba915e0082c99d79e,doc_09b792627b1f25132c9cb97e,ttd_6e8e602b54ea66c7bfd18956,pr_e9344320e6394755769a678c,sr_bc0a55592c5f063b88711d94,NSCQ-IL-20260720-0212,TRI-ec2fc53e9878880b451b,VER-209890e2575bc8ae54dd,IL,Alton,CITY OF ALTON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0136_sr_bc0a55592c5f063b88711d94.pdf,e408de64c632bc65ee8268d6abe81b2b64f30fc2ab422634d00d8b993082c750,71,present,likely,p1,"2,9,17,36",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_e36ec01c74d36e467b4fb7f1,yes,cex_9eda9ceb393e82f8cbf02c5e,mixed,,,0,frozen
133,cex_9eda9ceb393e82f8cbf02c5e,doc_a7ba9fa1a6b11d161d3a3ddc,ttd_cca526a1c565b96ecd81a3c0,pr_0b64a288442ce242b41da5e2,sr_80b6ac3a5ff9743813316131,NSCQ-IL-20260720-0213,TRI-cac08e26fb45797e0fed,VER-f341e16c085c7fa9d3da,IL,Alton,CITY OF ALTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0029_sr_80b6ac3a5ff9743813316131.pdf,3a0fd8a4e85c9a861c8bbb3caee1912d42b4ac6226f12ee54721088034e4a06a,36,present,possible,p2,"5,9,13,17,19,20,36",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_e36ec01c74d36e467b4fb7f1,yes,cex_9eda9ceb393e82f8cbf02c5e,mixed,,,0,frozen
134,cex_6bc8189fc225ce3a5787d6e8,doc_24384eba211f73f5f778e366,ttd_34395d9a973d8fefd275d54a,pr_1ca083cef3de04c7cea62cd0,sr_50f45094c7727cbad5319175,NSCQ-IL-20260720-0211,TRI-13c99e9651dd99fb67fe,VER-472dd288ab1dec309579,IL,Alton,CITY OF ALTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0022_sr_50f45094c7727cbad5319175.pdf,cf05fed58a69bce7aa9f1c74490b7973be3c45a1cd7b05ce1992e893a0532ebe,29,present,likely,p1,"4,7,10,15,17",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_e36ec01c74d36e467b4fb7f1,yes,cex_9eda9ceb393e82f8cbf02c5e,mixed,,,0,frozen
135,cex_1452084384a7244b736c7c56,doc_d89e5b45c6ee64c8087d2606,ttd_2da61afe672745b1f7049fc1,pr_da20782e81cc430361e25d61,sr_73b3cb51bbca43b0ec8dfbf6,NSCQ-IL-20260720-0046,TRI-c2cd4a34a23c9a169d3e,VER-749995148821040287db,IL,Bolingbrook,VILLAGE OF BOLINGBROOK,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0163_sr_73b3cb51bbca43b0ec8dfbf6.pdf,6f7f4e29c224f1315ce352a25631553a9b0a6fc2b9af8c4c475441fe669a6b0e,120,present,likely,p1,"14,27,54,119",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_f2b9c2b37fb449857dd6810f,yes,cex_33d1b3d3b6f751e44830f0f6,quantitative,,,0,frozen
136,cex_33d1b3d3b6f751e44830f0f6,doc_af1b9870d27180eb97abbc85,ttd_20de5e537218267d0e002032,pr_5267810b2d8212cdd4064e6f,sr_2c38fd5e2cfc9300c52fff9d,NSCQ-IL-20260720-0048,TRI-68b9f58dd6de290f5b63,VER-31bccd2adcbd85404171,IL,Bolingbrook,VILLAGE OF BOLINGBROOK,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0208_sr_2c38fd5e2cfc9300c52fff9d.pdf,1dc2971c259205f29d696fd8a8a0efecc55bd8e168f70bc5bda82de5f2a55746,78,present,likely,p1,"27,40,44,77",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_f2b9c2b37fb449857dd6810f,yes,cex_33d1b3d3b6f751e44830f0f6,mixed,,,0,frozen
137,cex_41625814725c026460bd034a,doc_9a90ec6d2fc7786cf1036e70,ttd_745931ba78419ea59fd789f5,pr_a61867ffc4683419399c8746,sr_91ebb8d005af833253c1e376,NSCQ-IL-20260720-0044,TRI-562c2072284398651f31,VER-261929a630c9464e38ca,IL,Bolingbrook,VILLAGE OF BOLINGBROOK,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0209_sr_91ebb8d005af833253c1e376.pdf,2ecbc4b1fc3af7a3172e25e4a24acc51d547d1d2cab02956889688c552c31b05,58,present,likely,p1,"7,33",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_f2b9c2b37fb449857dd6810f,yes,cex_33d1b3d3b6f751e44830f0f6,mixed,,,0,frozen
138,cex_3fbdcc846468804c39d304c7,doc_67fe2a9e8c322b10aa95dff8,ttd_30b6ebc1dca7fc45590baebe,pr_a97142a123b4f84322050e9f,sr_e704b56aa3b60ae1428c588a,NSCQ-IL-20260720-0022,TRI-dee8879320e1f43eb03f,VER-c02155110426ba68722c,IL,Elgin,CITY OF ELGIN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0377_sr_e704b56aa3b60ae1428c588a.pdf,656853d8a903389f661de59ea202ad0c4d6c171b3fbd3361a3150ed06c076852,41,present,likely,p1,"2,10,19,23",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_4dde97060498996709856d7a,yes,cex_89199500d21c2dbab6bb3b4c,mixed,,,0,frozen
139,cex_89199500d21c2dbab6bb3b4c,doc_e582c4017ddcd8daf81f54d3,ttd_a5f37d6b2c87f2b07b794c34,pr_33c61185327eaf3b6875e6d8,sr_60c30d0f4246524d0bf6eb03,NSCQ-IL-20260720-0023,TRI-0548ef8cbbe49e68f073,VER-86e14eea880df8244327,IL,Elgin,CITY OF ELGIN,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_60c30d0f4246524d0bf6eb03.pdf,53e73c9ca460918a1d53cad47bc3eefab124ca5af23f187c8acec6849d6effcc,50,partial,possible,p2,"23,26",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_4dde97060498996709856d7a,yes,cex_89199500d21c2dbab6bb3b4c,mixed,,,0,frozen
140,cex_1fa1e412a821765bf0673616,doc_9dc94fcf970255f13c430db9,ttd_9847023c8f7565d68d876ceb,pr_74a4031834c73e583b81e339,sr_ae7029efe8542a6a8b46ea47,NSCQ-IL-20260720-0021,TRI-19e57873fa84f4143937,VER-2c4b955e63696a89c701,IL,Elgin,CITY OF ELGIN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0367_sr_ae7029efe8542a6a8b46ea47.pdf,29552a87583078e1a4faa99ff5ef45c38cac037da3ceb4bc7bb1534c4da432ea,41,partial,possible,p2,"2,5,10,14,19,23,40",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_4dde97060498996709856d7a,yes,cex_89199500d21c2dbab6bb3b4c,mixed,,,0,frozen
141,cex_978f8512ad830f0e04e4d59b,doc_e41007dc0e7a418e0bc25bc1,ttd_79b5b1bd64e8230ab7b1ce3f,pr_8e402734e7672bd92963a61b,sr_327abf447a6da41e8c839122,NSCQ-IL-20260720-0285,TRI-1ea61f3d91f6adb0f3ae,VER-26ecc3b70a0afdcb2385,IL,Geneva,CITY OF GENEVA,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0131_sr_327abf447a6da41e8c839122.pdf,f6210f4392207c2e791a15bd253b4bea9f661291aade7982c8bb89caba4b499c,45,present,likely,p1,"6,11,25,44,45",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_a69675a0ea46d0c9e4ec3302,yes,cex_22fd8486a8983f9881a0f909,mixed,,,0,frozen
142,cex_22fd8486a8983f9881a0f909,doc_ebec227745d9053e680b86d0,ttd_55f95ac4729cc02ec77a9aec,pr_2e7119bed5f0a1d20e8a5707,sr_d8a132477f09effcb39c4cec,NSCQ-IL-20260720-0286,TRI-330cbc16872c110dc02f,VER-838a77f0cb7597d49b5b,IL,Geneva,CITY OF GENEVA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0171_sr_d8a132477f09effcb39c4cec.pdf,78ba40bb2007108a1d38a040d60a41fef4f50133653d410e9408e9fa87285c3d,24,partial,likely,p1,"2,11,14,23",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_a69675a0ea46d0c9e4ec3302,yes,cex_22fd8486a8983f9881a0f909,mixed,,,0,frozen
143,cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,pr_a664b41d111fcca6e4a8372b,sr_0a294c2b93567ccca80f21cc,NSCQ-IL-20260720-0283,TRI-d5dd4c3b098d2f0a432d,VER-94656582a90c8252a697,IL,Geneva,CITY OF GENEVA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf,b447568de1fc421de99beded04dbf33e342cba96dcf952599acbb9a8e086bb20,50,partial,likely,p1,"23,26,28,49",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_a69675a0ea46d0c9e4ec3302,yes,cex_22fd8486a8983f9881a0f909,mixed,,,0,frozen
144,cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,pr_a33eaeae95af0f87f9a1598c,sr_334b3d37f04e2c9c7a82ce51,NSCQ-IL-20260720-0107,TRI-911e02a65deddf55348e,VER-fd7caf29ffe04b6de00a,IL,Glenview,VILLAGE OF GLENVIEW,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf,7a7ccc35314af1f85958158071c95cd8fab44e9485f78c29cf626d3f6b7bf6b4,82,present,likely,p1,"2,10,19,28,37,42,46,81",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_b8737bf17aeb5a4f9cb62682,yes,cex_8f53bb6a9675f9abb76a9600,mixed,,,0,frozen
145,cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,pr_bd50505c418b45b024e70f4c,sr_7002d50e3facdd8b4c81b544,NSCQ-IL-20260720-0108,TRI-32c65263f99bbc2ed601,VER-e301d148edf7994f91fc,IL,Glenview,VILLAGE OF GLENVIEW,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf,df773a823bf9d9594c6a68abe5c028f31c818aa716a793ee0103d79b7125880d,76,present,likely,p1,"1,2,18,26,34,39,43",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_b8737bf17aeb5a4f9cb62682,yes,cex_8f53bb6a9675f9abb76a9600,mixed,,,0,frozen
146,cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,pr_0e2338ef8db23ed000b1f6a3,sr_329cda24ea8fa2e5f44cf81c,NSCQ-IL-20260720-0106,TRI-c35484a6626c22163cba,VER-c193e540b78f70cabc07,IL,Glenview,VILLAGE OF GLENVIEW,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf,92e1ae1a6366e19607d944349a547ed82ea795894b351c929e1e0046b46f20fd,53,present,likely,p1,"1,2,24,27,53",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_b8737bf17aeb5a4f9cb62682,yes,cex_8f53bb6a9675f9abb76a9600,mixed,,,0,frozen
147,cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,pr_09fc12bd2801fe1e5425a33f,sr_1fd94c2f9061c9c3d59e0719,NSCQ-IL-20260720-0105,TRI-a60a22b2b2d8c0434f5c,VER-63ab08c2581c8307c2cb,IL,Glenview,VILLAGE OF GLENVIEW,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf,b758bd7f7ce70ca80842bf560ed7c3089197bc86a1db82cd3a5ec7c8e2907c6f,51,present,likely,p1,"1,2,12,18,23,26",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_b8737bf17aeb5a4f9cb62682,yes,cex_8f53bb6a9675f9abb76a9600,mixed,,,0,frozen
148,cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,pr_552f1a8f5a995e6a5ec81324,sr_9f9892dd6eb5e453d0feebc4,NSCQ-IL-20260720-0229,TRI-db75d33ee215b5e3ce6f,VER-fa9b02d9dee4cf79c58c,IL,Gurnee,VILLAGE OF GURNEE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf,ec710d282a24ad11814369baf74a44c7ba7af3ddfd24f108b83df8893a4d657e,45,present,likely,p1,"6,21,23,25",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_08fce7ff16b7d2f4467c3104,yes,cex_77475cce43106235f3f10cd8,mixed,,,0,frozen
