municipality,municipality_id,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Butler,cog_2025_225678,OH,Midwest,Mercer County (39107; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Canfield,cog_2025_173041,OH,Midwest,Mahoning County (39099; primary),broad_4x2500_shard_002,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Champion,cog_2025_111013,OH,Midwest,Trumbull County (39155; primary),broad_4x2500_shard_002,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Clinton,cog_2025_110891,OH,Midwest,Fulton County (39051; primary),broad_4x2500_shard_002,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Columbia,cog_2025_173020,OH,Midwest,Lorain County (39093; primary),broad_4x2500_shard_002,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Continental,cog_2025_191182,OH,Midwest,Putnam County (39137; primary),broad_4x2500_shard_002,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Dalton,cog_2025_191187,OH,Midwest,Wayne County (39169; primary),broad_4x2500_shard_002,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
De Graff,cog_2025_172499,OH,Midwest,Logan County (39091; primary),broad_4x2500_shard_002,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Delhi,cog_2025_110902,OH,Midwest,Hamilton County (39061; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Elmore,cog_2025_209083,OH,Midwest,Ottawa County (39123; primary); Sandusky County (39143),broad_4x2500_shard_002,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Fort Recovery,cog_2025_209079,OH,Midwest,Mercer County (39107; primary),broad_4x2500_shard_002,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Galena,cog_2025_132428,OH,Midwest,Delaware County (39041; primary),broad_4x2500_shard_002,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Geneva,cog_2025_172714,OH,Midwest,Ashtabula County (39007; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
German,cog_2025_139559,OH,Midwest,Fulton County (39051; primary),broad_4x2500_shard_002,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Granville,cog_2025_183980,OH,Midwest,Licking County (39089; primary),broad_4x2500_shard_002,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Green Springs,cog_2025_132520,OH,Midwest,Seneca County (39147; primary); Sandusky County (39143),broad_4x2500_shard_002,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Greenville,cog_2025_191195,OH,Midwest,Darke County (39037; primary),broad_4x2500_shard_002,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hamilton,cog_2025_132618,OH,Midwest,Franklin County (39049; primary),broad_4x2500_shard_002,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hanover,cog_2025_132577,OH,Midwest,Butler County (39017; primary),broad_4x2500_shard_002,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Harrison,cog_2025_186968,OH,Midwest,Hamilton County (39061; primary),broad_4x2500_shard_002,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Harrison,cog_2025_205156,OH,Midwest,Pickaway County (39129; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Holland,cog_2025_110772,OH,Midwest,Lucas County (39095; primary),broad_4x2500_shard_002,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Howard,cog_2025_110926,OH,Midwest,Knox County (39083; primary),broad_4x2500_shard_002,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Howland,cog_2025_173237,OH,Midwest,Trumbull County (39155; primary),broad_4x2500_shard_002,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hubbard,cog_2025_173238,OH,Midwest,Trumbull County (39155; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kalida,cog_2025_110799,OH,Midwest,Putnam County (39137; primary),broad_4x2500_shard_002,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Liberty,cog_2025_132763,OH,Midwest,Trumbull County (39155; primary),broad_4x2500_shard_002,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Liberty,cog_2025_172935,OH,Midwest,Highland County (39071; primary),broad_4x2500_shard_002,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Liberty,cog_2025_193906,OH,Midwest,Hancock County (39063; primary),broad_4x2500_shard_002,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mad River,cog_2025_209113,OH,Midwest,Clark County (39023; primary),broad_4x2500_shard_002,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Madison,cog_2025_211815,OH,Midwest,Butler County (39017; primary),broad_4x2500_shard_002,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Maineville,cog_2025_193890,OH,Midwest,Warren County (39165; primary),broad_4x2500_shard_002,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mechanicsburg,cog_2025_132403,OH,Midwest,Champaign County (39021; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Monroe,cog_2025_132675,OH,Midwest,Licking County (39089; primary),broad_4x2500_shard_002,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Moorefield,cog_2025_209114,OH,Midwest,Clark County (39023; primary),broad_4x2500_shard_002,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Munson,cog_2025_172878,OH,Midwest,Geauga County (39055; primary),broad_4x2500_shard_002,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Navarre,cog_2025_209095,OH,Midwest,Stark County (39151; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
New Middletown,cog_2025_172518,OH,Midwest,Mahoning County (39099; primary),broad_4x2500_shard_002,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
New Waterford,cog_2025_209043,OH,Midwest,Columbiana County (39029; primary),broad_4x2500_shard_002,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Newtown,cog_2025_186933,OH,Midwest,Hamilton County (39061; primary),broad_4x2500_shard_002,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Ottoville,cog_2025_172596,OH,Midwest,Putnam County (39137; primary),broad_4x2500_shard_002,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pease,cog_2025_172741,OH,Midwest,Belmont County (39013; primary),broad_4x2500_shard_002,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Perry,cog_2025_172484,OH,Midwest,Lake County (39085; primary),broad_4x2500_shard_002,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pierce,cog_2025_172780,OH,Midwest,Clermont County (39025; primary),broad_4x2500_shard_002,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pioneer,cog_2025_186954,OH,Midwest,Williams County (39171; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Plain,cog_2025_132620,OH,Midwest,Franklin County (39049; primary),broad_4x2500_shard_002,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pleasant Hill,cog_2025_172536,OH,Midwest,Miami County (39109; primary),broad_4x2500_shard_002,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Porter,cog_2025_173202,OH,Midwest,Scioto County (39145; primary),broad_4x2500_shard_002,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Prospect,cog_2025_172524,OH,Midwest,Marion County (39101; primary),broad_4x2500_shard_002,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pultney,cog_2025_209112,OH,Midwest,Belmont County (39013; primary),broad_4x2500_shard_002,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Richland,cog_2025_172703,OH,Midwest,Allen County (39003; primary),broad_4x2500_shard_002,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Rome,cog_2025_172994,OH,Midwest,Lawrence County (39087; primary),broad_4x2500_shard_002,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Rootstown,cog_2025_132732,OH,Midwest,Portage County (39133; primary),broad_4x2500_shard_002,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sardinia,cog_2025_172314,OH,Midwest,Brown County (39015; primary); Highland County (39071),broad_4x2500_shard_002,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sharon,cog_2025_173058,OH,Midwest,Medina County (39103; primary),broad_4x2500_shard_002,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sharon,cog_2025_173182,OH,Midwest,Richland County (39139; primary),broad_4x2500_shard_002,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
