root_compensation_event_id,source_implementation_event_id,municipality,state,compensation_cycle_id,side,beneficiary_unit,implementation_status,evidence_excerpt,human_readable_citation,root_action_summary,technical_lineage
ROOTCOMP-e5352b8cb10eec971d9360e1,IMPEVT-b8b9e48f1919773514f04698,Arlington,MI,2021,side_independent,unclear,implemented,effective on January l of the following year unless designated otherwise by the Town-,"Arlington, Michigan, Personnel Policy, 2021.",implemented budget or pay plan for side independent,"[""WCM-957f2d471bf46df05d3d43d3""]"
ROOTCOMP-0146dbf6cdb009eec6c700a8,IMPEVT-5efdfa157fbd2112825954b4,Atlas,MI,2021,remains_unclear,unclear,implemented,"effective January 1, 2021.","Atlas, Michigan, Wage Schedule, 2021.",implemented mechanism only for remains unclear,"[""WCM-298cc208a338e050e88c68ed""]"
ROOTCOMP-2cf90a24e74c3bab8bf04b16,IMPEVT-1cdb7301b1d225dcd6583aac,Au Train,MI,2022,remains_unclear,unclear,implemented,"effective April 1, 2022.","Au Train, Michigan, Council Packet Or Minutes, 2022.",implemented other for remains unclear,"[""WCM-53411d754f1231b98338eefb""]"
ROOTCOMP-dda63f727f7eb2987daac9d7,IMPEVT-4db9b1a8eb6e6701cc819bf3,Au Train,MI,2024,remains_unclear,unclear,implemented,"After review and discussion, Motion by Johnson/seconded Doucette, that effective April 1, 2024, wages will be amended and reflected as per the New Pay Schedule.","Au Train, Michigan, Council Packet Or Minutes, 2024.",implemented other for remains unclear,"[""WCM-26ba33ca00449fc775c5e894""]"
ROOTCOMP-13d3773a95a71e9bbae87585,IMPEVT-e959c3f593af59b1ec0d406f,Augusta charter,MI,2015,fire,fire,implemented,"Contract Duration: 2-year agreement, effective 1-1-15 to 12-31-16.","Augusta charter, Michigan, Collective Bargaining Agreement, 2015.",implemented mechanism only for fire,"[""WCM-3a16e1609b981559d6d65a7e"",""WCM-8a6965550997848253d3bdea""]"
ROOTCOMP-1272a44aaacc528568f4a60f,IMPEVT-e6746e735e28e16609324915,Augusta charter,MI,2021,fire,fire,implemented,"28, 2021 and effective 4-1-21 to 3-31-24.","Augusta charter, Michigan, Collective Bargaining Agreement, 2021.",implemented mechanism only for fire,"[""WCM-6c382c4ccc240ce8c2e2661e"",""WCM-9d1d0a37cf97cb2b2675aa41""]"
ROOTCOMP-a98372e68bd1af9a7b705043,IMPEVT-35a371d2a25388b205bfd973,Augusta charter,MI,2022,fire,fire,implemented,"3% increase effective April 1, 2022.","Augusta charter, Michigan, Collective Bargaining Agreement, 2022.",implemented mechanism only for fire,"[""WCM-b239330530b9d8c9438653eb""]"
ROOTCOMP-a2e499fd3890919fd81f876c,IMPEVT-d6f671aeed8d40f855690150,Augusta charter,MI,2023,fire,fire,implemented,"3% increase effective April 1, 2023.","Augusta charter, Michigan, Collective Bargaining Agreement, 2023.",implemented across the board raise for fire,"[""WCM-02df3f91a09e30642e303339""]"
ROOTCOMP-d713e0f68da34e2a87b1daf9,IMPEVT-48e35612a72237d312f35d01,Bangor,MI,2025,police,police,implemented,"Effective January 6, 2025, regular meetings of the City Council shall commence","Bangor, Michigan, Council Packet Or Minutes, 2025.",implemented budget or pay plan for police,"[""WCM-1796a5036e24d977631c14a8""]"
ROOTCOMP-f78a8b4e672a199bde9f5b28,IMPEVT-c5cb730b3007475ff52a8348,Bangor,MI,2025,police,police,implemented,"Motion to approve the presented wage scale presented effective January 1, 2025.","Bangor, Michigan, Council Packet Or Minutes, 2025.",implemented base wage for police,"[""WCM-95fd4ec7e087d47ac8f5b5e9""]"
ROOTCOMP-2359f1c4774ef46caa5303d6,IMPEVT-41dffcbf4453c35f2988b383,Bangor,MI,2026,remains_unclear,unclear,implemented,The Council will: Accept the updated Building Fee Schedule Effective 02/01/2026.,"Bangor, Michigan, Council Packet Or Minutes, 2026.",implemented mechanism only for remains unclear,"[""WCM-360f6a7663cda31b89a8b2af"",""WCM-f241760cdb617182545361e3""]"
ROOTCOMP-7f015875768684e960a2b74f,IMPEVT-42d0506e3956cb1ec99908a8,Bay,MI,2019,police,police,implemented,"Effective July 1 , 2019 = 1.5%","Bay, Michigan, Wage Schedule, 2019.",implemented other for police,"[""WCM-30d24bab4281407279e7900f""]"
ROOTCOMP-5a4d397a63370a74ba337ffe,IMPEVT-5df3bb77824ccba43b18c2e1,Bay,MI,2020,side_independent,unclear,implemented,duties of an immediate supervisor not covered by this bargaining unit shall receive an increase in their rate,"Bay, Michigan, Collective Bargaining Agreement, 2020.",implemented budget or pay plan for side independent,"[""WCM-0a24b6e9901fd0303f5e1c4f"",""WCM-86fa59555167d1a908e3c058"",""WCM-a447e2b98b84584e547e3312"",""WCM-c00357d6b04d632c916aa0a9"",""WCM-c6db8290277eba2a9c4eac5f""]"
ROOTCOMP-efb4eee1ec423829ccdfbf53,IMPEVT-980a9d9879e364c2b734c1df,Bay,MI,2022,fire,fire,implemented,"Effective January 1, 2022, and annually","Bay, Michigan, Collective Bargaining Agreement, 2022.",implemented other for fire,"[""WCM-8b7b009d1cf4923f68e9d06b""]"
ROOTCOMP-d29d8f074816861301e78f68,IMPEVT-c07f18949c727ff08c652ee6,Bay,MI,2026,fire,fire,implemented,"List"" or ""Buddy System"", as it is presently known, which originally became effective January 1,","Bay, Michigan, Collective Bargaining Agreement, 2026.",implemented other for fire,"[""WCM-3da71b744e61f9b4f0800c7f"",""WCM-86448e0c35d2aace3c63d0ad""]"
ROOTCOMP-41248b9b54edf00765a42d9d,IMPEVT-6108725fc9b90242550fb29e,Bay,MI,2026,fire,fire,implemented,All provisions of the new contract shall be retroactive to the expiration date,"Bay, Michigan, Collective Bargaining Agreement, 2026.",implemented retroactive pay for fire,"[""WCM-505579e9098b351e0b5b1bea""]"
ROOTCOMP-92dd840d26d6fd2c6725b24d,IMPEVT-98df43265ae3cdce835c60f0,Belleville,MI,undated-source-B4X2500LIVE-20260729-005349,police,police,implemented,"was to have been made effective July 1, 2009, plus interest at the statutory","Belleville, Michigan, Factfinding Report, period not explicit.",implemented mechanism only for police,"[""WCM-5327251918383e15fb3da233"",""WCM-70d7c7c136ee26730a71227c""]"
ROOTCOMP-6daaa59349e6dbf9c5ea4ee5,IMPEVT-5bc2995c1ab386d112af8cdc,Big Rapids charter,MI,2025,fire,fire,implemented,"1776, effective July 1, 2025 and expiring June 30, 2028.","Big Rapids charter, Michigan, Memorandum Of Understanding, 2025.",implemented other for fire,"[""WCM-5752438f9089d548dc547cb0""]"
ROOTCOMP-9a1ae9473389bc73d28446af,IMPEVT-b25613401b065682f6a5951b,Blissfield,MI,2025,side_independent,unclear,implemented,"Effective October 1, 2025","Blissfield, Michigan, Budget Or Pay Plan, 2025.",implemented budget or pay plan for side independent,"[""WCM-1a40a198a2c33b71d6eb7bb2""]"
ROOTCOMP-8b1f66fd397e25f8d0fa9047,IMPEVT-0327ea0030aba0caa319ffcc,Bloomfield,MI,2025,fire,fire,implemented,"Effective August 17, 2006: The Township shall continue health insurance coverage","Bloomfield, Michigan, Wage Schedule, 2025.",implemented benefit cost change for fire,"[""WCM-1c33a6c40de4e98421237b07"",""WCM-e81c33bd26ebd2a83da2afcb""]"
ROOTCOMP-683b2c2eb8275061f23a32c6,IMPEVT-dc726004eb18b07f7bb3eeed,Bloomfield,MI,2025,police,police,implemented,The Lieutenant filling the vacancy shall receive Acting Captain,"Bloomfield, Michigan, Wage Schedule, 2025.",implemented budget or pay plan for police,"[""WCM-ff08d50b8268b9d30fddfdd0""]"
ROOTCOMP-b81fa9df950cea0f217ca566,IMPEVT-fe95d191e5e17d5f93b94925,Bloomfield,MI,2026,fire,fire,implemented,"Effective January 1, 2026:","Bloomfield, Michigan, Wage Schedule, 2026.",implemented budget or pay plan for fire,"[""WCM-7eba735831009f826a180819""]"
ROOTCOMP-e08f309bee0ce504feecd8e2,IMPEVT-3624f98d23916af219d3a127,Bloomfield,MI,2026,non_safety,non_safety,implemented,will receive a cost-of-living adjustment to your monthly payments on such dates as may be,"Bloomfield, Michigan, Wage Schedule, 2026.",implemented cola or indexing for non safety,"[""WCM-25628ce596374fa6c259f5a2"",""WCM-9f835cf6bab245207063cc4d"",""WCM-bd38ef49b9980b55f6249d72"",""WCM-d066b98eb5099947a66057cc"",""WCM-ea3739fa8272e0a18399d484""]"
ROOTCOMP-7e3d2530c317e8224eb67c65,IMPEVT-8d1e816b7a95cd7fa3aa447e,Bloomfield Hills,MI,2019,remains_unclear,unclear,formally_adopted,In fiscal year 2019/2020 the City,"Bloomfield Hills, Michigan, Arbitration Award, 2019.",formally adopted across the board raise for remains unclear,"[""WCM-df3312502252c5b439ecec3c""]"
ROOTCOMP-5596bc6961ad9b7775cf8c8c,IMPEVT-a01cbc1f9dd7917e77615b7f,Bloomfield Hills,MI,2020,remains_unclear,unclear,implemented,"Wages Effective July 1, 2020 ...","Bloomfield Hills, Michigan, Arbitration Award, 2020.",implemented base wage for remains unclear,"[""WCM-7d2ca439dbde7dcd0c1bab77""]"
ROOTCOMP-5342398411b031ea5e6c4ba0,IMPEVT-0ddede47fb6b341a7f9bd632,Bloomfield Hills,MI,2021,remains_unclear,unclear,implemented,"Wages Effective July 1, 2021 ..","Bloomfield Hills, Michigan, Arbitration Award, 2021.",implemented base wage for remains unclear,"[""WCM-5498571ce04f53ad011d5356""]"
ROOTCOMP-337bd157e4b6d7ae2196341a,IMPEVT-f96d7d7a94d8cc31be3bee29,Bloomfield Hills,MI,2022,remains_unclear,unclear,implemented,"Wages Effective July 1, 2022 ..","Bloomfield Hills, Michigan, Arbitration Award, 2022.",implemented base wage for remains unclear,"[""WCM-76707ce9582af012a2c29b1e""]"
ROOTCOMP-cba9b8f2107d2eebcb528fdd,IMPEVT-0dc3f5905fa16d46fcad5be2,Bloomfield Hills,MI,undated-source-B4X2500LIVE-20260729-005354,remains_unclear,unclear,implemented,Employees shall receive the ELSA overtime rate at one-and-one-half (1.5) their regular rate of pay,"Bloomfield Hills, Michigan, Arbitration Award, period not explicit.",implemented overtime for remains unclear,"[""WCM-0258db112da076d9c696280e""]"
ROOTCOMP-b933434dde93695c9d0f777b,IMPEVT-e2e0b6462127cf73a82b6935,Bloomfield charter,MI,2025,fire,fire,implemented,"Effective April 1, 2025 through December 31, 2025:","Bloomfield charter, Michigan, Collective Bargaining Agreement, 2025.",implemented mechanism only for fire,"[""WCM-d25cd4b885d71a4613e9d00d"",""WCM-e379274dd5b7fce967efcb90""]"
ROOTCOMP-2f883deef7c431502f0aaeae,IMPEVT-327e02149dbe37f4346d7e8b,Bloomfield charter,MI,2025,fire,fire,implemented,The Lieutenant filling the vacancy shall receive Acting Captain,"Bloomfield charter, Michigan, Collective Bargaining Agreement, 2025.",implemented step progression for fire,"[""WCM-1997f521572aeba2771de5e2""]"
ROOTCOMP-c1c2bd9c90ac3a73982f690a,IMPEVT-5a7711fc6b52727fa7ad50bd,Bloomfield charter,MI,2026,non_safety,non_safety,implemented,will receive a cost-of-living adjustment to your monthly payments on such dates as may be,"Bloomfield charter, Michigan, Collective Bargaining Agreement, 2026.",implemented cola or indexing for non safety,"[""WCM-f34473cdbc61ebc1b35ad538""]"
ROOTCOMP-bfd6a979abc8ab1f98307b54,IMPEVT-8d783897fa4d6b2530b86a0c,Bloomfield charter,MI,2026,police,police,implemented,"The salary schedule for employees, effective with the payroll period beginning on or after","Bloomfield charter, Michigan, Police Officers Labor Council (POLC) Contract - January 1, 2026 to December 31, 2028 (signed with attachments), collective bargaining agreement, 2026.",implemented across the board raise for police,"[""WCM-d8e81d3d01172137a434e18f""]"
ROOTCOMP-293f731a6a5cccc6192d7b64,IMPEVT-0fc583d8263ee5fc6def9709,Bloomfield charter,MI,2026,fire,fire,implemented,"Effective January 1, 2026:","Bloomfield charter, Michigan, Collective Bargaining Agreement, 2026.",implemented mechanism only for fire,"[""WCM-f48c32f4c16aa2bdb7cc38b5""]"
ROOTCOMP-758ee478d16dece219ba50ae,IMPEVT-06b1fd8cbc4be1c6539cbb97,Bloomfield charter,MI,2026,non_safety,non_safety,implemented,"(see attachment C) Effective January 1, 2026, dental benefits will be offered","Bloomfield charter, Michigan, Collective Bargaining Agreement, 2026.",implemented benefit cost change for non safety,"[""WCM-4e7f3b5c1db8ce445844efab"",""WCM-e894cfe2a2659a901edea553"",""WCM-fa6d3ffde89ffa5183d93882""]"
ROOTCOMP-5529395141ddc32cfebff5bb,IMPEVT-b50679364fc52d04eb45bb7b,Bloomfield charter,MI,2026,police,police,implemented,"Effective August 17, 2006: The Township shall continue health insurance","Bloomfield charter, Michigan, Police Officers Labor Council (POLC) Contract - January 1, 2026 to December 31, 2028 (signed with attachments), collective bargaining agreement, 2026.",implemented benefit cost change for police,"[""WCM-2c63cf5bd02a52653703aa68"",""WCM-57154db58bdbbc0977717578"",""WCM-6827721df9f75840c7204145"",""WCM-8ccf2c4d07f2ea1026e771a5"",""WCM-8ee6e17489e46ec457ddf049"",""WCM-e1f32050b2ec68b8c77fa7e7""]"
ROOTCOMP-57f822b3d52d56399f1a0523,IMPEVT-3eec081b57ee9994bbd6786e,Boyne City,MI,undated-source-B4X2500LIVE-20260729-000393,remains_unclear,unclear,implemented,Wage Rates Effective April 1 of:,"Boyne City, Michigan, Wage Schedule, period not explicit.",implemented base wage for remains unclear,"[""WCM-97c0a1d46b106aeee3087b09""]"
ROOTCOMP-1ffd18f48aeea47eebd07513,IMPEVT-eeb308de73e7a59521e193eb,Brighton,MI,2020,remains_unclear,unclear,implemented,"732.000 HCSP Effective April 1, 2020, the Township established a Health Care","Brighton, Michigan, Budget Or Pay Plan, 2020.",implemented benefit cost change for remains unclear,"[""WCM-482af72912f776ed2c483121"",""WCM-d61da3fe1d8512d9f55d0863"",""WCM-fa0909d40252ea63d495f99b""]"
ROOTCOMP-15677a84b9cd334c105308ef,IMPEVT-c141a620ba87f384be4345c8,Brooklyn,MI,2022,remains_unclear,unclear,implemented,"effective April 30, 2022.","Brooklyn, Michigan, Council Packet Or Minutes, 2022.",implemented mechanism only for remains unclear,"[""WCM-0cfe5068a4d0042743d58c4e""]"
ROOTCOMP-b5c7f0bb096b9dbbfbd420f8,IMPEVT-18c950e34cdbc1dc473afa93,Brownstown charter,MI,undated-source-B4X2500LIVE-20260729-005363,police,police,implemented,22.9: Employees who work the 12 hour shift shall receive time and one-half (1 V2) rate of their,"Brownstown charter, Michigan, Collective Bargaining Agreement, period not explicit.",implemented other for police,"[""WCM-86b1ec7a7765b26783f3554a""]"
ROOTCOMP-42022e29e283ec382dd248bc,IMPEVT-2f88294143e97ee7571b6328,Brownstown charter,MI,undated-source-B4X2500LIVE-20260729-005363,police,police,implemented,Wages and pension willbe paid retroactive to 1/1/97 on allhours compensated.,"Brownstown charter, Michigan, Collective Bargaining Agreement, period not explicit.",implemented retroactive pay for police,"[""WCM-485d323464d6f14fc2caf148""]"
ROOTCOMP-fc686ac516251539471853a0,IMPEVT-a129742f31765f981091eafb,Buchanan,MI,2021,remains_unclear,unclear,implemented,"Effective July 1, 2021","Buchanan, Michigan, Wage Schedule, 2021.",implemented mechanism only for remains unclear,"[""WCM-5a931dd47a9cc3c98fe47692""]"
ROOTCOMP-dabd353c75429e3bb427b9d9,IMPEVT-811285e914e3ca80f1ac9b40,Buchanan,MI,undated-source-B4X2500LIVE-20260729-007881,remains_unclear,unclear,implemented,Water operators shall receive a set “call-in stipend” of two (2) hours pay per week,"Buchanan, Michigan, Wage Schedule, period not explicit.",implemented stipend or premium for remains unclear,"[""WCM-baaa6648c874a121780e6788""]"
ROOTCOMP-d9afe43f5e82fd1ac91f6023,IMPEVT-df1e8421ef01dce02534b804,Burt,MI,2019,side_independent,unclear,implemented,"Supervisor X $ 21,700.00 Annual Base - Gross Salary to be $27,400 effective 04/01/2019","Burt, Michigan, Wage Schedule, 2019.",implemented budget or pay plan for side independent,"[""WCM-47d543c19caefcfa2dfb3235"",""WCM-adc0a7e029b58845113488ed""]"
ROOTCOMP-976b91aeed59005ff50c1944,IMPEVT-2f2f0da5d63827bcbe0efaa7,Burt,MI,2019,fire,fire,implemented,"Supervisor X $ 21,700.00 Annual Base - Gross Salary to be $27,400 effective 04/01/2019","Burt, Michigan, Wage Schedule, 2019.",implemented other for fire,"[""WCM-1b92bc584d0b11ab99ca074e"",""WCM-ea930dca1fdeb260104b8b7c""]"
ROOTCOMP-bbdfc5d36ed9253d0adcf7e8,IMPEVT-ccb1a72272f9fcc4d04b19c3,Carrollton,MI,2023,fire,fire,implemented,"Rivette reported that Chris Weichec had resigned from the Fire Department effective March 10,","Carrollton, Michigan, Council Packet Or Minutes, 2023.",implemented other for fire,"[""WCM-5550de8e45d62c918faae773""]"
ROOTCOMP-08463de3193f6a6f9b56a35c,IMPEVT-2b7d8b32708cc295201768d5,Carrollton,MI,2023,remains_unclear,unclear,implemented,"It was moved by Abney and supported by Thurston to approve the following increases effective April 1, 2023:","Carrollton, Michigan, Council Packet Or Minutes, 2023.",implemented other for remains unclear,"[""WCM-3928d1da81c3d4975d7e2acd""]"
ROOTCOMP-3a05197640d21a9d8877d3a5,IMPEVT-0d0a58c9bdf2d36e4f9a1b82,Cassopolis,MI,2016,police,police,implemented,"1.5% wage retroactive to April 1, 2016","Cassopolis, Michigan, Memorandum Of Understanding, 2016.",implemented retroactive pay for police,"[""WCM-23f0bb9077edad6da5b1ecf6""]"
ROOTCOMP-8076d5b345579b96e1ad52b8,IMPEVT-61afa492cbf32adb5202f625,Cassopolis,MI,2017,police,police,implemented,"$.50 per hour wage increase effective July 1, 2017;","Cassopolis, Michigan, Memorandum Of Understanding, 2017.",implemented base wage for police,"[""WCM-23bcd00a507441f6a0d93c68"",""WCM-60de016fb86942c447b04619""]"
ROOTCOMP-cc9bdbd431a0d6bba6d20b28,IMPEVT-f2e5a7de46cd6ddeeaa50a06,Center Line,MI,undated-source-CBSRD-20260728-866a717685765606272b,remains_unclear,unclear,formally_adopted,,"Center Line, Michigan, Arbitration Award, period not explicit.",formally adopted mechanism only for remains unclear,"[""WCM-bf4d2d1673b3844eceff669d""]"
ROOTCOMP-0600c7d8532833408b8fa677,IMPEVT-776f04b3b716790ac29f471b,Chesaning,MI,2021,remains_unclear,unclear,formally_adopted,funded by fiscal year 2030 if these changes were adopted and implemented by fiscal year 2021.,"Chesaning, Michigan, Council Packet Or Minutes, 2021.",formally adopted across the board raise for remains unclear,"[""WCM-046740bfe41ac5cde82c0d04""]"
ROOTCOMP-9db1bffc8c1e5c415091b8ec,IMPEVT-884c00d724bb266f3ed59eee,Chesaning,MI,2023,remains_unclear,unclear,implemented,"Effective 3-1-2012 all new hres are placed in the MERS defined contribution plan outlined here: C-i New, FAC 5, 10-year vesting","Chesaning, Michigan, Council Packet Or Minutes, 2023.",implemented mechanism only for remains unclear,"[""WCM-a3a99ccdd1c231b392e70adc""]"
ROOTCOMP-5e00237165391b057270dea4,IMPEVT-fb13a0fcea73aa352b6f4bee,Clayton charter,MI,2025,police,police,implemented,"Hourly Wage. Police Officer Effective Step April 1, 2025 Start $26.68","Clayton charter, Michigan, Collective Bargaining Agreement, 2025.",implemented step progression for police,"[""WCM-50125c9dc2394f98fb5b90a0""]"
ROOTCOMP-109749e28f3d4342dfafd08f,IMPEVT-f69bd518320059eb6bc4bc83,Clayton charter,MI,2025,police,police,implemented,"Effective April 1, 2025 to October 31, 2026","Clayton charter, Michigan, Collective Bargaining Agreement, 2025.",implemented mechanism only for police,"[""WCM-320611359b564166e158fae0"",""WCM-390853fa7e721c54058d6825"",""WCM-3b75141d9761ff851e54efae""]"
ROOTCOMP-d421ff0422dd13aa664c5611,IMPEVT-f028f8af0d8d809c7ab4ad09,Corunna,MI,undated-source-B4X2500LIVE-20260729-005375,police,police,implemented,"The Letter of Understanding will be effective January 19, 1999 and continue through the duration","Corunna, Michigan, Wage Schedule, period not explicit.",implemented mechanism only for police,"[""WCM-0c3351ca0785dc1abcf49c93"",""WCM-3c4e318d6e07efbb6fec2ad7""]"
