MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
text/html,cf9bfa2c425d144d482fabc0eec9a23f38603a618e0971d2bdfe213cb57ba5d8,payroll_roster,0,20410,1,EXTPAYLOAD-c9875ebe7b8db52215fe69a4,EXTSOURCE-c9875ebe7b8db52215fe69a4,1,EXTREADYQ-ef908f80589f5bade0a2d243,5,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":20410,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":106,""navigation_density"":0.226013,""payload_bytes"":20410,""row_element_count"":16,""script_count"":4,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":3134}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:47.061987+00:00,0.000776,EXTCAND-cdbb04418ccd261a19e51048,,MECHEXP-1f7b4463106bb4913ccba9d6|MECHEXP-3c86cb7a81ea475226701a3e|MECHEXP-d006e6517fa11f5cfdc1fec7|MECHEXP-e8dac88b9cb536d7176dcafb,ROOTCOMP-e8798b3759f896f51e29727a,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cf9bfa2c425d144d482fabc0eec9a23f38603a618e0971d2bdfe213cb57ba5d8.html,Sandy Creek,False,jefferson.htm,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_004,1426,structured_data_or_dataset_signal,EXTREADINESS-db73f5ea6acfc650c432f087,html_structured_data_candidate,high,table_candidate,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,all_units,multi_family_administrative_source,official_administrative_summary,NY,,EXTSOURCE-c9875ebe7b8db52215fe69a4,,,EXTCAND-cdbb04418ccd261a19e51048,external_search_wave_001_compacted,Sandy Creek,NY,2022,all_units,all_units,multi_family_administrative_source,ROOTCOMP-e8798b3759f896f51e29727a,MECHEXP-1f7b4463106bb4913ccba9d6|MECHEXP-3c86cb7a81ea475226701a3e|MECHEXP-d006e6517fa11f5cfdc1fec7|MECHEXP-e8dac88b9cb536d7176dcafb,,extraction_lane_001,1430
text/html; charset=UTF-8,fb6b038ed23ec968bdf8fb04e53795e7ff2157be78d20fde3beeff45008cc323,payroll_roster,0,127306,1,EXTPAYLOAD-c9b94883aa7fd5f7e131966a,EXTSOURCE-c9b94883aa7fd5f7e131966a,1,EXTREADYQ-bbb3370a963cf4aab049015c,6,,side_independent,html,False,"{""bounded_inspection"":false,""bytes_inspected"":127306,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":534,""navigation_density"":0.18319,""payload_bytes"":127306,""row_element_count"":94,""script_count"":12,""structured_data_script_count"":0,""table_count"":2,""valid_html_structure"":true,""visible_text_characters"":21759}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:47.065950+00:00,0.003649,EXTCAND-f27b463a7e45365b9c18c0b2,,MECHEXP-666e01e94dbbe89180b26b4b|MECHEXP-71bdd9f6b8f59b9fffc65bc2|MECHEXP-a5e876c1a27724e5d4ab35d3|MECHEXP-e8782726aab89dd689e04b15|MECHEXP-eb580a05ae99cba4a6a2429e,ROOTCOMP-c710cd5875e97b674ece5dce,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fb6b038ed23ec968bdf8fb04e53795e7ff2157be78d20fde3beeff45008cc323.html,Grey Eagle,False,billlog.htm,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_004,1427,html_table_structure_present,EXTREADINESS-3043c93173468c3ddb482740,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,multi_family_administrative_source,official_administrative_summary,MN,,EXTSOURCE-c9b94883aa7fd5f7e131966a,,,EXTCAND-f27b463a7e45365b9c18c0b2,external_search_wave_001_compacted,Grey Eagle,MN,2026,side_independent,side_independent,multi_family_administrative_source,ROOTCOMP-c710cd5875e97b674ece5dce,MECHEXP-666e01e94dbbe89180b26b4b|MECHEXP-71bdd9f6b8f59b9fffc65bc2|MECHEXP-a5e876c1a27724e5d4ab35d3|MECHEXP-e8782726aab89dd689e04b15|MECHEXP-eb580a05ae99cba4a6a2429e,,extraction_lane_001,1431
text/html; charset=utf-8,be962e5adbbdc186fdf2655be1e20cad5f053712313f7b50523fda79c0c3b9e1,payroll_roster,0,29955,1,EXTPAYLOAD-c9cb15a9b94e5e1e76877270,EXTSOURCE-c9cb15a9b94e5e1e76877270,1,EXTREADYQ-975d72721def3cb9f3924ee7,3,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":29955,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":60,""navigation_density"":0.089955,""payload_bytes"":29955,""row_element_count"":0,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4316}",,9,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:06:47.417690+00:00,0.001022,EXTCAND-aeaa5353631a5bca4996a53c,,MECHEXP-7be54304cc7cb2f9fb76a50e|MECHEXP-81e9e2d3d8f006279ba39bf1|MECHEXP-8b00907cef57b20812a1a8f7|MECHEXP-a00ebc2f928c52aa865aacf4|MECHEXP-c84a1cb0737e46eeb5605a6d|MECHEXP-d01e6797742bfbb98b539d1d|MECHEXP-e94bc89011d04da2562eb700,ROOTCOMP-da28751bb67621d614fa20de|ROOTCOMP-e815a025c4ea1fa34244b82c,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/be962e5adbbdc186fdf2655be1e20cad5f053712313f7b50523fda79c0c3b9e1.html,Riverton,False,Public-Works,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_005,1423,substantive_visible_html_text,EXTREADINESS-664fc88397e112ff46ac227b,html_text_ready,high,,staffing_and_headcount,all_units,payroll_and_earnings,official_administrative_summary,IL,,EXTSOURCE-c9cb15a9b94e5e1e76877270,,,EXTCAND-aeaa5353631a5bca4996a53c,external_search_wave_001_compacted,Riverton,IL,2024,all_units,all_units,payroll_and_earnings,ROOTCOMP-da28751bb67621d614fa20de|ROOTCOMP-e815a025c4ea1fa34244b82c,MECHEXP-7be54304cc7cb2f9fb76a50e|MECHEXP-81e9e2d3d8f006279ba39bf1|MECHEXP-8b00907cef57b20812a1a8f7|MECHEXP-a00ebc2f928c52aa865aacf4|MECHEXP-c84a1cb0737e46eeb5605a6d|MECHEXP-d01e6797742bfbb98b539d1d|MECHEXP-e94bc89011d04da2562eb700,,extraction_lane_001,1432
text/html; charset=UTF-8,63ac0d864ab182575add84a409af157abcf8ce6daa4beb2b50b450a70b71c431,payroll_roster,0,54718,1,EXTPAYLOAD-ca07b01012f0c7d5a37afe5d,EXTSOURCE-ca07b01012f0c7d5a37afe5d,1,EXTREADYQ-ff97412ddca85dad5a7108e4,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":54718,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":157,""navigation_density"":0.187351,""payload_bytes"":54718,""row_element_count"":16,""script_count"":12,""structured_data_script_count"":0,""table_count"":3,""valid_html_structure"":true,""visible_text_characters"":5901}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:47.011720+00:00,0.001833,RESCAND-1f76a307342970fb7539d8b3,,MECHEXP-23ff761f78e35a6b7a7e49ee|MECHEXP-2ac802c4741af0f216b5aaf5|MECHEXP-645bb89ca1ca4585fea06669|MECHEXP-b89fa1c3a7004ac60b82af57,ROOTCOMP-3ca6154fa81bbacda5226800,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/63ac0d864ab182575add84a409af157abcf8ce6daa4beb2b50b450a70b71c431.html,Brooklawn,False,establishment.inspection_detail,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_003,1426,html_table_structure_present,EXTREADINESS-d47f0bb3937d9c82cc924690,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,multi_family_administrative_source,official_administrative_summary,NJ,EXTVERSION-71102632d5e78025145f9300|EXTVERSION-ecf52db923773d0670c53102,EXTSOURCE-ca07b01012f0c7d5a37afe5d,,,RESCAND-1f76a307342970fb7539d8b3,external_search_wave_002_exhaustive_residual,Brooklawn,NJ,2022,unclear,unclear,multi_family_administrative_source,ROOTCOMP-3ca6154fa81bbacda5226800,MECHEXP-23ff761f78e35a6b7a7e49ee|MECHEXP-2ac802c4741af0f216b5aaf5|MECHEXP-645bb89ca1ca4585fea06669|MECHEXP-b89fa1c3a7004ac60b82af57,,extraction_lane_001,1433
text/html; charset=utf-8,3ed0218193bf4876ff9e5420f01af1b568f2796f2f8497f193bd3445418c94ac,payroll_roster,0,60281,1,EXTPAYLOAD-ca2014656bd169b00cb7c692,EXTSOURCE-ca2014656bd169b00cb7c692,1,EXTREADYQ-a5499d2903e057f5e6416d48,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":60281,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":85,""navigation_density"":0.198135,""payload_bytes"":60281,""row_element_count"":83,""script_count"":6,""structured_data_script_count"":0,""table_count"":40,""valid_html_structure"":true,""visible_text_characters"":2581}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:57:48.040703+00:00,0.001333,EXTCAND-ee30043965ed9f1a2e10eed1,,MECHEXP-08608c419b873ff083111642|MECHEXP-18e5ad9ad5e5b9dea20ce10d|MECHEXP-3dde3a3ca16c581219fc0024|MECHEXP-6471f0444ca6fb6b8f95e0bf|MECHEXP-f487e875def8f4fffef90193,ROOTCOMP-2b5ee3cf6ff4d96b96b035a5,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3ed0218193bf4876ff9e5420f01af1b568f2796f2f8497f193bd3445418c94ac.html,Camillus,False,default.aspx,current_30_gib_store,2025,html_table_candidate_queue,,readiness_lane_002,1432,html_table_structure_present,EXTREADINESS-7ffa623bd57358f9c86df2d6,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,NY,,EXTSOURCE-ca2014656bd169b00cb7c692,,,EXTCAND-ee30043965ed9f1a2e10eed1,external_search_wave_001_compacted,Camillus,NY,2025,police,police,multi_family_administrative_source,ROOTCOMP-2b5ee3cf6ff4d96b96b035a5,MECHEXP-08608c419b873ff083111642|MECHEXP-18e5ad9ad5e5b9dea20ce10d|MECHEXP-3dde3a3ca16c581219fc0024|MECHEXP-6471f0444ca6fb6b8f95e0bf|MECHEXP-f487e875def8f4fffef90193,,extraction_lane_001,1434
text/html; charset=UTF-8,32e082d824ef5c522537ac7df874e208ef7213a11ecceffdac6163d5f5272f2e,payroll_roster,0,234332,1,EXTPAYLOAD-ca43ede185a771712124a432,EXTSOURCE-ca43ede185a771712124a432,1,EXTREADYQ-12bc53699601818fd5dbfa75,2,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":234332,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":164,""navigation_density"":0.010519,""payload_bytes"":234332,""row_element_count"":1031,""script_count"":1,""structured_data_script_count"":0,""table_count"":61,""valid_html_structure"":true,""visible_text_characters"":107747}",,16,upgrades_growth_analysis|upgrades_local_wage_comparison,extraction_priority_high,True,2026-08-05T18:54:46.121903+00:00,0.007822,RESCAND-178737fd60ca025524cf07f4,,MECHEXP-00ae396ef943de59d3faf371|MECHEXP-0c39a45386a5289b0f40a030|MECHEXP-0ce523323f6062b224354b7e|MECHEXP-0ff2db4b3d227596669648e7|MECHEXP-11da2a673de94c86cc053d92|MECHEXP-23615a3e647d5f0587487740|MECHEXP-53bd2073334da81edd97c527|MECHEXP-745ce8258b517135c3b9d278|MECHEXP-8d81176dfd7fcac8c9390ac8|MECHEXP-b29557b41c98f493cffc204f|MECHEXP-bb4dfd482978295a797f0103|MECHEXP-c87c800c59eeb1bea92f1618|MECHEXP-f995550df0dcbebd95718956,ROOTCOMP-14ae680190ee0550ae9da63b|ROOTCOMP-4d65163d3dc538fb2d9ad50b|ROOTCOMP-509c255348bfda60c75cce3f,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/32e082d824ef5c522537ac7df874e208ef7213a11ecceffdac6163d5f5272f2e.html,Blue Lake,False,02720.shtml,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_001,1420,html_table_structure_present,EXTREADINESS-4e102d0683911893095da9b5,html_table_candidate_ready,high,table_candidate,,unclear,payroll_and_earnings,official_administrative_summary,CA,,EXTSOURCE-ca43ede185a771712124a432,,,RESCAND-178737fd60ca025524cf07f4,external_search_wave_002_exhaustive_residual,Blue Lake,CA,2024,unclear,unclear,payroll_and_earnings,ROOTCOMP-14ae680190ee0550ae9da63b|ROOTCOMP-4d65163d3dc538fb2d9ad50b|ROOTCOMP-509c255348bfda60c75cce3f,MECHEXP-00ae396ef943de59d3faf371|MECHEXP-0c39a45386a5289b0f40a030|MECHEXP-0ce523323f6062b224354b7e|MECHEXP-0ff2db4b3d227596669648e7|MECHEXP-11da2a673de94c86cc053d92|MECHEXP-23615a3e647d5f0587487740|MECHEXP-53bd2073334da81edd97c527|MECHEXP-745ce8258b517135c3b9d278|MECHEXP-8d81176dfd7fcac8c9390ac8|MECHEXP-b29557b41c98f493cffc204f|MECHEXP-bb4dfd482978295a797f0103|MECHEXP-c87c800c59eeb1bea92f1618|MECHEXP-f995550df0dcbebd95718956,,extraction_lane_001,1435
text/html;charset=utf-8,891f8f156d5d468738d455ac4954ba525fd88f9a4c85560de3f5e17c65cce7f9,pension_or_retirement_document,0,376080,1,EXTPAYLOAD-ca798634d927a1be3a371215,EXTSOURCE-ca798634d927a1be3a371215,1,EXTREADYQ-79e1623d9721e4118dc3ec0f,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":376080,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":225,""navigation_density"":0.020107,""payload_bytes"":376080,""row_element_count"":97,""script_count"":11,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":83358}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:47.458208+00:00,0.008564,EXTCAND-53ed03ada319167dce323980,,MECHEXP-1056b510222d35021e335455|MECHEXP-2405a1befdd417472ef5f6f9|MECHEXP-9959b8be0ada26aa239e9548|MECHEXP-bb5e02c679a91592dd63ea8c|MECHEXP-c9e357a159bf8ade1918d1c6,ROOTCOMP-beb85ac7fb032e49ae21c99e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/891f8f156d5d468738d455ac4954ba525fd88f9a4c85560de3f5e17c65cce7f9.html,Camargo,False,salary-database,current_30_gib_store,undated,html_table_candidate_queue,,readiness_lane_005,1427,html_table_structure_present,EXTREADINESS-0ba848df1acc66914abf8916,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,benefits_and_total_compensation,official_administrative_summary,IL,EXTVERSION-14ccb0063cc7b5153040d108|EXTVERSION-5ba0258584fb656eb0577739,EXTSOURCE-ca798634d927a1be3a371215,,,EXTCAND-53ed03ada319167dce323980,external_search_wave_001_compacted,Camargo,IL,undated,all_units,all_units,benefits_and_total_compensation,ROOTCOMP-beb85ac7fb032e49ae21c99e,MECHEXP-1056b510222d35021e335455|MECHEXP-2405a1befdd417472ef5f6f9|MECHEXP-9959b8be0ada26aa239e9548|MECHEXP-bb5e02c679a91592dd63ea8c|MECHEXP-c9e357a159bf8ade1918d1c6,,extraction_lane_001,1436
text/html; charset=utf-8,61c71acc6d2025d67ee534b3783fc9c1a3e90bd40f2e9ba4986030a704e169dc,payroll_roster,0,82350,1,EXTPAYLOAD-ca844382e7c18f70b40a3dd6,EXTSOURCE-ca844382e7c18f70b40a3dd6,1,EXTREADYQ-d43492b82f88f91c93deef0c,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":82350,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":120,""navigation_density"":0.206186,""payload_bytes"":82350,""row_element_count"":6,""script_count"":34,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":4008}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:48.046835+00:00,0.001555,EXTCAND-5165e2a12443efae97a7a821,,MECHEXP-03a1a59e44a0f09169ce9c15|MECHEXP-8380a4e917fe34b32ee977a8|MECHEXP-9265097ffce682f27fc7e58e|MECHEXP-aacd66570e6ef1117a66616e|MECHEXP-b9ddeb5e9053721661c45f8c,ROOTCOMP-b7b4e8db700e3614982cd38c,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/61c71acc6d2025d67ee534b3783fc9c1a3e90bd40f2e9ba4986030a704e169dc.html,Dunstable,False,personnel-board,current_30_gib_store,2023,html_table_candidate_queue,,readiness_lane_002,1435,html_table_structure_present,EXTREADINESS-ed016c71fb622b565fb4029a,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,MA,,EXTSOURCE-ca844382e7c18f70b40a3dd6,,,EXTCAND-5165e2a12443efae97a7a821,external_search_wave_001_compacted,Dunstable,MA,2023,police,police,multi_family_administrative_source,ROOTCOMP-b7b4e8db700e3614982cd38c,MECHEXP-03a1a59e44a0f09169ce9c15|MECHEXP-8380a4e917fe34b32ee977a8|MECHEXP-9265097ffce682f27fc7e58e|MECHEXP-aacd66570e6ef1117a66616e|MECHEXP-b9ddeb5e9053721661c45f8c,,extraction_lane_001,1437
text/html,b1309ebe3fe4afbe32918c090ce539348e1c90cbb1a8f97ab144f9001d5e85c0,ordinance_or_resolution,0,34981,1,EXTPAYLOAD-caa086cf453e71c9b8deaad2,EXTSOURCE-caa086cf453e71c9b8deaad2,1,EXTREADYQ-9e4d54a209a79e9025d61d01,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":34981,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":97,""navigation_density"":0.196755,""payload_bytes"":34981,""row_element_count"":0,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3368}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:47.173428+00:00,0.001598,EXTCAND-3fd10acaa6705e6b1de5f8ac,,MECHEXP-4d49b86049b629ccb2990209|MECHEXP-628899019257ac3cc1874ca5|MECHEXP-6c3d891dac6e29459f31fa71|MECHEXP-ece1f4388fdc8fb218600fa9,ROOTCOMP-99d6451095359299a169e49f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b1309ebe3fe4afbe32918c090ce539348e1c90cbb1a8f97ab144f9001d5e85c0.html,Medford,False,comprehensive-plan,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_003,1430,substantive_visible_html_text,EXTREADINESS-ca9bf81603a86c0453cec6f7,html_text_ready,high,,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,implementation_confirmation,official_administrative_summary,WI,,EXTSOURCE-caa086cf453e71c9b8deaad2,,,EXTCAND-3fd10acaa6705e6b1de5f8ac,external_search_wave_001_compacted,Medford,WI,undated,police,police,implementation_confirmation,ROOTCOMP-99d6451095359299a169e49f,MECHEXP-4d49b86049b629ccb2990209|MECHEXP-628899019257ac3cc1874ca5|MECHEXP-6c3d891dac6e29459f31fa71|MECHEXP-ece1f4388fdc8fb218600fa9,,extraction_lane_001,1438
text/html; charset=utf-8,f67ae279c93457f2b18cee4193c3b9371c083c80b090cbbc6782004fa850f4a8,payroll_roster,0,24650,1,EXTPAYLOAD-cae72c7f6477e959f036e806,EXTSOURCE-cae72c7f6477e959f036e806,1,EXTREADYQ-c76ff580ea8c9d13619248dc,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":24650,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":84,""navigation_density"":0.150538,""payload_bytes"":24650,""row_element_count"":0,""script_count"":11,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3747}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:47.459567+00:00,0.00087,RESCAND-f3a82d0ab79c1656f8750c29,,MECHEXP-15b9aa79d012802f03bb9d4e|MECHEXP-3ae4d339d0ddf247a6adec24|MECHEXP-cd212c33e845ed196704ea96|MECHEXP-d3ec01bc44e78675c0dff46d|MECHEXP-edf04f6306e91413d2defb01,ROOTCOMP-619853891ac75c5d60ca57d7,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f67ae279c93457f2b18cee4193c3b9371c083c80b090cbbc6782004fa850f4a8.html,Ashland,False,Benefits,current_30_gib_store,2017,html_text_extraction_queue,,readiness_lane_005,1428,substantive_visible_html_text,EXTREADINESS-3c80199b93743133be77563d,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,multi_family_administrative_source,official_administrative_summary,AL,,EXTSOURCE-cae72c7f6477e959f036e806,,,RESCAND-f3a82d0ab79c1656f8750c29,external_search_wave_002_exhaustive_residual,Ashland,AL,2017,unclear,unclear,multi_family_administrative_source,ROOTCOMP-619853891ac75c5d60ca57d7,MECHEXP-15b9aa79d012802f03bb9d4e|MECHEXP-3ae4d339d0ddf247a6adec24|MECHEXP-cd212c33e845ed196704ea96|MECHEXP-d3ec01bc44e78675c0dff46d|MECHEXP-edf04f6306e91413d2defb01,,extraction_lane_001,1439
