adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,normalization_match_id,formula_ids,math_compatibility_status,claim_adjudicated
False,,EXTINGEST-0d8ca704f1b9b74a55e978f8,event_linked_claim_pending,benefit_component,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e71169f65994c9bb58382e8f,,cog_2025_209137,benefit_contribution,2022,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-108fe84ad2649228b0ba105a,police,fd3a301046c0117988e3aa2d2b133fd93835752e22820065454102c97e93a6ae,108548,108544,3.0%,105,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4e51e08dda5d8f5f66a44e24,event_linked_claim_pending,benefit_component,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-67f208da0ab51aa94ac44433,,cog_2025_209137,benefit_contribution,2022,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-4c6e65834c326ba49f8d96c4,police,fd3a301046c0117988e3aa2d2b133fd93835752e22820065454102c97e93a6ae,202892,202888,$829,190,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-34999249943cc2ab82fc269a,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e8bf484f8d7ab8f493b03e41,,cog_2025_111011,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-bc5f6931446ed4fb8cc452b5,unclear,9eb522d22d888bb05b21601bcf132e39f27aff4a2e28ea06d1a6281cafbe7ebe,,,Sugar Bush Knolls village,,1223,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-563a85dbbc502a6444e612a0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c88e6eccf11eb62daab816a7,,cog_2025_131247,contextual_value,2024,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f9f4befbe878ed431c1f3f57,side_independent,9d17e7b433ab43453509ed09ffeb710ac6001f12d45e94bc6ae172246d98e922,,,Yates County,,541,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d585d3572b516ba3fdecd243,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f85e8b15d2dcc424644ac9ef,,cog_2025_162791,unclear,undated-source-B4X2500LIVE-20260729-005063,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-dd6f7a6ecd3188054e328416,unclear,a71405c69d1c2e07fae9d7edf25a4c42f767f578a6fb868de9136295eecff7d8,,,DEPARTMENT OF HUMAN SERVICES,,251,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-1ceb24f31b0390aa1e39f925,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-dc43a7fad03011d297cfb03d,,cog_2025_176384,unclear,2023,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-d3168166f3962205f13fa510,unclear,f2a520ccf602ec8cd28cbfc93e2b7e91d8bb728a982afde29decfa8a0d13df8b,134115,134111,2022,53,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-09779b6b0d4b8e6d9d9fb90c,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7119f2aa159005149bceafd8,,cog_2025_130829,staffing_count,2022,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-6978ed79ea9897adeef87406,unclear,b7eb390b203df7802ee5a0e0f838632b2b1456659b755597e268cb66147de799,2879,2874,243.6,2,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ff88b739d82f686563726f29,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a18a060cd7883151a36b46ad,MECH-08,cog_2025_225693,not_applicable,2019,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-0a0a4af95569aacc38b7f75c,unclear,dd4f80cb652781f68bfed930396b87bb37fc48abf21856708df715ede3b6ae48,54117,54113,2019,27,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-7fde9d1006a1de839cd6dc96,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0daefa85fd94be49b01a900a,MECH-06,cog_2025_194692,staffing_count,2025,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-62bc8107f242f6b6816e56fe,unclear,1e57310082f46ff792e78c29266b6c4db320f813e7beeb0608805556be61eac4,23422,23420,29,13,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-7b745fa30b92fab7f5fd3b96,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e41921fe4613ef9302b801b6,,cog_2025_161950,contextual_value,undated-source-B4X2500LIVE-20260729-009296,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b657565cac09c974edae5f01,side_independent,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,959333,959332,7,141,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d9d0c7465918416519b7dc37,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ee6ba8014f5df4d34d9def40,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-36a90310044c369bec2a4782,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,1146649,1146648,4,169,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-69d8e3ddb36bf635b2d99577,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-065b25524b65812db2648054,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-7376cbf7f8568636029b0f09,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,3356526,3356525,1,502,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b3e71b7f15a2b1859efe06e3,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1d67b6f67ea55aef0b3d150f,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-7c3c185b6188530d172c8caa,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,4059843,4059842,3,608,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-fda2e332fa3d045bdb43911b,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ade663a6fae4086c19a0ad2f,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-b28125bf47f450f341138a66,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,4306445,4306444,1,645,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-66a788796cf061ea709b08b1,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c0f4554d2ef4027c33ff5c0b,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-c5c3b33d40d51e694be93261,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,4678601,4678600,3,701,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-0d107fdb7be4ed765774e574,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e7b0a7900fa65c2a5264de86,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-1a8f9d8c5a3aafb26906545d,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,4691876,4691875,2,703,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-957c679efb529cd95b48e723,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-270c24649f7e499def788832,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-a24d1a9c07b9433c3bc47942,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,5051791,5051790,9,758,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-833ee8b63b3e5d19dcfef3aa,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6e483e914a1cde171d843065,MECH-06,cog_2025_173234,staffing_count,2025,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-e3867729f29ccafb7ac908c4,unclear,97f59edd07bcfda90c9c20a1ab99bd50ae760f3db6d1c2bbcdbb8c70af2392e0,58905,58904,3,19,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-57422037a025b875de851b29,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-aa635c7e328830ddb791f9f2,,cog_2025_204756,staffing_count,2025,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-f58e777200b5bd427bacf880,unclear,b3011e6f1becb239de581a1712306322b853460b8a2557259ad0fe078c8e9d4f,2108453,2108449,70.9,610,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-47f2da8eadb70952970c035f,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1e51fd83730ec9c0e867aaa0,MECH-09,cog_2025_127594,unclear,2021,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-cb1a36ebf14fcf27c237dae1,unclear,e3493be8281f2390942b7e002f58b1cab9c2c5082462d00c1b840350929e7317,55322,55318,2022,33,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ed43ccb76136c19bad5bc906,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a75ab8ccbc128e1bb6b6505b,,cog_2025_131431,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-966ffad8903f4c06514d2cac,unclear,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,141690,141685,11450,48,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b8ae92d0d1b44d3087ee08b5,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c99b68afaf33a2481df8e6fd,,cog_2025_131431,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a01a16dd55c5ecf6c0aec71d,unclear,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,699700,699698,23,246,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-318135c8213f81ba01062041,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-82090c2ec569c2613461f78e,,cog_2025_131431,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8c5cd848030aa1e2bdc164cb,unclear,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,2647042,2647040,20,888,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-0fb3d13df66381ad365372de,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-fba2c197ce11c08c8e63d497,,cog_2025_111013,staffing_count,2017,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-f2eb847c04d3a9e73f4f7a95,unclear,758b317b3aeed56e08ddd0785d2d2118313d9a9ceb39007dbce155438e651815,244577,244573,2016,76,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a54c4ea88604aaedc2ea7b5f,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f7d644b258c45f590029f1dd,,cog_2025_160951,benefit_contribution,2024,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-ae3a3ffd641b978aed9631d0,side_independent,9b82c3cf4468fb5eb3de9e205a006c8c173200b04633e96d3cd2ab428f9fcd8b,370549,370540,"$3,600.00",256,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a3aabe3449d9cd46edd8d815,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ee96326d85768e2a4d594f54,,cog_2025_128411,unclear,2025,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a7a19e18d80edd26f14dd2d5,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,1738177,1738173,5305,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a386a07bf48a77be1959414f,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c0dcfdeef5c19087531f3873,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-ec93a72ca77567b8d08cd176,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,76896,,2,html_table_318,,,retained_not_promoted_to_math,False
False,,EXTINGEST-804ba63b6fc9234cc673efb5,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6da2cfdbd33f84ea718afc52,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-01a18e1939ae82aaa6a873c3,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,57928,,3,html_table_514,,,retained_not_promoted_to_math,False
False,,EXTINGEST-417c88a8ef1a3209d284a805,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-10974f4fdc7562ce52ddda00,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-4e54c614e5f94c46687ba0c5,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,114696,,6,html_table_666,,,retained_not_promoted_to_math,False
False,,EXTINGEST-69e60d75f38780d540d81085,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-767a8d911db79c69c7dff2a3,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-56dfa3c9ae3476491b2c8703,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,128492,,13,html_table_1278,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f8566a2e62f8ff5e979a1e71,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b9566809cbca85d20b3b5113,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-b11a6f78ffd93501d76d1b76,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,99204,,12,html_table_1286,,,retained_not_promoted_to_math,False
