staffing_evidence_id,municipality,state,compensation_cycle_id,side,staffing_reduction_language,vacancy_language,recruitment_language,retention_language,minimum_staffing_language,overtime_response_language,outsourcing_language,consolidation_language,attrition_language,hiring_freeze_language,position_elimination_language,authorized_headcount_language,filled_headcount_language,pressure_direction,implementation_status,evidence_quality,bounded_evidence_excerpt,technical_lineage_id
STAFF-38c5d3727350f9ceb419bc05,Ravenna,OH,2020,fire,,,,,,"said lieutenant or Acting Officer, without creating officer overtime.",,,,,,,,upward,negotiated_term,moderate,"said lieutenant or Acting Officer, without creating officer overtime.",WCM-d5390b77dfa2962540323015
STAFF-ede99b9402c032c5961e6b10,Ravenna,OH,2020,fire,,,,,,All bargaining unit employees shall receive overtime pay for all hours worked over one,,,,,,,,upward,implemented,high,All bargaining unit employees shall receive overtime pay for all hours worked over one,WCM-5b5d76989acc7f370c750fc9
STAFF-8b8c7df64940890fcf7f4b57,Ravenna,OH,2020,fire,,,The recruiting bonus shall be paid upon the newly hired employee's successful,,,,,,,,,,,unclear,negotiated_term,moderate,The recruiting bonus shall be paid upon the newly hired employee's successful,WCM-f89758a80fcb2af953099c68
STAFF-523fdaa8b20ea0ec56c56f26,Ravenna,OH,2020,fire,,"Whenever the employer creates a new position, or detennines that a pennanent vacancy",,,,,,,,,,,,unclear,negotiated_term,moderate,"Whenever the employer creates a new position, or detennines that a pennanent vacancy",WCM-cf4dd1407dc19bced75c233b
STAFF-46955b2ecba187104d816b53,Colfax,CA,2021,unclear,,,,,,Article 7 Overtime,,,,,,,,upward,negotiated_term,moderate,Article 7 Overtime,WCM-21bb33e77707befbd6c8a5f8
STAFF-2e687214d8c6f9a68f386f86,Colfax,CA,2021,unclear,,position for relief necessitated by a temporary vacancy caused by the incumbent' s,,,,,,,,,,,,unclear,negotiated_term,moderate,position for relief necessitated by a temporary vacancy caused by the incumbent' s,WCM-fb40e94d020a4e4564b1e38b
STAFF-77c54fdc63baa850a94f7ed7,Yacolt,WA,2022,unclear,,,,,,[+ Any needed overtime for Meetings & Town Events],,,,,,,,upward,unclear_status,moderate,[+ Any needed overtime for Meetings & Town Events],WCM-f583f6b584660c63f6279eea
STAFF-692ba8e113eb943d1ae00e5e,Starksboro,VT,2025,unclear,,,,,,Holiday leave that is not actually worked by an employee will not be included in calculating overtime for,,,,,,,,upward,unclear_status,moderate,Holiday leave that is not actually worked by an employee will not be included in calculating overtime for,WCM-e0bdaa76d3e9a7e36d36d297
STAFF-9ba52e613035872f67787a79,Mexico Beach,FL,2022,unclear,,,,To attract and retain employees of the highest caliber.,,,,,,,,,,unclear,unclear_status,moderate,To attract and retain employees of the highest caliber.,WCM-d7e4b8cc2f1aaab7e804d02c
STAFF-84ac9e8a5d098e952d708c56,Mexico Beach,FL,2022,unclear,,,,,,Overtime Pay – This means the compensation paid for work performed in excess of the,,,,,,,,upward,unclear_status,moderate,Overtime Pay – This means the compensation paid for work performed in excess of the,WCM-c19d57978e72fbb361dc8b2d
STAFF-bb746d43365696a1579711ac,Mexico Beach,FL,2022,unclear,,,,,,Overtime Pay – Holiday Pay – Recall Pay – The city shall seek to limit overtime work to,,,,,,,,upward,unclear_status,moderate,Overtime Pay – Holiday Pay – Recall Pay – The city shall seek to limit overtime work to,WCM-6f31104005e341ce2ab831ca
STAFF-5ddc98376136ff6eb6fff859,Chesterville,ME,undated-source-B4X2500LIVE-20260729-001116,fire,,,,,,"overtime 11,000 12,020 7,940 4,080 12,000 10,000 10,000 367/hr @ average 32.75/hr 367/hr @ average $30.50/hr",,,,,,,,upward,unclear_status,moderate,"overtime 11,000 12,020 7,940 4,080 12,000 10,000 10,000 367/hr @ average 32.75/hr 367/hr @ average $30.50/hr",WCM-8c1691e5dd7d25b89356b2b8
STAFF-a2656ecc989a8b98fae8eb55,Coleraine,MN,2026,police,,,,,,overtime compensation.,,,,,,,,upward,negotiated_term,moderate,overtime compensation.,WCM-95a78e3a2093bfb9fb87d665
STAFF-87c204bb1a57b4d2cafa30f4,Coleraine,MN,2026,police,,,,,,6.1.1 Employees may opt to take compensatory time off in lieu of overtime pay after approval,,,,,,,,upward,negotiated_term,moderate,6.1.1 Employees may opt to take compensatory time off in lieu of overtime pay after approval,WCM-6d454027df2d9a72733d4d78
STAFF-06f02705e5f051283e696aa8,Coleraine,MN,2026,police,,,,,,6.1.3 Overtime payment shall not be duplicated for the same hours worked under the terms of,,,,,,,,upward,negotiated_term,moderate,6.1.3 Overtime payment shall not be duplicated for the same hours worked under the terms of,WCM-217d12c8e757eaaa975546f1
STAFF-5c735a2ef9d783f31973edd9,Spencer,NC,2025,unclear,,"• Public Works: Recruiting a full-time mechanic to fill a vacant position in Public Works, on which all of our","• Public Works: Recruiting a full-time mechanic to fill a vacant position in Public Works, on which all of our",,,,,,,,,,,unclear,unclear_status,moderate,"• Public Works: Recruiting a full-time mechanic to fill a vacant position in Public Works, on which all of our",WCM-9243177acc5106b017776974
STAFF-779f180f2a3023bf173e445e,Spencer,NC,2025,unclear,,,,,,"122 SALARIES/WAGES - OVERTIME: Overtime earnings of all non-exempt employees, permanent and",,,,,,,,upward,paid_or_observed,high,"122 SALARIES/WAGES - OVERTIME: Overtime earnings of all non-exempt employees, permanent and",WCM-fd54c33438dd05c2e29d8a05
STAFF-ea4d975b2345340a1c853c84,Hart,MI,2026,unclear,,,,,,"OVERTIME 13,500 13,905.00 14,322.15 14,751.81 15,194.37",,,,,,,,upward,unclear_status,moderate,"OVERTIME 13,500 13,905.00 14,322.15 14,751.81 15,194.37",WCM-549928a0b0d41e2990c3e7ee
STAFF-bcbf1a0ec74f3b0de3d47811,Hart,MI,2026,unclear,,,,,,"OVERTIME 1,800 1,854.00 1,909.62 1,966.91 2,025.92",,,,,,,,upward,unclear_status,moderate,"OVERTIME 1,800 1,854.00 1,909.62 1,966.91 2,025.92",WCM-de2c84864e37bd0fd14651b9
STAFF-bf3ab38174e02ece758f9e73,Hart,MI,2026,unclear,,,,,,"OVERTIME 1,200.00 1,236.00 1,273.08 1,311.27 1,350.61",,,,,,,,upward,unclear_status,moderate,"OVERTIME 1,200.00 1,236.00 1,273.08 1,311.27 1,350.61",WCM-cce91ea00a80d92e4955a50e
STAFF-f24fd57657f3f2dac6c21186,Pelham Manor,NY,2024,police,,,,,,Overtime pay.,,,,,,,,upward,negotiated_term,moderate,Overtime pay.,WCM-2fd3096556c512d06394afce
STAFF-a78d98ee68862ae44e52af47,Brunswick Hills,OH,2024,police,,,,,,Determine and schedule overtime as required in the manner most advantageous to,,,,,,,,upward,negotiated_term,moderate,Determine and schedule overtime as required in the manner most advantageous to,WCM-461dcee65597066b4109b507
STAFF-ef70c1b66902bcd55b2a1e46,Brunswick Hills,OH,2024,police,,,,,,24 the Employer with the sole intention of avoiding payment of overtime.,,,,,,,,upward,negotiated_term,moderate,24 the Employer with the sole intention of avoiding payment of overtime.,WCM-d5df24ae90f34f3b2a10975b
STAFF-fdd4bb88c63d36303e44a38c,Edmore,ND,2015,unclear,,,,"secondary, but still important goal, is that of job creation and/or retention.",,,,,,,,,,unclear,unclear_status,moderate,"secondary, but still important goal, is that of job creation and/or retention.",WCM-a39d83e64dc117cdfe96800e
STAFF-f700c830affa2df7bdb619ed,Jerome,OH,2021,unclear,,,,,,Employees forced to work overtime on a recognized holiday (article 17) shall be entitled,,,,,,,,upward,negotiated_term,moderate,Employees forced to work overtime on a recognized holiday (article 17) shall be entitled,WCM-2ccf1dee5869b0eb74044d67
STAFF-932cb14b95720aeb1550d624,Jerome,OH,2021,unclear,,,,,,Overtime shall be paid on,,,,,,,,upward,negotiated_term,moderate,Overtime shall be paid on,WCM-b43105218e3c699b3d020add
STAFF-04b55e0742b025a992778a39,Jackson Center,OH,2025,police,,,,,,Otherwise employees will be paid at the Village overtime rate.,,,,,,,,upward,negotiated_term,moderate,Otherwise employees will be paid at the Village overtime rate.,WCM-70ef27e6bd30d8e128348f6e
STAFF-815e325f0236890b39aa6171,North Brunswick,NJ,2022,unclear,,,,,,eligible for overtime.,,,,,,,,upward,negotiated_term,moderate,eligible for overtime.,WCM-f5367e338d738298482e0a12
STAFF-80c7f3b4b2880fef839df8c8,North Brunswick,NJ,2022,unclear,,,,,,,,,,,"of 2022, in which the 3.5% shall be before the Clothing allowance is rolled into the base and eliminated.",,,unclear,negotiated_term,moderate,"of 2022, in which the 3.5% shall be before the Clothing allowance is rolled into the base and eliminated.",WCM-228750a80cbeab693de9e7f4
STAFF-3946651a27d372a005eb9e41,North Brunswick,NJ,2022,unclear,,,,,,Officers scheduled to be on-call shall be compensated as outlined under Article XXI Overtime Item C.,,,,,,,,upward,negotiated_term,moderate,Officers scheduled to be on-call shall be compensated as outlined under Article XXI Overtime Item C.,WCM-90d434212fb4ad3ea6d1a9be
STAFF-a71850bb3f0e65b5d068fdf3,Lewiston,NY,undated-source-B4X2500LIVE-20260729-006443,unclear,,,,,,for the sole purpose of avoiding the payment of overtime in a given week.,,,,,,,,upward,negotiated_term,moderate,for the sole purpose of avoiding the payment of overtime in a given week.,WCM-a531577e55f7d0027681a91b
STAFF-5fbe12289df9c96be9ebd977,Lewiston,NY,undated-source-B4X2500LIVE-20260729-006443,unclear,,,,,,6.3.3 Overtime Meal Allowance: In the event a regular full-time employee works two or more hours,,,,,,,,upward,negotiated_term,moderate,6.3.3 Overtime Meal Allowance: In the event a regular full-time employee works two or more hours,WCM-5eba5e0e50d2003e2013cdf0
STAFF-5275bb2beb431c9fdd8f4505,Lewiston,NY,undated-source-B4X2500LIVE-20260729-006443,unclear,,,,,,"stipend will remain at one dollar during overtime, call-in, holidays, or any other time premium pay would",,,,,,,,upward,negotiated_term,moderate,"stipend will remain at one dollar during overtime, call-in, holidays, or any other time premium pay would",WCM-0249def669bcf7eb99f06b73
STAFF-70d43b91e43ca9ed50832519,Long Hill,NJ,2024,unclear,,,,,,Article XI Overtime Compensation 11,,,,,,,,upward,negotiated_term,moderate,Article XI Overtime Compensation 11,WCM-66a7a0dc19f1cb581e82a9e5
STAFF-552a71dffbbe3d323e969d89,Long Hill,NJ,2024,unclear,,,,,,which would require additional overtime staffing in the absence of the officer present.,,,,,,,,upward,negotiated_term,moderate,which would require additional overtime staffing in the absence of the officer present.,WCM-4088858c4865c96a0d014b42
STAFF-343995b82c84be0cecbab191,Geneseo,IL,2018,unclear,,,,,,Section 7.4 Overtime and Compensatory Time ........................................................................................,,,,,,,,upward,negotiated_term,moderate,Section 7.4 Overtime and Compensatory Time ........................................................................................,WCM-418d5255986ffdc6c0b270c1
STAFF-db5f71777fe5f5d1d1229f67,Fort Jones,CA,2024,fire,,,,,,"All personnel, including Chief Officers, shall be paid at the Overtime Rate.",,,,,,,,upward,negotiated_term,moderate,"All personnel, including Chief Officers, shall be paid at the Overtime Rate.",WCM-74d3a51f288f0866642986c3
STAFF-07436965e28baf93ca8aa337,Alburtis,PA,2025,police,,,,,,"YEAR OF 3.75%), OVERTIME, SHIFT DIFFERENTIAL, LONGEVITY",,,,,,,,upward,negotiated_term,moderate,"YEAR OF 3.75%), OVERTIME, SHIFT DIFFERENTIAL, LONGEVITY",WCM-2fe5bb89f005c4c9569c8786
STAFF-fa3f1bccd8642640bc364f85,Alburtis,PA,2025,police,,,,,,"YEAR OF 3.75%), OVERTIME, SHIFT DIFFERENTIAL, LONGEVITY PAY, DISCRETIONARY BONUSES AND HIRING BONUSES, HEAR-",,,,,,,,upward,negotiated_term,moderate,"YEAR OF 3.75%), OVERTIME, SHIFT DIFFERENTIAL, LONGEVITY PAY, DISCRETIONARY BONUSES AND HIRING BONUSES, HEAR-",WCM-b6b497105c037e90b5122697
STAFF-fa351b2b8bcfc4624ae72670,Bath,OH,2021,unclear,,,,,,OVERTIME,,,,,,,,upward,negotiated_term,moderate,OVERTIME,WCM-a32b7b0b8bbb302bd8fe9ae6
STAFF-7d597d57abe4b458c9ca5b6d,Bath,OH,2021,unclear,,,,,,"Section 21.1 ""Overtime hours"" means hours or fractions thereof which are worked by an",,,,,,,,upward,negotiated_term,moderate,"Section 21.1 ""Overtime hours"" means hours or fractions thereof which are worked by an",WCM-564183a68e399101a606e502
STAFF-cd0e7154f576c96b35b2d2d0,Bath,OH,2021,unclear,,,,,,Overtime will be offered upon a,,,,,,,,upward,negotiated_term,moderate,Overtime will be offered upon a,WCM-4e69c2a3e42ec043c39c745f
STAFF-c5c5e5a786d4112a78b541c1,Camillus,NY,2025,police,,,,,,received overtime pay for working on Memorial Day and thank them.,,,,,,,,upward,negotiated_term,moderate,received overtime pay for working on Memorial Day and thank them.,WCM-8d77f4ae1755fc50b1bc2cb7
STAFF-4bb3140158baad72b4974573,Camillus,NY,2025,police,,,,,,Assistance Reimbursement to Police Overtime.,,,,,,,,upward,negotiated_term,moderate,Assistance Reimbursement to Police Overtime.,WCM-d174563b5ac0c11ea214e5ee
STAFF-77fabceeab1ccfc2eb3d7860,Camillus,NY,2015,police,,,,,,"Release 2015 Jeep VIN #1C4NJRBBXFD271316, 87 Reimbursement to Police Overtime, 87",,,,,,,,upward,negotiated_term,moderate,"Release 2015 Jeep VIN #1C4NJRBBXFD271316, 87 Reimbursement to Police Overtime, 87",WCM-f96adca33a8a57050b9a4761
STAFF-cc7deabd7f2cc8eb1926ca66,Krum,TX,2026,mixed,,,,,,"Rates shown reflect base pay only and do not include additional compensation such as FLSA, overtime, certification pay, or deployment-related pay.",,,,,,,,upward,negotiated_term,moderate,"Rates shown reflect base pay only and do not include additional compensation such as FLSA, overtime, certification pay, or deployment-related pay.",WCM-41c9973b461af588b4651f32
STAFF-bc228da6d47c771b11bc9fef,Edgecomb,ME,2023,fire,,,,Commissioners to develop policies and practices to attract and retain employees to Lincoln County.,,,,,,,,,,unclear,negotiated_term,moderate,Commissioners to develop policies and practices to attract and retain employees to Lincoln County.,WCM-345a1f6edbe3151487cb2f4e
STAFF-30c9bf700b5df07927e8cf61,Gas,KS,2025,unclear,,,,,,"Revisions concerning overtime, holiday pay, and call out pay were presented to l",,,,,,,,upward,unclear_status,moderate,"Revisions concerning overtime, holiday pay, and call out pay were presented to l",WCM-2c9f7ab1778352369242a3fd
STAFF-bf6426639cd1d75c86096db9,Gaylord,MI,2019,police,,,,,,which would necessitate overtime pay for an employee filling the position created by such time off.,,,,,,,,upward,negotiated_term,moderate,which would necessitate overtime pay for an employee filling the position created by such time off.,WCM-1355e23cd84b3b87260e59f3
STAFF-97acdada10039b25e881586e,Gaylord,MI,2019,police,,,,,,"hours or work, overtime differentials and general working conditions shall be maintained at not less than",,,,,,,,upward,negotiated_term,moderate,"hours or work, overtime differentials and general working conditions shall be maintained at not less than",WCM-3c642e18f5e51aaf4ed2657d
STAFF-9b383eddd32879f325af1fa0,West Caldwell,NJ,undated-source-B4X2500LIVE-20260729-006370,unclear,,,,,,Holiday and Overtime Pay.,,,,,,,,upward,unclear_status,moderate,Holiday and Overtime Pay.,WCM-6b4f7135361f22d289d54321
STAFF-cb922a873d1ba2205288b2fe,West Caldwell,NJ,undated-source-B4X2500LIVE-20260729-006370,unclear,,,,,,"Holiday and Overtime Pay shall be based on 2,080 hours per year.",,,,,,,,upward,unclear_status,moderate,"Holiday and Overtime Pay shall be based on 2,080 hours per year.",WCM-bb1a5526acf0018d7d794f93
STAFF-754999e8cbf9f69f580d87f0,West Caldwell,NJ,undated-source-B4X2500LIVE-20260729-006370,unclear,,,,,,Overtime shall be at the rate of double time for Sundays and,,,,,,,,upward,unclear_status,moderate,Overtime shall be at the rate of double time for Sundays and,WCM-e0e02a7fb37ff7ccf77e7489
STAFF-30ef9e3e071d56a42a0715f2,Dresser,WI,2021,unclear,,,,,,Schedule overtime as required;,,,,,,,,upward,negotiated_term,moderate,Schedule overtime as required;,WCM-c684da863ed0d0263f217ef0
STAFF-330ecd125259370627d0cdd5,Dresser,WI,2021,unclear,,,,,,Non-exempt employees are those employees who are entitled to overtime pay under,,,,,,,,upward,negotiated_term,moderate,Non-exempt employees are those employees who are entitled to overtime pay under,WCM-42a1567fb5ed31635f68de08
STAFF-a9056e3f04d0e98adfc0b7bf,Dresser,WI,2021,unclear,,,,,,overtime pay.,,,,,,,,upward,negotiated_term,moderate,overtime pay.,WCM-65177deb7b2377de173e1358
STAFF-274a4b915f4497f71ae7fdb2,Medley,FL,undated-source-B4X2500LIVE-20260729-009286,police,,,,,,"requested in advance and require overtime, will be at a rate of",,,,,,,,upward,negotiated_term,moderate,"requested in advance and require overtime, will be at a rate of",WCM-606a4feaa9be36a7c17aedbb
STAFF-4ec465424875d9e1caf6c5c9,Medley,FL,undated-source-B4X2500LIVE-20260729-009286,police,,,,,,"requested in advance and require overtime, will be at a rate of $125.00 Each hour, or fraction thereof, and $ 175.00 Each hour, or $ 175.00",,,,,,,,upward,negotiated_term,moderate,"requested in advance and require overtime, will be at a rate of $125.00 Each hour, or fraction thereof, and $ 175.00 Each hour, or $ 175.00",WCM-2e628283ed9f150a4afd9c1f
