technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,structure_type,table_identity,row_column_labels,step_rank_grade_label,effective_period,structured_value_elements,formula_text,caps_floors,fake_scalar_created
WCM-934a4711fb769c0a0d35c41c,WCRS-3b5ae3dffa6502a94c4c9ae9,Larchmont,NY,Northeast,arbitration_award,"In the Matter of the Public Arbitration between Incorporated Village of Larchmont and Larchmont Police Benevolent Association, Inc. — Interest Arbitration Award",https://perb.ny.gov/system/files/documents/2024/03/ia86-013-award-7-13-87.pdf,other_pay_setting_mechanism,mixed,"police officers and the starting salary, together with the salary progressions, as shown in the above table, will repre­",supporting_example_ready,annual_salary,,,,2024,[],,,false
WCM-96e2b3527936a201ef55f7a3,WCRS-72b1758bcd187e493f25d279,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,Salary Schedule 21,mechanism_only,annual_salary,,,,2024,"[""21""]",,,false
WCM-0547582058cba50db3daee6f,WCRS-88e364ed4c8da3766a880083,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,"Total revenues for all funds are $39,408,343, representing an increase of 8.4% over FY 2023.",mechanism_only,percentage,,,,2023,"[""$39,408,343,"", ""8.4%"", ""2023""]",,,false
WCM-d3ef0870f105bbdd4282cf51,WCRS-ce3b8a0a66e338298902d525,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,representing an increase of 10% over FY 2023.,repair_needed,percentage,,,,2023,"[""10%"", ""2023""]",,,false
WCM-3ef19282763645cbadbaf52a,WCRS-9f8a240bc39cfc75613724cc,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,"mentioned above, increases in health insurance coverage, an increase in the TMRS contribution rate, and a budgeted 4% cost of living adjustment for all employees.",repair_needed,percentage,,,,2024,"[""4%""]",,,false
WCM-a890323e60d1196112123ac7,WCRS-16cc187ebccf126ac22d3719,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,"$13,909,634,615, representing an increase of 8.02% compared to FY 2023.",repair_needed,percentage,,,,2023,"[""$13,909,634,615,"", ""8.02%"", ""2023""]",,,false
WCM-c0092a814358880ed5201797,WCRS-64b7c8197d2d10be645d8403,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,"current provider, the Texas Health Benefits Pool, has projected a 16% increase.",mechanism_only,percentage,,,,2024,"[""16%""]",,,false
WCM-293204ad8539be22a82be2cc,WCRS-53aeae2f7702452d086d7d66,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,"includes an anticipated 16% increase in health insurance costs, or an additional $525,153.85.",mechanism_only,percentage,,,,2024,"[""16%"", ""$525,153.85""]",,,false
WCM-f4adc261c72f3b1b3619d385,WCRS-6123948aeb198831eb17a0f1,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,Salary Schedule,mechanism_only,annual_salary,,,,2024,[],,,false
WCM-486062de0593b65619e5ab87,WCRS-d26273b9a40562eb6d3cddbc,Borger,TX,South,budget_or_pay_plan,City of Borger FY 2024 Operating Budget — Salary Schedule (Police Non-Exempt section) (unreadable in full due to size),https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,across_the_board_raise,police,The FY 2024 Schedule includes a 4% Cost of Living Adjustment (COLA) to all paygrades.,repair_needed,percentage,,,,2024,"[""2024"", ""4%""]",,,false
WCM-a39d1c717f04adb0629a3fa2,WCRS-81ffc8bcd8a13a61ff546e30,Lincoln,MA,Northeast,agenda_packet_or_minutes,Select Board Meeting Minutes – Collective Bargaining Update (Agreements expired; Agreement in Principle reached with Police; presentation planned),https://lincolntown.org/AgendaCenter/ViewFile/Minutes/_01312022-4365,across_the_board_raise,police,budget increase of 3.6%.,mechanism_only,percentage,,,,,"[""3.6%""]",,,false
WCM-d564e453d36856b30cb86a26,WCRS-b94f447bbd6ad0bbb199da6a,Pequot Lakes,MN,Midwest,cba,Active Contract - Pequot Lakes PD (link landing via LELS index),https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67bf5d1a6af36212ada3c2b5/1740594466190/ActiveContract+-+Pequot+Lakes+PD+12-31-2027.pdf,other_pay_setting_mechanism,unclear,either to Step 3 of Article 6 or a procedure such as: Civil Service or Veteran's Preference.,mechanism_only,step_schedule,,,,,"[""3"", ""6""]",,,false
WCM-fa0f5421c8040500beff3a0f,WCRS-16f4c35f7acc39c918617a62,Pequot Lakes,MN,Midwest,cba,Active Contract - Pequot Lakes PD (link landing via LELS index),https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67bf5d1a6af36212ada3c2b5/1740594466190/ActiveContract+-+Pequot+Lakes+PD+12-31-2027.pdf,non_base_compensation,unclear,All unused allowance amounts shall not exceed the maximum of five,mechanism_only,allowance,UNIFORM / EQUIPME TALLOW ANCE,,,,[],,,false
WCM-4a2172c5fde52b390da292bf,WCRS-6c8cca116583d1fa9df98c19,Pequot Lakes,MN,Midwest,cba,Active Contract - Pequot Lakes PD (link landing via LELS index),https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67bf5d1a6af36212ada3c2b5/1740594466190/ActiveContract+-+Pequot+Lakes+PD+12-31-2027.pdf,retroactivity_implementation,unclear,• Effective 1/1/2025 the wages will be increased 7% over each step,repair_needed,percentage,APPENDIX A,,,2025,"[""1"", ""1"", ""2025"", ""7%""]",,,false
WCM-cea0f5ff409ee36d6bd6c716,WCRS-8351a30615e48f99c044aad8,Pequot Lakes,MN,Midwest,cba,Active Contract - Pequot Lakes PD (link landing via LELS index),https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67bf5d1a6af36212ada3c2b5/1740594466190/ActiveContract+-+Pequot+Lakes+PD+12-31-2027.pdf,retroactivity_implementation,unclear,• Effective 1/1/2026 the wages will be increased 7% over each step,repair_needed,percentage,APPENDIX A,,,2026,"[""1"", ""1"", ""2026"", ""7%""]",,,false
WCM-4b3f353b6fcb50a992c2f13a,WCRS-ab54f4671da43e7643a5a2de,Pequot Lakes,MN,Midwest,cba,Active Contract - Pequot Lakes PD (link landing via LELS index),https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67bf5d1a6af36212ada3c2b5/1740594466190/ActiveContract+-+Pequot+Lakes+PD+12-31-2027.pdf,retroactivity_implementation,unclear,• Effective 1/1/2027 the wages will be increased 7% over each step,repair_needed,percentage,APPENDIX A,,,,"[""1"", ""1"", ""2027"", ""7%""]",,,false
WCM-31a364fda2748c2f8aa4e00e,WCRS-457e483f3be15337a259a8f3,Pequot Lakes,MN,Midwest,cba,Active Contract - Pequot Lakes PD (link landing via LELS index),https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67bf5d1a6af36212ada3c2b5/1740594466190/ActiveContract+-+Pequot+Lakes+PD+12-31-2027.pdf,step_schedule_seniority,unclear,• Effective 1/1/2027 the wages will be increased 7% over each step 2025 Wages Step 1 Step 2 Step3 Step 4 Step 5 Step6 Step 7 StepS $28.95 $30.03 $31.54 $32.34 $33.54 $34.81 $36.11 $37.63,repair_needed,percentage,APPENDIX A,,,2025,"[""1"", ""1"", ""2027"", ""7%"", ""2025"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""$28.95"", ""$30.03"", ""$31.54"", ""$32.34"", ""$33.54"", ""$34.81"", ""$36.11"", ""$37.63""]",,,false
WCM-986e8ca7872186965d21cc2c,WCRS-d372dfe6c6157848959eade0,Phippsburg,ME,Northeast,compensation_study,"Town of Phippsburg Compensation Advisory Committee Recommendation Report/Compensation Study (January 2026) — Compensation policies, procedures, and salary/wage administration approach",https://phippsburg.com/vertical/sites/%7B80D70921-4572-4200-8876-61A701FD14B2%7D/uploads/Town_of_Phippsburg_Compensation_Report_2026.pdf,non_base_compensation,unclear,stipend range for each position.,mechanism_only,range_min_max,,,,2026,[],,,false
WCM-f921b19eae4a3ad07a3addfa,WCRS-09e9c353d39887479b73e451,Chester,OH,Midwest,cba,Negotiated Agreement between Chester Township and International Brotherhood of Teamsters Local Union No. 436,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-02-0117.pdf,across_the_board_raise,unclear,Wage Schedule Administration.,mechanism_only,table_or_formula,Section 2.,,,2025,[],,,false
WCM-e350a893b1beaff26022ea67,WCRS-780d518a3f0f02025280d86e,Valdese,NC,South,budget_or_pay_plan,TOWN OF VALDESE FY 2020-2021 PAY PLAN (Revised),https://static.townofvaldese.com/public/media/uploads/copy_of_fy_2020-2021_pay_plan_revised.pdf,step_schedule_seniority,unclear,Pay Grade Min Market Max FLSA Classification,mechanism_only,pay_grade,TOWN OF VALDESE FY 2020-2021 PAY PLAN,,,2020,[],,,false
WCM-2739c3e218de6dbcdc0bc293,WCRS-c7922d38eed8424fb925cb92,Elizabethtown,NC,South,budget_or_pay_plan,Budget Ordinance FY 2024-2025 (Pay Scale & Classification Plan for employees except Law Enforcement),https://cdn.townweb.com/elizabethtownnc.org/wp-content/uploads/2024/06/Budget-Ordinance-FY-2024-2025.pdf,step_schedule_seniority,police,"GRADE RATE MINIMUM POINT MAXIMUM 3 $21,713 $22,798 $27,243 $32,773",repair_needed,pay_grade,HIRING MID,,,2024,"[""3"", ""$21,713"", ""$22,798"", ""$27,243"", ""$32,773""]",,,false
WCM-794c8072a708b06b46e47da2,WCRS-a031baf98413d709ec45d8c8,Fletcher,VT,Northeast,wage_schedule,"Town of Fletcher, Vermont 2020 Annual Report — GENERAL WAGE SCALE (For the period July 1, 2019 through June 30, 2020)",https://fletchervt.net/wp-content/uploads/2021/02/2020-Town-Report-PDF.pdf,across_the_board_raise,unclear,This budget is coming in well below the state average which is currently running at a 3.75% increase.,mechanism_only,percentage,,,,2020,"[""3.75%""]",,,false
WCM-c6a9689d315a6225e150cf9c,WCRS-925e6dae6cad877ed505e773,Fletcher,VT,Northeast,wage_schedule,"Town of Fletcher, Vermont 2020 Annual Report — GENERAL WAGE SCALE (For the period July 1, 2019 through June 30, 2020)",https://fletchervt.net/wp-content/uploads/2021/02/2020-Town-Report-PDF.pdf,across_the_board_raise,unclear,one school in our supervisory union is proposing roughly a 4.52% increase.,repair_needed,percentage,,,,2020,"[""4.52%""]",,,false
WCM-94fbf66678596789abd20072,WCRS-5e74fd822c8ee1623814fb55,Fletcher,VT,Northeast,wage_schedule,"Town of Fletcher, Vermont 2020 Annual Report — GENERAL WAGE SCALE (For the period July 1, 2019 through June 30, 2020)",https://fletchervt.net/wp-content/uploads/2021/02/2020-Town-Report-PDF.pdf,step_schedule_seniority,unclear,"SECONDARY TUITION RATES (GRADE 7-12) SCHOOL FY20 FY21 FY22 AD Lawton* $15,500.00 $17,500.00 **",mechanism_only,pay_grade,,,,2020,"[""7"", ""12"", ""20"", ""21"", ""22"", ""$15,500.00"", ""$17,500.00""]",,,false
WCM-1db306ff483d040610f8f4bc,WCRS-6d1e2ab51428b90ef9b6b22c,Langley,WA,West,budget_or_pay_plan,Langley 2026 Annual Budget Ordinance (Operating Budget) — Table 2: 2026 Wage & Salary Grid (includes Police Chief and Police Officer pay ranges),https://mrsc.org/getmedia/b76140df-844f-4f8c-a485-b1c1fc3694f1/l38bo2026.pdf,across_the_board_raise,police,All non-represented staff will receive a 2.7% cost of living adjustment (COLA).,repair_needed,percentage,,,,2026,"[""2.7%""]",,,false
WCM-a4b2a81faf5cb0bf8ab382c7,WCRS-6dd98c2a1e306706e8e94e8d,Langley,WA,West,budget_or_pay_plan,Langley 2026 Annual Budget Ordinance (Operating Budget) — Table 2: 2026 Wage & Salary Grid (includes Police Chief and Police Officer pay ranges),https://mrsc.org/getmedia/b76140df-844f-4f8c-a485-b1c1fc3694f1/l38bo2026.pdf,across_the_board_raise,police,not receive a COLA in 2025.) Police Guild members will receive a 3.0% COLA per the Police Guild,repair_needed,percentage,,,,2025,"[""2025"", ""3.0%""]",,,false
WCM-1395ecc6e532e9aa240cd3dc,WCRS-358c04b41de43ee343ba3eb6,Langley,WA,West,budget_or_pay_plan,Langley 2026 Annual Budget Ordinance (Operating Budget) — Table 2: 2026 Wage & Salary Grid (includes Police Chief and Police Officer pay ranges),https://mrsc.org/getmedia/b76140df-844f-4f8c-a485-b1c1fc3694f1/l38bo2026.pdf,across_the_board_raise,police,"401-000-000-343-40-00-00 Water Services $911,056 $913,581 $1,022,030 2026 Rates expected to increase by 1% (based on YTD Actuals) (following years assume 3% rate increase)",mechanism_only,percentage,REVENUES,,,2026,"[""401"", ""000"", ""000"", ""343"", ""40"", ""00"", ""00"", ""$911,056"", ""$913,581"", ""$1,022,030"", ""2026"", ""1%"", ""3%""]",,,false
WCM-43fe747a2b65760aab7feb1f,WCRS-75324e6a01787db84bf0b78f,Fulton,IL,Midwest,cba,Illinois FOP Labor Council and City of Fulton — Full Time Sworn Police Officers in the ranks of Sergeant and below (Unit #766) Collective Bargaining Agreement,https://cityoffulton.us/wp-content/uploads/2026/05/Fulton-Police-2025-2028-FINAL-CBA-1-002.pdf,across_the_board_raise,police,The base wages for employees shall be in accordance with the following wage schedule.,repair_needed,table_or_formula,Section 1 Base Wages,,,2026,[],,,false
WCM-e3ec99aa5c1f29cdf109f525,WCRS-977c1abbafa2016151294da3,Fulton,IL,Midwest,cba,Illinois FOP Labor Council and City of Fulton — Full Time Sworn Police Officers in the ranks of Sergeant and below (Unit #766) Collective Bargaining Agreement,https://cityoffulton.us/wp-content/uploads/2026/05/Fulton-Police-2025-2028-FINAL-CBA-1-002.pdf,retroactivity_implementation,police,Step Effective 5/1/25 Effective 5/1/26 Effective 5/1/27,mechanism_only,step_schedule,Section 1 Base Wages,,,2026,"[""5"", ""1"", ""25"", ""5"", ""1"", ""26"", ""5"", ""1"", ""27""]",,,false
WCM-b343dfd6d8c0ad79c927adb6,WCRS-b6f54d7027312a6502ffc435,Fulton,IL,Midwest,cba,Illinois FOP Labor Council and City of Fulton — Full Time Sworn Police Officers in the ranks of Sergeant and below (Unit #766) Collective Bargaining Agreement,https://cityoffulton.us/wp-content/uploads/2026/05/Fulton-Police-2025-2028-FINAL-CBA-1-002.pdf,market_recruitment_retention,police,Market Adjustment 5.00% 5.00%,supporting_example_ready,percentage,,,,2026,"[""5.00%"", ""5.00%""]",,,false
WCM-6ed067b17881d35328c5d125,WCRS-424755b949c416482621075d,Fulton,IL,Midwest,cba,Illinois FOP Labor Council and City of Fulton — Full Time Sworn Police Officers in the ranks of Sergeant and below (Unit #766) Collective Bargaining Agreement,https://cityoffulton.us/wp-content/uploads/2026/05/Fulton-Police-2025-2028-FINAL-CBA-1-002.pdf,across_the_board_raise,police,Employees shall be placed into the wage schedule based upon their years of service.,repair_needed,table_or_formula,,,,2026,[],,,false
WCM-27f5c72547a5173cce984c7e,WCRS-0139d414ddc2c43597ef43e8,New Holstein,WI,Midwest,arbitration_award,"City of New Holstein (Police Department), Local 1362 AFSCME Council 40 AFL-CIO — Decision and Award (Dec. No. 31996-A; MIA-27370; Case 16)",https://werc.wi.gov/interest_awards/mia31996.pdf,across_the_board_raise,police,14 Both parties have raised the interest of the public and the CPI as factors to consider in their,mechanism_only,table_or_formula,,,,,"[""14""]",14 Both parties have raised the interest of the public and the CPI as factors to consider in their,,false
WCM-7959289d3efd02e1ab20f67a,WCRS-0957fbe2e717da7e4d853d7b,New Holstein,WI,Midwest,arbitration_award,"City of New Holstein (Police Department), Local 1362 AFSCME Council 40 AFL-CIO — Decision and Award (Dec. No. 31996-A; MIA-27370; Case 16)",https://werc.wi.gov/interest_awards/mia31996.pdf,across_the_board_raise,police,Arbitrator does not find that CPI is an important consideration.,mechanism_only,table_or_formula,,,,,[],Arbitrator does not find that CPI is an important consideration.,,false
WCM-0d94ed6d6fe013124c3c2a14,WCRS-62f9d4fbd1481daae844f588,Jefferson,NJ,Northeast,civil_service_or_hr_pay_plan,"Township of Jefferson Council agenda — ORDINANCE #26-02 establishing salary ranges and benefits (effective Jan 1, 2026; includes salary ranges and references multiple bargaining units including OPEIU Local 32, Civil Service Association, and PBA 190)",https://jeffersontownship.net/AgendaCenter/ViewFile/Agenda/_02252026-827,strike_no_strike_dispute_process,unclear,"discrepancy between any Collective Bargaining Agreement and the range of salaries or benefits set forth herein, the terms of",mechanism_only,range_min_max,SECTION FIVE: Nothing herein shall be intended to amend or in any way change any Collective Bargaining Agreements with,,,2026,[],,,false
WCM-52097d1e603aa7aa8871b984,WCRS-6f40a11c63c49d57198c2622,Nutley,NJ,Northeast,salary_ordinance,"ORDINANCE NO. 3485 (Adopt): Non-Union Salary Ordinance — Effective January 1, 2022",https://nutleynj.org/media/Public%20Notices/2022/2022%20BOC%20%20NON%20-UNION%20Salary%20Adption%203485.pdf,strike_no_strike_dispute_process,unclear,"Longevity for all employees not subject to a collective bargaining arrangement is eliminated as of May 1, 2012.",supporting_example_ready,range_min_max,SECTION 4,,,2022,"[""1,"", ""2012""]",,,false
WCM-a16a8ec08fbd903b25e12ecf,WCRS-bfa47bdb62d1c4346bea6e81,Winhall,VT,Northeast,wage_schedule,"Town of Winhall Personnel Policies (Effective: July 1, 2025)",https://cms3.revize.com/revize/townofwinhall/PersonnelPolicy070125.pdf,non_base_compensation,unclear,"salary basis, and not subject to minimum wage and overtime provisions.",mechanism_only,annual_salary,,,,2025,[],,,false
WCM-e461d15778ecec7040552366,WCRS-854cda96c9c501dccb8d6baa,Old Tappan,NJ,Northeast,salary_ordinance,"Ordinance 1233-23 — AN ORDINANCE TO FIX THE SALARIES, WAGE AND COMPENSATION OF THE OFFICERS AND EMPLOYEES OF THE BOROUGH OF OLD TAPPAN, COUNTY OF BERGEN, STATE OF NEW JERSEY FOR POLICE (YEARS 2019-2022)",https://oldtappan.net/government/documents/ordinances-pending-codification/1092-1233-23-pd-salary-ord-2019-2022/file,retroactivity_implementation,police,"Effective January 1, 2006 for employees hired on or after that date, but prior to January 1, 2015three additional Patrol Officer steps have",repair_needed,step_schedule,,,,2015,"[""1,"", ""2006"", ""1,"", ""2015""]",,,false
