technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,compensation_cycle_id,period_start,period_end,period_label,period_source,period_confidence,period_caveats,conflicting_period_flag
WCM-cb13f284a6a3a6df617c70b1,WCRS-956b671d44b6a1a702c6d472,Poland,ME,Northeast,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-9392dc4809d1a7c7155c,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a3c16e9eae968eadee03ef88,WCRS-4bfe3adc6ca5b0c6b4e46900,West Wendover,NV,West,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-e72045f59a136faca9d9,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bb96df19973271570892e81d,WCRS-1db4b716bc9c8560e62f395b,Midway,UT,West,other_local_government_pay_policy,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-a151f3b058d387f872d5,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ca6d2c911529adb86faa4c40,WCRS-6cf20a3037632e7e107449c8,Everson,WA,West,cba,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-95a8c5095d2ebe667dd7,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3ad1d8e0db896248f180c6dd,WCRS-a2aa683ed5ee7f9fdf1f5205,Pierce,OH,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-2b255e21c583aedc442a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2a231698daae76578879672e,WCRS-5fc5930beab0a258dac09d28,Sebastopol,CA,West,mou_or_memorandum,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-40fc67fab39e751fda34,,,,source_level_identifier_only,low,missing explicit period,false
WCM-73231923fcf21bc3f6f35a27,WCRS-873cb605c36905e88e6ccb11,Fairport,NY,Northeast,arbitration_award,,,non_base_compensation,unclear,,mechanism_only,undated-source-CBSRD-20260728-4c3a7c4883b83def4abf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-0ec51e8713fe6a9037a8c235,WCRS-cfd6f9fd373f1e39533a230c,Steilacoom,WA,West,budget_or_pay_plan,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-3e2736589ae2281c39cc,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7e05a87cfe481a7a8af60f0f,WCRS-09c900b1afe81a4feed228d7,Solana Beach,CA,West,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-d4c6502e440077790b8e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c83a8eafeb50b0090cb5db93,WCRS-7e7f1f826cbdd06926b646d0,West Salem,WI,Midwest,agenda_packet_or_minutes,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-0da59215f352c2ff2875,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7b4429b01017091ff98fed61,WCRS-ad874f47586a3b20ee8e612f,Virginia,MN,Midwest,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-3ddceabffac6665119df,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2ff88e57ede719276cb572f8,WCRS-6d3c8a845700e09db939d463,Lake Forest,IL,Midwest,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-6a671e4e70829b1038cf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-839d9bafcaefd01495a456c4,WCRS-03fadf47201d1012152bfd8f,Rocklin,CA,West,collective_bargaining_agreement_or_moa_or_wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-1de9a64a9af3996eccdc,,,,source_level_identifier_only,low,missing explicit period,false
WCM-f99a2fd2c4d6ec15b08ae7d6,WCRS-248d2a9c26a43168e45604d3,Sebastopol,CA,West,mou_or_memorandum,,,across_the_board_raise,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-f5d7b575b48f2369ec74,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2af430e92cd67aa1352e7950,WCRS-7a46861b6dec2dd9d1a78e22,Hendersonville,NC,South,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-f58c6fc9102e4de3eea8,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a801623d78b5841d0fab5a59,WCRS-43831d1db9b3e4c1b0923453,West Greenwich,RI,Northeast,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-6a0053616eddaaddfe42,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ba1cbd88eb71045f3a1abaa9,WCRS-e6ba83f6eba6855cf7c828e3,Dolton,IL,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-97c0a796ef9a09f14510,,,,source_level_identifier_only,low,missing explicit period,false
WCM-734849932060556ea52e4c8f,WCRS-d8105de6250ca1d8203e3ee5,Brenham,TX,South,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-1201e4a1ea8e7931952d,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e51f89e142176803d89a1ee2,WCRS-0b729358e61e377155298c81,Las Vegas,NV,West,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-5d77e5566f5b46bcff41,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c39280234e4217e00527ac8c,WCRS-40a829febfffa23852370326,Fairfax,CA,West,mou_or_memorandum,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-18221b96385d2df4b1ff,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4001e948f55f4e903e2439dc,WCRS-cd72c4bf3a9c01c1990e3b2f,Rockaway,NJ,Northeast,mou_or_memorandum,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-fe4d9660763979c94baf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c22ebe107c9851ebf115e81e,WCRS-685c46b43ef080a6be76ea9a,Arkansas City,KS,Midwest,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-afe27e1553d2f5e5d8b4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3f6f784e31912f2e219734bd,WCRS-05735a1c7be53d7ef4faec25,Rich,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-35f7e8f55ecac10fb78a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3346fc23c241a0e965c67e00,WCRS-f0f815881a3640ea9fb959d8,Genoa,OH,Midwest,cba,,,non_base_compensation,unclear,,mechanism_only,undated-source-CBSRD-20260728-71282f43751f8886d6bf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4939a26b78d7ea85e63ed7dd,WCRS-77080b89770cfe00c0731aad,Lawrence,OH,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-bea0528ce2860d87b686,,,,source_level_identifier_only,low,missing explicit period,false
WCM-77aced3e0985e96f120384a5,WCRS-19f244aa167bf0d5295fcee8,Manistee,MI,Midwest,agenda_packet_or_minutes,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-3cad12f9b41b98026455,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ff5683eef93ff723a6082e1c,WCRS-6ee59c14490add9e2234baab,Pacific,WA,West,wage_schedule,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-86e5c83b8204ef36ea74,,,,source_level_identifier_only,low,missing explicit period,false
WCM-28c2752ac5f3ab3aa1a4e8b7,WCRS-6c5b2135deb8fcc848d3a0bd,Englewood,CO,West,cba_or_arbitration_award_or_factfinding_or_impasse_record,,,budget_pay_plan,unclear,,repair_needed,undated-source-CBSRD-20260728-885412a11caa5461f648,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d2c2627df8aeb30215471a0e,WCRS-785a239f61d0bb213e7e8aeb,Matteson,IL,Midwest,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-7a54ae5dd1acc7fb688e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4f36b553f5a853a15cb49098,WCRS-c1af09496d757dcb0e133d8e,Pontiac,IL,Midwest,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-8fc2554a5e925a935587,,,,source_level_identifier_only,low,missing explicit period,false
WCM-32fb68ea136b05c29bb18e9f,WCRS-9ac0583a7865b685dea1bd35,St. Johns,MI,Midwest,compensation_study,,,market_recruitment_retention,unclear,,mechanism_only,undated-source-CBSRD-20260728-a789f3dd38ee07ef0be7,,,,source_level_identifier_only,low,missing explicit period,false
WCM-78f287b05423fa531bd73bdf,WCRS-cf7f62a3d3a590f4b39c4cd9,Wallingford,CT,Northeast,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-e0198920ad95ea87997e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-75f300f59ac7a91bb7a08e62,WCRS-c9bd5372bceb0e75007b4d9c,Greenwich,CT,Northeast,cba,,,across_the_board_raise,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-328c32306d6b85baa8f6,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e2da33b94987c17766454c9d,WCRS-a9e2597cb06afb3561ec18d7,Brookfield,IL,Midwest,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-11a792243640140737fc,,,,source_level_identifier_only,low,missing explicit period,false
WCM-024a6d38c6c51adbe35b3da5,WCRS-12561287ab8c208ea788c6eb,Crescent City,CA,West,wage_schedule,,,across_the_board_raise,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-f9a9a062a368fd4ca435,,,,source_level_identifier_only,low,missing explicit period,false
WCM-fb1d09ef5462aa209c4897e3,WCRS-32eb5214eb183ee33a79cdb3,East Greenwich,RI,Northeast,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-adf644d28a2100b51c38,,,,source_level_identifier_only,low,missing explicit period,false
WCM-16d70d61793cebbcdf014123,WCRS-218a38801f0f6c866fa822d1,Woodward,OK,South,agenda_packet_or_minutes,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-e572c45d693342ef7d75,,,,source_level_identifier_only,low,missing explicit period,false
WCM-dbda05e52741640b2ac28170,WCRS-a0a72ba1a695c348aec05685,Covina,CA,West,collective_bargaining_agreement_or_moa_or_wage_schedule,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-3adc887dd75b1ead637a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-dfdd0f258fbdbd2235d43832,WCRS-ba3aef1012db1886e74c9b3c,Amherst,NY,Northeast,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-0d82af6d5dc3ebb60010,,,,source_level_identifier_only,low,missing explicit period,false
WCM-51f759575e2630b16bd61bb6,WCRS-3862bb41a5a24e6ec68fa26e,St. James,MN,Midwest,factfinding_report,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-89720c131b0c8fc2cca9,,,,source_level_identifier_only,low,missing explicit period,false
WCM-215c9828d2e90f260b74c693,WCRS-31b5eb02c64cd1e7af56941b,Winchester,CT,Northeast,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-3c9f2fd911043654b615,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a25db6c5feb7e76a3863e555,WCRS-96bc0143b654dff6f10a235d,New Canaan,CT,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-0c24fe632e9811e6a533,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2ab54bd333aee9a935ae5ad0,WCRS-6ed15cfda46d5799406c6d3a,Lisbon,ME,Northeast,budget_or_pay_plan,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-edcc9d33b9a0be6e5528,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d990fd3e0994915df60b5db8,WCRS-4bddf4567edb60b890fecc58,Audubon,NJ,Northeast,other_local_government_pay_policy,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-b2f31102f01b144f9db0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b08014da09be6513ab9e59a2,WCRS-1f42031ebc7bb05b847005f5,Lovettsville,VA,South,budget_or_pay_plan,,,market_recruitment_retention,unclear,,repair_needed,undated-source-CBSRD-20260728-e5a18993ffdc09c1f341,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8f6b4b0cb49ca0381f07e06e,WCRS-0c76e343401fca2fb956bc1c,Corning,CA,West,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-e4ab120662e9a0b640b4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-30dc2687a838540af3feb81e,WCRS-ff1fcc88c1411c0a57f8ebef,Ashland City,TN,South,budget_or_pay_plan,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-c36392b37dd7b70e84b4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-29cf2c6661bcfe8334e91a5a,WCRS-3d4d0b51ee3ec4c3b7790545,Newcastle,OK,South,budget_or_pay_plan,,,budget_pay_plan,unclear,,repair_needed,undated-source-CBSRD-20260728-403fee834e1a0bfb24b3,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ec4dd1287247e54f45868542,WCRS-b0adcfea909fc395df74f1f0,Estherville,IA,Midwest,cba,,,cola_cpi_indexing,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-fe36a8cc47bf04cb3666,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a4b825edf0b64d6772efcae4,WCRS-240e29f34b715c95b241e4ef,Onondaga,NY,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-6f62c35e890b905c6731,,,,source_level_identifier_only,low,missing explicit period,false
WCM-dff914890da54a9e99fe7d97,WCRS-97a33fcd3412116c4831d862,St. Albans,VT,Northeast,agenda_packet_or_minutes,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-077c198f590e0f83f1b4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7fe0c03c4a4ddde0c886f22c,WCRS-99978be090a58f196eb34dde,Lake Forest,IL,Midwest,wage_schedule,,,non_base_compensation,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-95094740344c77424c52,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8b71b86f4d4cd5f4ed206485,WCRS-b2f8a44e058379ad9a8e3ec1,New Brighton,PA,Northeast,cba,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-3e99b7cce1da4254f501,,,,source_level_identifier_only,low,missing explicit period,false
WCM-06c493762ffc570e64c33827,WCRS-d513978b29424edbda79879f,Fort Madison,IA,Midwest,arbitration_award,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-6838e547c3986093b6e9,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8e833a449522a3113c13597f,WCRS-d1726878bf6a3df8fab2fa73,Scarborough,ME,Northeast,wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-b31ecadaed9893e880d3,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7b9d912e08ea5be895d17102,WCRS-b688ef4c5fbe2dfd7d78edf9,West Bloomfield charter,MI,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-8cc058247823cbe87f99,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6853da0b2895741431c6e950,WCRS-174cdd3d9d1144f857f9ff13,West Yellowstone,MT,West,mou_or_memorandum,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-f7519715f9da21611556,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4db1adf8011fab01eb776d1f,WCRS-403c17641df83c916f879ea6,Lake City,FL,South,cba,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-ba5dbd38ef2be32d163f,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b146c65860d84401e106e1ab,WCRS-dbc0bbcafba64fb4654a0520,Verona,NJ,Northeast,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-1dea635a02026a4629dd,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a5c6cec1f6ccc04a58542689,WCRS-39fad91cb58745e322cd3ec1,Ione,CA,West,wage_schedule,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-eeee96899a491148d612,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b24f2d6c06e0c66affea1977,WCRS-71ffb27ec83dfd6251c57bc0,Bridger,MT,West,other_local_government_pay_policy,,,across_the_board_raise,unclear,,mechanism_only,undated-source-CBSRD-20260728-4c346da8b671a598622b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-402600ca7805d454d461bbe7,WCRS-aa60a9a144107ea2358626a8,Bennington,VT,Northeast,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-3d2d0abc06942710b803,,,,source_level_identifier_only,low,missing explicit period,false
WCM-93814af7222096de150c3777,WCRS-af8f7d1ab75923b04dc1649b,Colusa,CA,West,mou_or_memorandum,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-8cf088e1f0298599c682,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4673023166e155e19775a927,WCRS-5529bb586caa8c80d80a8918,Medical Lake,WA,West,budget_or_pay_plan,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-1c6a96537f6975835a3a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bc148e4be060cae83456f9f3,WCRS-08dadca0d6ea5b415491bd1b,Lansing,KS,Midwest,agenda_packet_or_minutes,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-0c872149936390abd6e3,,,,source_level_identifier_only,low,missing explicit period,false
WCM-05102ff3e0c01df1f1284afa,WCRS-7aac5298db4c007319c0584a,Fox Lake,IL,Midwest,agenda_packet_or_minutes,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-819e02702b64f8272bd1,,,,source_level_identifier_only,low,missing explicit period,false
WCM-f66888a12361913489b94dfc,WCRS-c87e6fed2e22dae7b54540de,Suwanee,GA,South,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,market_recruitment_retention,unclear,,mechanism_only,undated-source-CBSRD-20260728-90a645079e84e251259b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-52a7e507a1a1fd4120fdfc0f,WCRS-456386a7d5298c3478d2efdc,Brunswick,ME,Northeast,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-f4d9972a6e3bdb42ed5f,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a35df9f9fbd0966ad5e5c4c2,WCRS-4defe3c29d88aa4ad9dc372f,Huntington,IN,Midwest,salary_ordinance,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-eb5f7f892f51b6f3340b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-f0b257ca542989e079d9dd6d,WCRS-dc51bc3c04bd375f3f82794b,Junction City,OR,West,agenda_packet_or_minutes,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-64af1cd231b582565a75,,,,source_level_identifier_only,low,missing explicit period,false
WCM-34c72454d12007d760875a63,WCRS-46870f553879168a1b5d31d1,Johnstown,NY,Northeast,wage_schedule,,,market_recruitment_retention,unclear,,mechanism_only,undated-source-CBSRD-20260728-b6274abca20b6fb156c5,,,,source_level_identifier_only,low,missing explicit period,false
