qualitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,mechanism_type,bargaining_logic,indexing_formula,comparability_basis,parity_logic,step_progression_rule,eligibility_rule,implementation_rule,fiscal_constraint,reopener_clause,differentiation_logic,bounded_evidence_pointer,confidence,reason_code,qa_status
lobs_f2e16bc12a2abda3085ada7b,cexrem_4b7930faa9295221b271789e,mix_a675ad46befc2f847bb76ce5,doc_dbe16f66d924ff4aa0791731,ttd_3baf55557ed7318f91358b3f,sr_cfc4dd12e1f1f056ef10b208,NSCQ-IL-20260720-0075,IL,Quincy,CITY OF QUINCY,non_safety,cba,,,10,step_movement_or_seniority,,,,,Employees moving to a lower classification through a job opening immediately receive the maximum rate of the lower rated classification.,Takes a job in a lower classification through a job opening,Immediately upon taking the job,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0073_sr_cfc4dd12e1f1f056ef10b208.pdf#page=10,high,LOWER_CLASSIFICATION_MAX_RATE_ON_MOVE,provisional_unverified
lobs_a93aa59d3bb2511a1db60e2e,cexrem_4b7930faa9295221b271789e,mix_a675ad46befc2f847bb76ce5,doc_dbe16f66d924ff4aa0791731,ttd_3baf55557ed7318f91358b3f,sr_cfc4dd12e1f1f056ef10b208,NSCQ-IL-20260720-0075,IL,Quincy,CITY OF QUINCY,non_safety,cba,,,10,step_movement_or_seniority,,,,,Employees bidding back into a former classification immediately receive the maximum rate for the classification.,Bids back into a former classification,Immediately upon bidding back,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0073_sr_cfc4dd12e1f1f056ef10b208.pdf#page=10,high,RETURN_TO_FORMER_CLASSIFICATION_MAX_RATE,provisional_unverified
lobs_7a6c8a4908b0478167247978,cexrem_dc791d0d491dc0a433922d59,mix_ff75a229aec9215fb4cb06a6,doc_4eaeb17a4a88cf72557e3248,ttd_e90dde92fd3f4abd3fe1c6a6,sr_d8e0cae01d520b5addaeaab2,NSCQ-IL-20260720-0055,IL,Skokie,VILLAGE OF SKOKIE,fire,cba,,,24,step_movement_or_seniority,,,,,Advancement Step A->B and Step B->C at six-month intervals; advancement from Step C or higher to the next higher step up to Step F at yearly intervals; eligibility requires meeting departmental standards during the prior year evaluation.,Eligible for Step F+ only upon completing at least one year at Step F and after Fire Chief approval based on sustained above-average performance during the prior evaluation period; receipt of Step F+ does not guarantee staying at Step F+.,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_d8e0cae01d520b5addaeaab2.pdf#page=24,high,STEP_INCREASE_INTERVALS_AND_ELIGIBILITY,provisional_unverified
lobs_de28ba8fea82b095d012e7a2,cexrem_dc791d0d491dc0a433922d59,mix_ff75a229aec9215fb4cb06a6,doc_4eaeb17a4a88cf72557e3248,ttd_e90dde92fd3f4abd3fe1c6a6,sr_d8e0cae01d520b5addaeaab2,NSCQ-IL-20260720-0055,IL,Skokie,VILLAGE OF SKOKIE,fire,cba,,,25,arbitration_or_factfinding_reasoning,,,,,"If a non-probationary employee alleges arbitrary and unreasonable denial of step advancement (including Step F+), the employee may file a grievance under the grievance and arbitration procedure in the Agreement.",,File grievance in accordance with the grievance and arbitration procedure set forth in the Agreement.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_d8e0cae01d520b5addaeaab2.pdf#page=25,medium,GRIEVANCE_REMEDY_FOR_DENIED_STEP_ADVANC_,provisional_unverified
lobs_cac184e035e249ba7055abb0,cexrem_09333daf1350b506379bd8a0,,doc_21cd72522a60340cd0068b65,ttd_f3df93411e60bc135da8f57a,sr_4e108e514a55eddbbfbd66af,NSCQ-IL-20260720-0243,IL,Vernon Hills,VILLAGE OF VERNON HILLS,police,cba,,,22,implementation_or_effective_date_logic,,,,,,,"Unanticipated overtime known 4 hours or more prior is filled by offering the overtime based on rank seniority; telephone procedure is used; if no acceptance, the least senior eligible bargaining unit member on specified categories is forced",,,Rank seniority and least-seniority fallback/forced assignment,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_4e108e514a55eddbbfbd66af.pdf#page=22,medium,OT_ASSIGNMENT_RULES_TELEPHONE_SENIORITY,provisional_unverified
lobs_1cf505c0e2ed7aeb2aa739d0,cexrem_09333daf1350b506379bd8a0,,doc_21cd72522a60340cd0068b65,ttd_f3df93411e60bc135da8f57a,sr_4e108e514a55eddbbfbd66af,NSCQ-IL-20260720-0243,IL,Vernon Hills,VILLAGE OF VERNON HILLS,police,cba,,,23,implementation_or_effective_date_logic,,,,,,,"Anticipated overtime is posted at least five (5) days prior; bargaining unit members may sign up; overtime is granted based on seniority with rules for Sergeants and trained Officers In Charge, and forced assignment if no sign-up/acceptance",,,Seniority-based sign-up/granting; category order (sergeants first) and forced assignment if unfilled,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_4e108e514a55eddbbfbd66af.pdf#page=23,medium,ANTICIPATED_OVERTIME_POST_SIGN_UP_SENIOR,provisional_unverified
lobs_35f439b4b55311bc3a6df3fb,cexrem_09333daf1350b506379bd8a0,,doc_21cd72522a60340cd0068b65,ttd_f3df93411e60bc135da8f57a,sr_4e108e514a55eddbbfbd66af,NSCQ-IL-20260720-0243,IL,Vernon Hills,VILLAGE OF VERNON HILLS,police,cba,,,24,implementation_or_effective_date_logic,,,,,,,"If overtime procedures are followed and an available overtime opportunity is not taken in a single block, the overtime may be filled in blocks of time at the supervisor’s discretion regardless of seniority; also limits consecutive hours and",,,Supervisor discretion for block-filling regardless of seniority; rest/break constraints,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_4e108e514a55eddbbfbd66af.pdf#page=24,medium,OVERTIME_BLOCK_FILL_SUPERVISOR_DISCRE,provisional_unverified
lobs_26283099ba7e400b8801e1d8,cexrem_94109444fdaa8d445e646dbf,,doc_31af2c5e97cb14414855aa2a,ttd_9fba75ea7528537d7f190272,sr_cedf0397c6202fdf47641d0d,NSCQ-IL-20260720-0238,IL,Wilmette,VILLAGE OF WILMETTE,police,cba,,,27,implementation_or_effective_date_logic,,annual stipend increased each year by the same percentage as the across-the-board salary increase (or pro rata calculation),,,,employees assigned to be evidence technicians,paid on a pro-rated basis,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0410_sr_cedf0397c6202fdf47641d0d.pdf#page=27,high,EVID_TECH_STIPEND_EFFECTIVE_AND_INDEXED,provisional_unverified
lobs_3b065881b4cb1a2c2de84fdd,cexrem_94109444fdaa8d445e646dbf,,doc_31af2c5e97cb14414855aa2a,ttd_9fba75ea7528537d7f190272,sr_cedf0397c6202fdf47641d0d,NSCQ-IL-20260720-0238,IL,Wilmette,VILLAGE OF WILMETTE,police,cba,,,27,parity_or_internal_equity,,additional pay at 1.5 times the employee’s regular rate of pay,,,,employee working as an Officer-in-Charge,additional one (1) hour’s pay (at 1.5x regular rate) for each shift in which one (1) or more hours are worked as an Officer-in-Charge,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0410_sr_cedf0397c6202fdf47641d0d.pdf#page=27,medium,OFFICER_IN_CHARGE_PREMIUM_DIFF,provisional_unverified
lobs_ede5f23f80bd26a97893d5f3,cexrem_22c44ecb091a22e39a69dfd1,,doc_92a364a22d2690e99893341e,ttd_5a330778b0b0c8df35ad19c6,sr_cab48b980ce2adfbab2e884c,NSCQ-IL-20260720-0225,IL,Woodridge,VILLAGE OF WOODRIDGE,non_safety,cba,,,1,comparability_or_market_study,Align bargaining-unit pay range minimums and maximums with non-union pay ranges.,,non-union pay ranges,increasing each pay range’s minimum and maximums to be consistent with non-union pay ranges,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_cab48b980ce2adfbab2e884c.pdf#page=1,medium,PAY_RANGE_MIN_MAX_INCREASE_TO_MATCH_NON_,provisional_unverified
lobs_c9e7c3e3a1cf698a9cd0b745,cexrem_3a85c9e4b7cd20a69c3a8f3e,,doc_df4d31e1b14a1a5a59fc4dbf,ttd_95f7565bec553b4cdc14bc7c,sr_8cb6411a735b99bb72396e3b,NSCQ-IL-20260720-0257,IL,Zion,CITY OF ZION,fire,cba,,,12,arbitration_or_factfinding_reasoning,,,,,"If grievance is not settled in Step 3, Association may refer grievance to arbitration within thirty (30) calendar days of receipt of the Commissioner’s written answer (or if Commissioner elects not to answer within thirty (30) days after a ",Grievance appeal to arbitration by the Association only if not settled in Step 3,Referral allowed within required thirty (30) calendar-day windows,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_8cb6411a735b99bb72396e3b.pdf#page=12,medium,CBA_GRIEVANCE_ARBITRATION_STEP3_REFERRAL,provisional_unverified
lobs_e1efad1c3988bf3ae294c2a6,cexrem_3a85c9e4b7cd20a69c3a8f3e,,doc_df4d31e1b14a1a5a59fc4dbf,ttd_95f7565bec553b4cdc14bc7c,sr_8cb6411a735b99bb72396e3b,NSCQ-IL-20260720-0257,IL,Zion,CITY OF ZION,fire,cba,,,17,implementation_or_effective_date_logic,,,,,,,Article IX is intended only as a basis for calculating overtime payments (no guarantee of hours of work per day or per week),,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_8cb6411a735b99bb72396e3b.pdf#page=17,medium,OVERTIME_CALCULATION_INTENT_NO_HOURS_GU_,provisional_unverified
lobs_ef7ecf1be64b19f1d415e3dc,cexrem_c30da84edf5389ad27a0acf7,,doc_e95adcfb36b5674989804a4b,ttd_6a69ecf3755e166259a92997,sr_fe40278a3d486e04f76aefa4,NSCQ-IN-20260720-0009,IN,Bloomington,CITY OF BLOOMINGTON,police,cba,,,11,wage_reopener_or_future_negotiation,"City may declare the agreement open with respect to salary rates for subsequent years; upon such declaration, parties begin new negotiations on the subject of those salary rates only.",,,,,If specified conditions (referenced earlier in the agreement) do not occur.,City informs the Union of the declaration in writing; negotiations begin as soon as practicable under the cited code provisions.,,City may open the agreement with respect to salary rates in Section XII for all subsequent years covered; parties may also open for added issues if the code's 'Issues Subject to Bargaining' is amended.,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0103_sr_fe40278a3d486e04f76aefa4.pdf#page=11,medium,WAGE_REOPENER_SALARY_RATES_SECTION_XII,provisional_unverified
lobs_dc6dd99b90106b2d104aedac,cexrem_c85ccec5782fcc299de4c17e,,doc_aa9899f46aab6880dbac2f2d,ttd_ace2a07332d817eb0d683bd5,sr_41a126966f1e8bda7191569f,NSCQ-IN-20260720-0012,IN,Lafayette,CITY OF LAFAYETTE,police,cba,,,5,implementation_or_effective_date_logic,,,,,,,Employees immediately begin receiving the wage listed in Appendix A at the time of assignment or promotion to any of the wage rates listed in Appendix A.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_41a126966f1e8bda7191569f.pdf#page=5,medium,WAGE_APPLY_ON_ASSIGNMENT_OR_PROMOTION,provisional_unverified
lobs_631c74f8801b1d7f1a732513,cexrem_c85ccec5782fcc299de4c17e,,doc_aa9899f46aab6880dbac2f2d,ttd_ace2a07332d817eb0d683bd5,sr_41a126966f1e8bda7191569f,NSCQ-IN-20260720-0012,IN,Lafayette,CITY OF LAFAYETTE,police,cba,,,5,collective_bargaining_agreement_terms,"Appendix A salary schedule is negotiated annually during the contract term, as part of and subject to the City’s budgeting process.",,,,,,Parties commence negotiations on or around June 1 each year; completed and placed in the Budget and Salary Ordinance for the following year.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_41a126966f1e8bda7191569f.pdf#page=5,medium,ANNUAL_APPENDIX_A_NEGOTIATION_AND_BUDGET,provisional_unverified
lobs_6aa9d696c0df52b5ce353fe0,cexrem_c85ccec5782fcc299de4c17e,,doc_aa9899f46aab6880dbac2f2d,ttd_ace2a07332d817eb0d683bd5,sr_41a126966f1e8bda7191569f,NSCQ-IN-20260720-0012,IN,Lafayette,CITY OF LAFAYETTE,police,cba,,,5,implementation_or_effective_date_logic,,,,,,,Employees receive annual salary in 26 equal installments/every two weeks.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_41a126966f1e8bda7191569f.pdf#page=5,medium,PAYMENT_FREQUENCY_26_INSTALLMENTS,provisional_unverified
lobs_f36e3f4b3de743590affc1ba,cexrem_49dfe4f44d1064b2d1c1f338,mix_25efb917b9354a89ce63760d,doc_f3a8c5d850626a40b5c56df8,ttd_065156d1d0746f27646cb4df,sr_32786611fb6285f4b9d0ad9d,NSCQ-IN-20260720-0031,IN,Lawrence,CITY OF LAWRENCE,non_safety,ordinance_or_policy,,,2,step_movement_or_seniority,,,,,automatic annual increase of $100.00 for each year of full-time service,subject to yearly review by the Utility Service Board; annual increase not due and payable until completion of two (2) years of service to the City,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0481_sr_32786611fb6285f4b9d0ad9d.pdf#page=2,medium,SECTION_4_AUTOMATIC_ANNUAL_INCREASE_NOT_,provisional_unverified
lobs_0ff5e9d96b8cc726d7def290,cexrem_ac0baf0243c56f075bddd3a0,mix_021e3b25e3b47bd01638b94d,doc_8f4026ddc1fbdfac7627ca4f,ttd_a43aeee358fd3e199af6cf73,sr_eead7747b3c2edef47e79614,NSCQ-KS-20260720-0012,KS,Lawrence,CITY OF LAWRENCE,fire,cba,,,9,step_movement_or_seniority,,,,,Steps increase effective at time of evaluation based on results until reaching top step of pay scale; 2016 merit rules move qualifying employees from step 16 to step 20 and from step 15 by specified number of steps.,Performance criteria for a merit increase,"Effective with pay period that includes January 1, 2016 (and January 1, 2017 for 2017 rules).",,,Different merit-step movements for step 16 vs step 15; 2017 applies to step 16 through 20 and separately for step 15.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0061_sr_eead7747b3c2edef47e79614.pdf#page=9,high,MERIT_STEP_MOVEMENT_AND_EVALUATION_EFFE,provisional_unverified
lobs_f0c3e2846e3a2854a264b070,cexrem_ac0baf0243c56f075bddd3a0,mix_021e3b25e3b47bd01638b94d,doc_8f4026ddc1fbdfac7627ca4f,ttd_a43aeee358fd3e199af6cf73,sr_eead7747b3c2edef47e79614,NSCQ-KS-20260720-0012,KS,Lawrence,CITY OF LAWRENCE,fire,cba,,,10,implementation_or_effective_date_logic,,,,,,,General wage adjustment is not applied in 2016 and 2017; attached Fire Medical Pay Plan includes subsequent 2.5% adjustments effective with the first pay date in 2018 and 2019.,,Either party may re-open negotiations limited in scope to Section 8.2.1 for 2018 general wage adjustment; notice required and negotiations begin on or around April 20th.,Reopener scope is limited; does not include merit based wage increases or position wage adjustments.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0061_sr_eead7747b3c2edef47e79614.pdf#page=10,medium,GENERAL_WAGE_ADJUSTMENT_TIMING_AND_REOP,provisional_unverified
lobs_169fe1f971d8b0e81b729eee,cexrem_fe9c305b08962e966b2361f7,,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,sr_818ca4fea69537a82bd747a8,NSCQ-KS-20260720-0010,KS,Lawrence,CITY OF LAWRENCE,police,cba,,,2,wage_reopener_or_future_negotiation,,,,,,,"Memorandum takes effect January 1, 2016 and expires December 31, 2018; subject to a reopener provision regarding General Wage Adjustment for 2018 (Section 3.2).",,Reopener provision regarding General Wage Adjustment for 2018 (Section 3.2).,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=2,medium,MOU_ENGAGEMENT_PERIOD_AND_REOPENER_FOR_8,provisional_unverified
lobs_0d9894951eb7dfbcc3747a0a,cexrem_ce47d3ccac5a7c599ec9b667,,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,sr_a06fd236cda977acbfc40558,NSCQ-MA-20260720-0005,MA,Boston,CITY OF BOSTON,fire,cba,,,15,implementation_or_effective_date_logic,,,,,,,Temporary service in a higher rank is paid at the rate the employee would have been entitled to had they been promoted to that rank.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=15,medium,PAY_RATE_RULE_FOR_TEMPORARY_HIGHER_RANKS,provisional_unverified
lobs_fcb17b684fbf5c168b5c5748,cexrem_ce47d3ccac5a7c599ec9b667,,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,sr_a06fd236cda977acbfc40558,NSCQ-MA-20260720-0005,MA,Boston,CITY OF BOSTON,fire,cba,,,14,step_movement_or_seniority,,,,,Seniority is computed as time in rank from date of appointment to the Department (for purposes of the Article).,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=14,high,SENIORITY_COMPUTATION_TIME_IN_RANK,provisional_unverified
lobs_51c6e82433ae12f507b461b8,cexrem_ce47d3ccac5a7c599ec9b667,,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,sr_a06fd236cda977acbfc40558,NSCQ-MA-20260720-0005,MA,Boston,CITY OF BOSTON,fire,cba,,,15,implementation_or_effective_date_logic,,,,,,"Civil Service list coverage rules for selecting the highest eligible Fire Captain/Chief from specified lists, or reverting to seniority coverage when no member is available on the Civil Service list for the group/rank at the specified tours",Selection/reversion logic is applied when vacancies/coverage cannot be filled via the Civil Service list for the relevant group involved.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=15,low,CIVIL_SERVICE_LIST_COVERAGE_AND_REVERT_T,needs_review
lobs_b240512058d0572b0f7c9765,cexrem_5dedfead530241fbce590d1d,mix_2fed0c88ad3d3ec6d79e36d8,doc_68a014389376652124165574,ttd_e53a1b15cba67200bc9fa5d6,sr_109c0a6a52316b256a3af46d,NSCQ-MA-20260720-0141,MA,Greenfield,CITY OF GREENFIELD,fire,cba,,,26,step_movement_or_seniority,,,,,"Yearly base salary increases are tied to accumulation of credits/points (with specified % increases at 10, 25, 40, 60, and 90 credits) and authorized by the Employer.","Credits/points are earned toward a college/baccalaureate or associate degree; members may submit spring courses for budget purposes if they would increase their percentage, provided the course is satisfactorily completed prior to the start/","Whenever current enrollment in spring semester courses would increase a Firefighter's percentage, submit them for budget purposes and receive the increase if satisfactorily completed prior to the start of the fiscal year.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0069_sr_109c0a6a52316b256a3af46d.pdf#page=26,low,BASE_WAGE_INCREASE_MECHANISM_CREDIT_ACC,needs_review
lobs_6a58717160e111f15ed36ee6,cexrem_804fdf02fc05f4834231d87a,mix_70bad7948ad736429637da8b,doc_38eb39e9e86cf388f9f95691,ttd_6d4894327c3eb0c1d4772631,sr_5f0368a2840df9c86be0eb1f,NSCQ-MA-20260720-0044,MA,New Bedford,CITY OF NEW BEDFORD,fire,memorandum_or_settlement,,,4,implementation_or_effective_date_logic,,,,,Eligibility for Step 5A is revised by reducing required service years.,Reduce Step 5A eligibility requirement from twenty-eight years to twenty-five years.,"Effective July 1, 2022 (firefighters with twenty-five (25) years of service become eligible for Step 5A).",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf#page=4,high,ARTICLE_20_STEP_5A_ELIGIBILITY_YEARS_REN,provisional_unverified
