candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,candidate_only_lineage_status,review_candidate_quality_score,review_queue_rank,secondary_mechanism_families,match_priority_tier,review_disposition
TS4L-87ee1de7585967439940,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.westseneca.gov/Archive/ViewFile/Item/92,"CSEA Blue Collar Contract (PDF) — Town of West Seneca, NY",West Seneca,NY,Northeast,safety_and_non_safety_bargaining_units,blue collar (non-safety),CSEA (blue collar bargaining unit),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,unspecified_within_2014_2024,candidate_only_not_verified,78,1763,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-89e435448ef9a0cfdb4e,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://ryerecord.com/arbitrator-rules-in-citys-favor-on-police-contract/,Rye Record: Arbitrator Rules in City’s Favor on Police Contract,Rye,NY,Northeast,safety_and_non_safety_bargaining_units,police (inferred from 'Rye Police Association' / police contract context),Rye Police Association (inferred),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality (Rye, NY)",Unknown (article references arbitration related to police contract; specific 2014-2024 period not confirmed in snippet),candidate_only_not_verified,78,1767,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-cb17725da7fe698a987b,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofglenville.gov/town-board/minutes/town-board-minutes-30,"Town Board Minutes PDF (includes Org. Mtg 1/2/2019 section) — Resolution approving CSEA Highway Department Unit MOA (Jan 1, 2019–Dec 31, 2023)",Glenville,NY,Northeast,safety_and_non_safety_bargaining_units,Public Works / Highway Department (CSEA),CSEA Highway Department Unit (formerly Glenville Highway Department Employees Association),"Jan 1, 2019 through Dec 31, 2023",2019-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,candidate_only_not_verified,78,1822,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-ceb94d8fe011ecc52594,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.bernards.org/government/documents/meeting-documents/mayor-council-meeting/2020-mayor-council-meeting-documents/2020-minutes-mayor-council/1646-12-29-2020-township-committee-meeting-minutes/file,Bernards Township Committee Meeting Minutes (12/29/2020) – Resolution #2020-0440 Ratification/Approval of PBA/SOA 357 Union Contracts,Bernards,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (PBA/SOA Local No. 357),PBA/SOA Local No. 357,"Agreement effective January 1, 2020 (per resolution context; expiration/term details referenced in the document)",2020-01-01,2022-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_window,candidate_only_not_verified,78,1827,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-d5cc1c27215cb646ec0a,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.websterny.gov/DocumentCenter/View/9027/Blue-Collar-CSEA-Webster-CBA?bidId=,"CSEA Local 1000 AFSCME AFL-CIO — Town of Webster Blue Collar Unit #7411-00 AGREEMENT — January 1, 2023 to December 31, 2026",Webster,NY,Northeast,safety_and_non_safety_bargaining_units,Blue-collar municipal workers (highway/sewer per Town descriptions),"CSEA, Local 1000 AFSCME, AFL-CIO — Town of Webster Blue Collar Unit #7411-00 (Monroe County Local 828)","January 1, 2023 – December 31, 2026",2023-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same city (Webster, NY) — high expected alignment",Overlaps target window (2023–2024 within 2014-2024),candidate_only_not_verified,78,1833,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-d9ef3f373584dbf82f5e,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://wellesleyma.gov/DocumentCenter/View/24963/Police-Superior-Officers-Association-July-1-2020,"Town of Wellesley — Collective Bargaining Agreement: Police Superior Officers Association (July 1, 2020)",Wellesley,MA,Northeast,safety_and_non_safety_bargaining_units,Police (public safety),Police Superior Officers Association,"July 1, 2020 (term end not extracted; verify within document if needed)",2020-07-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,"overlaps_target_window (starts 2020, includes 2020-2024)",candidate_only_not_verified,78,1837,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e1be638024c6c3fa0267,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.gtnj.org/index.php/i-want-to/find-employment-contracts,Galloway Township Municipal Government - Find employment contracts (directory of union CBA documents),Galloway,NJ,Northeast,safety_and_non_safety_bargaining_units,"Non-safety (e.g., Public Works/Clerical/Utilities as listed)",Examples shown: GWU Public Works; Local 68 Clerical; Teamsters #676 Utilities Division; Local 68 PW Supervisor (as listed on the directory),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_same_city_municipality_locator,unknown_overlap_with_2014_2024_target_window,candidate_only_not_verified,78,1846,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-ea838b4fe540100b828c,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.lowermerion.org/home/showpublisheddocument/21166/636742391188370000,2017 - 2020 Agreement Between The Township of Lower Merion and The Lower Merion Fraternal Order of Police Lodge #28,Lower Merion,PA,Northeast,safety_and_non_safety_bargaining_units,Police (safety),Lower Merion Fraternal Order of Police Lodge #28,2017-2020,2017-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,overlaps_target_window_2014_2024,candidate_only_not_verified,78,1850,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-2181fb0ebb4b9f42d270,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.mass.gov/doc/arb-13-3051-award/download,COMMONWEALTH OF MASSACHUSETTS — ARBITRATION DECISION (ARB-13-3051) (Town of Dracut) [PDF download endpoint],Dracut,MA,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-city-match,target_window_not_yet_confirmed,candidate_only_not_verified,77,1903,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-3d9dda7b9f0668698ada,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/city-rye-and-rye-police-association,STATE OF NEW YORK — Public Employment Relations Board: City of Rye and Rye Police Association,Rye,NY,Northeast,safety_and_non_safety_bargaining_units,police (uniformed law enforcement) (inferred from Rye Police Association),Rye Police Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality (Rye, NY) in title/heading",Unknown (target window 2014-2024; period not specified in the search snippet),candidate_only_not_verified,77,1919,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-50461e716a3e9078000b,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.uppermac.org/home/showpublisheddocument/3509/638356457525970000,Upper Macungie Township posted document — (Business Board) “Authorizing Ratification of the Tentative Collective Bargaining Agreement with UMTPD Officers Association”,Upper Macungie,PA,Northeast,safety_and_non_safety_bargaining_units,Safety (UMTPD Officers Association — police officers bargaining unit referenced by township business board posting),UMTPD Officers Association,Three-year term (exact dates not visible in search snippet; described as “this agreement will have a term of three years”),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same_municipality_match: Upper Macungie Township, PA",likely_within_expected_window_2014-2024 (needs date confirmation from the hosted posting contents),candidate_only_not_verified,77,1935,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-6ee2e5bf8140fb0b191d,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.newsandsentinel.com/news/local-news/2018/02/marietta-city-council-moves-forward-on-labor-negotiation/,Marietta City Council moves forward on labor negotiation,Marietta,GA,South,safety_and_non_safety_bargaining_units,police and fire (safety service providers) and bargaining units,,2018 (article date),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same_city_match_status=unclear (query hit appears to be Marietta in Ohio, not Marietta, GA)",overlaps_target_window=unknown,candidate_only_not_verified,77,1965,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-d2b1e797d806d045c662,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.tewksbury-ma.gov/DocumentCenter/View/7369/Patrolmanpdf,"Tewksbury, MA – Collective Bargaining Agreement (Patrolman) – PDF (DocumentCenter View/7369/Patrolmanpdf)",Tewksbury,MA,Northeast,safety_and_non_safety_bargaining_units,Public Safety – Police (Patrolman unit),Tewksbury Police Patrolman’s unit (exact union name not confirmed in this lead),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-city-lead,cycle-unknown-in-lead,candidate_only_not_verified,77,2043,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e20ccc94cf9639ea3a2d,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://www.pa.gov/agencies/dli/programs-services/labor-management-relations/pennsylvania-labor-relations-board/plrb-fact-finding-reports/2025-fact-finding-reports/pera-f-25-119-w-cranberry-township,"PERA-F-25-119-W Cranberry Township (PLRB) — Notice of Fact-Finder's Report (Utility Workers Union of America, AFL-CIO, Local 540)",Cranberry,PA,Northeast,safety_and_non_safety_bargaining_units,non-safety (utility/public works employees),"Utility Workers Union of America, AFL-CIO, Local 540","Successor negotiations following CBA expired December 31, 2024 (fact-finding in 2025)",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Cranberry Township, Butler County (matches Cranberry municipality context)","Overlaps target window (CBA expiry Dec 31, 2024; fact-finding relates to successor terms entering after 2014-2024 period)",candidate_only_not_verified,77,2061,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e3f33280d092be31c9fe,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.tewksbury-ma.gov/DocumentCenter/View/7371/Firefighterspdf,"Tewksbury, MA – Collective Bargaining Agreement (Firefighters) – PDF (DocumentCenter View/7371/Firefighterspdf)",Tewksbury,MA,Northeast,safety_and_non_safety_bargaining_units,Public Safety – Fire (Firefighters unit),Tewksbury Firefighters unit (exact union name not confirmed in this lead),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-city-lead,cycle-unknown-in-lead,candidate_only_not_verified,77,2065,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
