state,municipality,geography_type
MN,Cedar Mills,municipality
MN,Center City,municipality
MN,Chandler,municipality
MN,Chaska,municipality
MN,Chatfield,municipality
MN,Chengwatana,municipality
MN,Chisago Lake,municipality
MN,Chisholm,municipality
MN,Clara City,municipality
MN,Clarks Grove,municipality
MN,Cleveland,municipality
MN,Cold Spring,municipality
MN,Coleraine,municipality
MN,Cologne,municipality
MN,Columbus,municipality
MN,Coon Rapids,municipality
MN,Corcoran,municipality
MN,Credit River,municipality
MN,Crooked Lake,municipality
MN,Crosby,municipality
MN,Crow Wing,municipality
MN,Crystal Bay,municipality
MN,Dassel,municipality
MN,Dawson,municipality
MN,Deephaven,municipality
MN,Deer River,municipality
MN,Dellwood,municipality
MN,Detroit,municipality
MN,Detroit Lakes,municipality
MN,Dilworth,municipality
MN,Dover,municipality
MN,Duluth,municipality
MN,Dundas,municipality
MN,Eagle Bend,municipality
MN,Eagle Lake,municipality
MN,Eagles Nest,municipality
MN,East Bethel,municipality
MN,East Grand Forks,municipality
MN,Eastern,municipality
MN,Echo,municipality
MN,Eden Prairie,municipality
MN,Elgin,municipality
MN,Elko New Market,municipality
MN,Ellsburg,municipality
MN,Elmore,municipality
MN,Ely,municipality
MN,Elysian,municipality
MN,Fairmont,municipality
MN,Fairview,municipality
MN,Fayal,municipality
MN,Fertile,municipality
MN,Finlayson,municipality
MN,Fish Lake,municipality
MN,Floodwood,municipality
MN,Foley,municipality
MN,Forest,municipality
MN,Forest Prairie,municipality
MN,Fosston,municipality
MN,Foster,municipality
MN,Fountain,municipality
MN,Franklin,municipality
MN,Freeborn,municipality
MN,Fulda,municipality
MN,Geneva,municipality
MN,Ghent,municipality
MN,Gilbert,municipality
MN,Glencoe,municipality
MN,Glenwood,municipality
MN,Glyndon,municipality
MN,Grand Lake,municipality
MN,Grand Marais,municipality
MN,Granite Falls,municipality
MN,Greenbush,municipality
MN,Grey Eagle,municipality
MN,Hallock,municipality
MN,Hanover,municipality
MN,Hanska,municipality
MN,Harmony,municipality
MN,Harris,municipality
MN,Hawley,municipality
MN,Hector,municipality
MN,Heidelberg,municipality
MN,Hermantown,municipality
MN,Heron Lake,municipality
MN,Hinckley,municipality
MN,Hokah,municipality
MN,Hollandale,municipality
MN,Hoyt Lakes,municipality
MN,Ideal,municipality
MN,International Falls,municipality
MN,Inver Grove Heights,municipality
MN,Isanti,municipality
MN,Isle,municipality
MN,Ivanhoe,municipality
MN,Jackson,municipality
MN,Jasper,municipality
MN,Jeffers,municipality
MN,Jordan,municipality
MN,Kabetogama,municipality
MN,Kandiyohi,municipality
MN,Karlstad,municipality
MN,Kasson,municipality
MN,Kenyon,municipality
MN,Kettle River,municipality
MN,Kimball,municipality
MN,La Crescent,municipality
MN,Lac qui Parle,municipality
MN,Lake,municipality
MN,Lake Benton,municipality
MN,Lake Bronson,municipality
MN,Lake City,municipality
MN,Lake Crystal,municipality
MN,Lake Elmo,municipality
MN,Lake Lillian,municipality
MN,Lake Mary,municipality
MN,Lake Park,municipality
MN,Lake Shore,municipality
MN,Lamberton,municipality
MN,Lancaster,municipality
MN,Landfall,municipality
MN,Lanesboro,municipality
MN,Leon,municipality
MN,Leonidas,municipality
MN,Lexington,municipality
MN,Lismore,municipality
MN,Litchfield,municipality
MN,Little Falls,municipality
MN,Littlefork,municipality
MN,Long Lake,municipality
MN,Long Prairie,municipality
MN,Lonsdale,municipality
MN,Lyle,municipality
MN,Lynd,municipality
MN,Madelia,municipality
MN,Madison,municipality
MN,Mantorville,municipality
MN,Mantrap,municipality
MN,Maple Grove,municipality
MN,Maple Lake,municipality
MN,Maple Plain,municipality
MN,Maplewood,municipality
MN,Marshall,municipality
MN,May,municipality
MN,Mayer,municipality
MN,Mazeppa,municipality
MN,McGregor,municipality
MN,Medford,municipality
MN,Medicine Lake,municipality
MN,Menahga,municipality
MN,Mendota Heights,municipality
MN,Middle River,municipality
MN,Milaca,municipality
MN,Milan,municipality
MN,Milo,municipality
MN,Milroy,municipality
MN,Minneapolis,municipality
MN,Minneota,municipality
MN,Minnesota Lake,municipality
MN,Minnetrista,municipality
MN,Mission,municipality
MN,Montgomery,municipality
MN,Moorhead,municipality
MN,Moose Lake,municipality
MN,Mora,municipality
MN,Morgan,municipality
MN,Morris,municipality
MN,Mound,municipality
MN,Mounds View,municipality
MN,Mountain Lake,municipality
MN,Nashwauk,municipality
MN,Nevis,municipality
MN,New Auburn,municipality
MN,New Dosey,municipality
MN,New Hartford,municipality
MN,New Munich,municipality
MN,New Prague,municipality
MN,New Richland,municipality
MN,New York Mills,municipality
MN,Northome,municipality
MN,Oak Park Heights,municipality
MN,Ogema,municipality
MN,Onamia,municipality
MN,Orono,municipality
MN,Oronoco,municipality
MN,Orrock,municipality
MN,Ortonville,municipality
MN,Osakis,municipality
MN,Otto,municipality
MN,Park Rapids,municipality
MN,Paynesville,municipality
MN,Pelican,municipality
MN,Pelican Rapids,municipality
MN,Pemberton,municipality
MN,Pequaywan,municipality
MN,Pequot Lakes,municipality
MN,Perham,municipality
MN,Pierz,municipality
MN,Pine City,municipality
MN,Pine Island,municipality
MN,Pine River,municipality
MN,Pipestone,municipality
MN,Plainview,municipality
MN,Pokegama,municipality
MN,Port Hope,municipality
MN,Princeton,municipality
MN,Randall,municipality
MN,Ranier,municipality
MN,Redwood Falls,municipality
MN,Rice Lake,municipality
MN,Richmond,municipality
MN,Robbinsdale,municipality
MN,Rogers,municipality
MN,Roseau,municipality
MN,Rothsay,municipality
MN,Royalton,municipality
MN,Sand Creek,municipality
MN,Sandstone,municipality
MN,Sauk Centre,municipality
MN,Sauk Rapids,municipality
MN,Scambler,municipality
MN,Scandia Valley,municipality
MN,Shakopee,municipality
MN,Shelly,municipality
MN,Sherburn,municipality
MN,Shorewood,municipality
MN,Silver Creek,municipality
MN,Skyline,municipality
MN,Slayton,municipality
MN,Sleepy Eye,municipality
MN,Spring Lake Park,municipality
MN,Spring Valley,municipality
MN,St. Augusta,municipality
MN,St. Charles,municipality
MN,St. Francis,municipality
MN,St. James,municipality
MN,St. Paul Park,municipality
MN,St. Peter,municipality
MN,St. Stephen,municipality
MN,Stanchfield,municipality
MN,Staples,municipality
MN,Star Lake,municipality
MN,Starbuck,municipality
MN,Stewart,municipality
MN,Stillwater,municipality
MN,Sunfish Lake,municipality
MN,Thief River Falls,municipality
MN,Thomson,municipality
MN,Tonka Bay,municipality
MN,Tracy,municipality
MN,Trimont,municipality
MN,Truman,municipality
MN,Two Harbors,municipality
MN,Tyler,municipality
MN,Vasa,municipality
MN,Vergas,municipality
MN,Virginia,municipality
MN,Wabasha,municipality
MN,Waconia,municipality
MN,Wahkon,municipality
MN,Waite Park,municipality
MN,Walnut Grove,municipality
MN,Watab,municipality
MN,Waterford,municipality
MN,Watertown,municipality
MN,Waterville,municipality
MN,Wayzata,municipality
MN,Welcome,municipality
MN,Westbrook,municipality
MN,Whalan,municipality
MN,White Bear,municipality
MN,White Earth,municipality
MN,Wilma,municipality
MN,Windemere,municipality
MN,Winsted,municipality
MN,Wisconsin,municipality
MN,Wolverton,municipality
MN,Woodland,municipality
MN,Wrenshall,municipality
MN,Wyoming,municipality
MN,Zimmerman,municipality
MN,Zumbrota,municipality
MO,Agency,municipality
MO,Anderson,municipality
MO,Arcadia,municipality
MO,Archie,municipality
MO,Arrow Rock,municipality
MO,Augusta,municipality
MO,Bel-Nor,municipality
MO,Bellefontaine Neighbors,municipality
MO,Berkeley,municipality
MO,Black Jack,municipality
MO,Brentwood,municipality
MO,Bucklin,municipality
MO,Burlington Junction,municipality
MO,Cameron,municipality
MO,Carl Junction,municipality
MO,Carthage,municipality
MO,Caruthersville,municipality
MO,Cassville,municipality
MO,Center,municipality
MO,Chula,municipality
MO,Clay,municipality
MO,Clinton,municipality
MO,Concordia,municipality
MO,Cottleville,municipality
MO,Crane,municipality
MO,Dardenne Prairie,municipality
MO,Doniphan,municipality
MO,Eldon,municipality
MO,Eolia,municipality
MO,Festus,municipality
MO,Forsyth,municipality
MO,Freeman,municipality
MO,Gladstone,municipality
MO,Glenaire,municipality
MO,Grain Valley,municipality
MO,Grant City,municipality
MO,Greendale,municipality
MO,Greentop,municipality
MO,Henrietta,municipality
MO,Hopkins,municipality
MO,Huntleigh,municipality
MO,Iron Mountain Lake,municipality
MO,Jackson,municipality
MO,Jameson,municipality
MO,Jefferson,municipality
MO,Joplin,municipality
MO,Kahoka,municipality
MO,Kansas City,municipality
MO,Kearney,municipality
MO,Kennett,municipality
MO,Knob Noster,municipality
MO,La Grange,municipality
MO,Lake Annette,municipality
MO,Lamar,municipality
MO,Lancaster,municipality
MO,Lee's Summit,municipality
MO,Liberty,municipality
MO,Lowry City,municipality
MO,Maplewood,municipality
MO,Marble Hill,municipality
MO,Marceline,municipality
MO,Marshall,municipality
MO,Marthasville,municipality
MO,Meadville,municipality
MO,Memphis,municipality
MO,Mexico,municipality
MO,Miner,municipality
MO,Moberly,municipality
MO,Mountain Grove,municipality
MO,Neosho,municipality
MO,New Bloomfield,municipality
MO,New Florence,municipality
MO,Nixa,municipality
MO,Norborne,municipality
MO,Odessa,municipality
MO,Osage Beach,municipality
MO,Otterville,municipality
MO,Overland,municipality
MO,Pacific,municipality
MO,Parkway,municipality
MO,Pasadena Park,municipality
MO,Peculiar,municipality
MO,Perryville,municipality
MO,Platte City,municipality
MO,Platte Woods,municipality
MO,Pleasant Hill,municipality
MO,Polk,municipality
MO,Poplar Bluff,municipality
MO,Portageville,municipality
MO,Prairie Home,municipality
MO,Rich Hill,municipality
MO,Ridgeway,municipality
MO,Rogersville,municipality
MO,Smithville,municipality
MO,Springfield,municipality
MO,St. John,municipality
MO,Steelville,municipality
MO,Stella,municipality
MO,Sunrise Beach,municipality
MO,Trenton,municipality
MO,Trimble,municipality
MO,Union,municipality
MO,Wardsville,municipality
MO,Warrensburg,municipality
MO,Washington,municipality
MO,Wayland,municipality
MO,Waynesville,municipality
MO,Webb City,municipality
MO,Wentzville,municipality
MO,West Plains,municipality
MO,Willard,municipality
MO,Woodson Terrace,municipality
MS,Batesville,municipality
MS,Bay St. Louis,municipality
MS,Booneville,municipality
MS,Byhalia,municipality
MS,Carrollton,municipality
MS,Cleveland,municipality
MS,Crystal Springs,municipality
MS,D'Iberville,municipality
MS,Flora,municipality
MS,Florence,municipality
MS,Lucedale,municipality
MS,Pass Christian,municipality
MS,Plantersville,municipality
MS,Prentiss,municipality
MS,Quitman,municipality
MS,Rolling Fork,municipality
MS,Sherman,municipality
MS,Sturgis,municipality
MS,Terry,municipality
MS,Utica,municipality
MS,Water Valley,municipality
MS,Waynesboro,municipality
MS,West Point,municipality
MT,Alberton,municipality
MT,Anaconda-Deer Lodge County,municipality
MT,Bainville,municipality
MT,Big Sandy,municipality
MT,Boulder,municipality
MT,Bridger,municipality
MT,Broadus,municipality
MT,Chester,municipality
MT,Choteau,municipality
MT,Circle,municipality
MT,Clyde Park,municipality
MT,Colstrip,municipality
MT,Culbertson,municipality
MT,Cut Bank,municipality
MT,Darby,municipality
MT,Dutton,municipality
MT,East Helena,municipality
MT,Ennis,municipality
MT,Eureka,municipality
MT,Fairfield,municipality
MT,Fairview,municipality
MT,Forsyth,municipality
MT,Fort Benton,municipality
MT,Froid,municipality
MT,Fromberg,municipality
MT,Glasgow,municipality
MT,Harlowton,municipality
MT,Hot Springs,municipality
MT,Joliet,municipality
MT,Libby,municipality
MT,Lima,municipality
MT,Malta,municipality
MT,Medicine Lake,municipality
MT,Philipsburg,municipality
MT,Shelby,municipality
MT,Sheridan,municipality
MT,St. Ignatius,municipality
MT,Terry,municipality
MT,Three Forks,municipality
MT,Townsend,municipality
MT,Twin Bridges,municipality
MT,Valier,municipality
MT,Virginia City,municipality
MT,Walkerville,municipality
MT,West Yellowstone,municipality
MT,Whitehall,municipality
MT,Winifred,municipality
NC,Aberdeen,municipality
NC,Alamance,municipality
NC,Archdale,municipality
NC,Archer Lodge,municipality
NC,Asheboro,municipality
NC,Atlantic Beach,municipality
NC,Ayden,municipality
NC,Badin,municipality
NC,Bailey,municipality
NC,Banner Elk,municipality
NC,Beech Mountain,municipality
NC,Belmont,municipality
NC,Belville,municipality
NC,Bethania,municipality
NC,Bethel,municipality
NC,Biscoe,municipality
NC,Bladenboro,municipality
NC,Blowing Rock,municipality
NC,Bogue,municipality
NC,Boiling Springs,municipality
NC,Bolivia,municipality
NC,Boone,municipality
NC,Boonville,municipality
NC,Broadway,municipality
NC,Brookford,municipality
NC,Burnsville,municipality
NC,Cameron,municipality
NC,Cedar Point,municipality
NC,Chocowinity,municipality
NC,Claremont,municipality
NC,Clarkton,municipality
NC,Clemmons,municipality
NC,Coats,municipality
NC,Colerain,municipality
NC,Columbus,municipality
NC,Conetoe,municipality
NC,Conover,municipality
NC,Creswell,municipality
NC,Davidson,municipality
NC,Denton,municipality
NC,Drexel,municipality
NC,Duck,municipality
NC,East Spencer,municipality
NC,Elizabeth City,municipality
NC,Elizabethtown,municipality
NC,Elon,municipality
NC,Erwin,municipality
NC,Fairmont,municipality
NC,Fairview,municipality
NC,Faison,municipality
NC,Farmville,municipality
NC,Flat Rock,municipality
NC,Fletcher,municipality
NC,Forest City,municipality
NC,Franklin,municipality
NC,Gibsonville,municipality
NC,Glen Alpine,municipality
NC,Graham,municipality
NC,Green Level,municipality
NC,Hamilton,municipality
NC,Harrisburg,municipality
NC,Havelock,municipality
NC,Henderson,municipality
NC,Hendersonville,municipality
NC,Hope Mills,municipality
NC,Hot Springs,municipality
NC,Huntersville,municipality
NC,Jamestown,municipality
NC,Jamesville,municipality
NC,Jonesville,municipality
NC,Kernersville,municipality
NC,Kill Devil Hills,municipality
NC,King,municipality
NC,Kinston,municipality
NC,Kitty Hawk,municipality
NC,Knightdale,municipality
NC,Kure Beach,municipality
NC,La Grange,municipality
NC,Landis,municipality
NC,Laurel Park,municipality
NC,Laurinburg,municipality
NC,Leland,municipality
NC,Lenoir,municipality
NC,Lewisville,municipality
NC,Liberty,municipality
NC,Locust,municipality
NC,Lucama,municipality
NC,Maggie Valley,municipality
NC,Magnolia,municipality
NC,Marion,municipality
NC,Marshall,municipality
NC,Matthews,municipality
NC,Maxton,municipality
NC,Mayodan,municipality
NC,McAdenville,municipality
NC,Mebane,municipality
NC,Middlesex,municipality
NC,Midway,municipality
NC,Mills River,municipality
NC,Mint Hill,municipality
NC,Misenheimer,municipality
NC,Mocksville,municipality
NC,Montreat,municipality
NC,Morehead City,municipality
NC,Mount Gilead,municipality
NC,Mount Holly,municipality
NC,Nags Head,municipality
NC,New Bern,municipality
NC,New London,municipality
NC,Newton,municipality
NC,North Topsail Beach,municipality
NC,North Wilkesboro,municipality
NC,Oakboro,municipality
