rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,population,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_flag,retry_priority,priority_reason_summary,recommended_future_wave
1,NV,Las Vegas,cog_2025_169988,169988,CITY OF LAS VEGAS,municipal,660929,79.537,Tier 1,low,27.137,10.000,17.256,12.360,6.783,5.000,1.000,yes,high,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); failure-only retry candidate,next_cross_state_150_priority_pool
435,MO,Hannibal,cog_2025_190680,190680,CITY OF HANNIBAL,municipal,16838,72.683,Tier 1,low,22.005,10.000,15.797,10.173,9.708,5.000,0.000,no,not_applicable,population percentile 91.7; municipal/place; state evidence low; smoothed yield component 15.8/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
436,ME,Presque Isle,cog_2025_127885,127885,CITY OF PRESQUE ISLE,municipal,8677,72.683,Tier 1,low,20.576,10.000,16.731,11.464,8.912,5.000,0.000,no,not_applicable,population percentile 86.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
437,MO,Liberty,cog_2025_107603,107603,CITY OF LIBERTY,municipal,30794,72.680,Tier 1,low,23.122,10.000,15.797,10.173,8.588,5.000,0.000,no,not_applicable,population percentile 95.3; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
438,MN,Willmar,cog_2025_106818,106818,CITY OF WILLMAR,municipal,21335,72.679,Tier 1,medium,22.466,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 93.3; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
439,WI,Grafton,cog_2025_177205,177205,VILLAGE OF GRAFTON,municipal,12608,72.678,Tier 1,medium,21.416,10.000,17.902,11.561,6.799,5.000,0.000,no,not_applicable,population percentile 89.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
440,OH,Reminderville,cog_2025_172630,172630,VILLAGE OF REMINDERVILLE,municipal,5329,72.677,Tier 1,high,19.375,10.000,19.353,15.076,3.872,5.000,0.000,no,not_applicable,population percentile 80.6; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
441,KS,Dodge City,cog_2025_126896,126896,CITY OF DODGE CITY,municipal,27514,72.676,Tier 1,low,22.926,10.000,15.729,10.349,8.671,5.000,0.000,no,not_applicable,population percentile 94.8; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
442,OH,Loudonville,cog_2025_110695,110695,VILLAGE OF LOUDONVILLE,municipal,2775,72.671,Tier 1,high,17.464,10.000,19.353,15.076,5.777,5.000,0.000,no,not_applicable,population percentile 70.9; municipal/place; state evidence high; smoothed yield component 19.4/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
443,CA,Manhattan Beach,cog_2025_123112,123112,CITY OF MANHATTAN BEACH,municipal,33369,72.670,Tier 1,high,23.259,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
444,WI,Salem Lakes,cog_2025_247491,247491,VILLAGE OF SALEM LAKES,municipal,14367,72.668,Tier 1,medium,21.680,10.000,17.902,11.561,6.525,5.000,0.000,no,not_applicable,population percentile 90.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
445,KS,Garden City,cog_2025_164731,164731,CITY OF GARDEN CITY,municipal,27371,72.666,Tier 1,low,22.916,10.000,15.729,10.349,8.671,5.000,0.000,no,not_applicable,population percentile 94.7; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
446,ND,Mandan,cog_2025_171426,171426,CITY OF MANDAN,municipal,24586,72.666,Tier 1,low,22.719,10.000,16.102,10.051,8.794,5.000,0.000,no,not_applicable,population percentile 94.1; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
447,CA,Rancho Santa Margarita,cog_2025_137233,137233,CITY OF RANCHO SANTA MARGARITA,municipal,46182,72.662,Tier 1,high,23.782,10.000,18.043,13.079,2.758,5.000,0.000,no,not_applicable,population percentile 97.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
448,WI,Cedarburg,cog_2025_209813,209813,CITY OF CEDARBURG,municipal,12527,72.662,Tier 1,medium,21.400,10.000,17.902,11.561,6.799,5.000,0.000,no,not_applicable,population percentile 89.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
449,OH,Bellaire,cog_2025_110701,110701,VILLAGE OF BELLAIRE,municipal,3763,72.662,Tier 1,high,18.393,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 75.7; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
450,CA,Atwater,cog_2025_207586,207586,CITY OF ATWATER,municipal,32052,72.659,Tier 1,high,23.191,10.000,18.043,13.079,3.346,5.000,0.000,no,not_applicable,population percentile 95.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
451,CA,San Dimas,cog_2025_161193,161193,CITY OF SAN DIMAS,municipal,33105,72.657,Tier 1,high,23.246,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
452,WY,Jackson,cog_2025_183798,183798,TOWN OF JACKSON,municipal,10639,72.654,Tier 1,low,21.051,10.000,16.729,11.054,8.819,5.000,0.000,no,not_applicable,population percentile 88.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
453,MN,St. Michael,cog_2025_167698,167698,CITY OF ST MICHAEL,municipal,21034,72.652,Tier 1,medium,22.439,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 93.2; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
454,OH,Brookville,cog_2025_172542,172542,CITY OF BROOKVILLE,municipal,5918,72.651,Tier 1,high,19.640,10.000,19.353,15.076,3.582,5.000,0.000,no,not_applicable,population percentile 81.9; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
455,NY,Lynbrook,cog_2025_109525,109525,VILLAGE OF LYNBROOK,municipal,20071,72.645,Tier 1,medium,22.349,10.000,16.739,10.760,7.798,5.000,0.000,no,not_applicable,population percentile 92.9; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
456,CA,Poway,cog_2025_100729,100729,CITY OF POWAY,municipal,48051,72.643,Tier 1,high,23.842,10.000,18.043,13.079,2.679,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
457,CA,Pleasant Hill,cog_2025_161139,161139,CITY OF PLEASANT HILL,municipal,33802,72.642,Tier 1,high,23.279,10.000,18.043,13.079,3.240,5.000,0.000,no,not_applicable,population percentile 95.8; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
458,PA,Indiana,cog_2025_173979,173979,BOROUGH OF INDIANA,municipal,14289,72.639,Tier 1,medium,21.669,10.000,17.177,10.934,7.858,5.000,0.000,no,not_applicable,population percentile 90.5; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
459,UT,Herriman,cog_2025_192298,192298,CITY OF HERRIMAN,municipal,60049,72.638,Tier 1,low,24.177,10.000,15.506,10.311,7.643,5.000,0.000,no,not_applicable,population percentile 97.9; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
460,NM,Ruidoso,cog_2025_186596,186596,VILLAGE OF RUIDOSO,municipal,7663,72.636,Tier 1,low,20.275,10.000,17.299,11.771,8.291,5.000,0.000,no,not_applicable,population percentile 84.7; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
461,PA,Franklin Park,cog_2025_173783,173783,BOROUGH OF FRANKLIN PARK,municipal,15024,72.634,Tier 1,medium,21.779,10.000,17.177,10.934,7.743,5.000,0.000,no,not_applicable,population percentile 90.9; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
462,NM,Bernalillo,cog_2025_202185,202185,TOWN OF BERNALILLO,municipal,9114,72.632,Tier 1,low,20.699,10.000,17.299,11.771,7.863,5.000,0.000,no,not_applicable,population percentile 86.6; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
463,CA,Moorpark,cog_2025_193119,193119,CITY OF MOORPARK,municipal,35543,72.630,Tier 1,high,23.362,10.000,18.043,13.079,3.146,5.000,0.000,no,not_applicable,population percentile 96.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
464,AK,Palmer,cog_2025_193066,193066,CITY OF PALMER,municipal,6378,72.629,Tier 1,low,19.827,10.000,16.907,12.054,8.840,5.000,0.000,no,not_applicable,population percentile 82.7; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
465,CA,Greenfield,cog_2025_193113,193113,CITY OF GREENFIELD,municipal,20634,72.623,Tier 1,high,22.405,10.000,18.043,13.079,4.096,5.000,0.000,no,not_applicable,population percentile 93.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
466,NY,Lackawanna,cog_2025_131225,131225,CITY OF LACKAWANNA,municipal,19593,72.620,Tier 1,medium,22.305,10.000,16.739,10.760,7.816,5.000,0.000,no,not_applicable,population percentile 92.8; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
467,CA,Suisun City,cog_2025_183862,183862,CITY OF SUISUN CITY,municipal,28743,72.618,Tier 1,high,23.007,10.000,18.043,13.079,3.489,5.000,0.000,no,not_applicable,population percentile 95.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
468,NY,Lockport,cog_2025_194808,194808,CITY OF LOCKPORT,municipal,20436,72.618,Tier 1,medium,22.385,10.000,16.739,10.760,7.735,5.000,0.000,no,not_applicable,population percentile 93.1; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
469,TN,Gallatin,cog_2025_175829,175829,CITY OF GALLATIN,municipal,50355,72.612,Tier 1,low,23.914,10.000,15.382,9.820,8.496,5.000,0.000,no,not_applicable,population percentile 97.3; municipal/place; state evidence low; smoothed yield component 15.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
470,MO,Maryland Heights,cog_2025_169157,169157,CITY OF MARYLAND HEIGHTS,municipal,27575,72.609,Tier 1,low,22.931,10.000,15.797,10.173,8.708,5.000,0.000,no,not_applicable,population percentile 94.8; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
471,MT,Hamilton,cog_2025_208674,208674,CITY OF HAMILTON,municipal,5268,72.605,Tier 1,low,19.341,10.000,17.294,12.360,8.610,5.000,0.000,no,not_applicable,population percentile 80.5; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
472,OH,Germantown,cog_2025_132492,132492,CITY OF GERMANTOWN,municipal,5809,72.604,Tier 1,high,19.593,10.000,19.353,15.076,3.582,5.000,0.000,no,not_applicable,population percentile 81.6; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
473,WI,Platteville,cog_2025_115067,115067,CITY OF PLATTEVILLE,municipal,11128,72.601,Tier 1,medium,21.151,10.000,17.902,11.561,6.987,5.000,0.000,no,not_applicable,population percentile 88.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
474,WI,Suamico,cog_2025_214806,214806,VILLAGE OF SUAMICO,municipal,13225,72.600,Tier 1,medium,21.510,10.000,17.902,11.561,6.627,5.000,0.000,no,not_applicable,population percentile 89.9; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
475,CA,Lemoore,cog_2025_161160,161160,CITY OF LEMOORE,municipal,26809,72.599,Tier 1,high,22.881,10.000,18.043,13.079,3.596,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
476,WI,Fort Atkinson,cog_2025_177158,177158,CITY OF FORT ATKINSON,municipal,12350,72.599,Tier 1,medium,21.372,10.000,17.902,11.561,6.765,5.000,0.000,no,not_applicable,population percentile 89.4; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
477,AK,Bethel,cog_2025_160746,160746,CITY OF BETHEL,municipal,6292,72.596,Tier 1,low,19.794,10.000,16.907,12.054,8.840,5.000,0.000,no,not_applicable,population percentile 82.6; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
478,CA,Bell,cog_2025_203970,203970,CITY OF BELL,municipal,31864,72.593,Tier 1,high,23.182,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 95.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
479,MO,Sikeston,cog_2025_107723,107723,CITY OF SIKESTON,municipal,16085,72.591,Tier 1,low,21.913,10.000,15.797,10.173,9.708,5.000,0.000,no,not_applicable,population percentile 91.4; municipal/place; state evidence low; smoothed yield component 15.8/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
480,OH,Pepper Pike,cog_2025_172368,172368,CITY OF PEPPER PIKE,municipal,6823,72.589,Tier 1,high,19.998,10.000,19.353,15.076,3.162,5.000,0.000,no,not_applicable,population percentile 83.5; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
481,WI,Marinette,cog_2025_177182,177182,CITY OF MARINETTE,municipal,11045,72.583,Tier 1,medium,21.133,10.000,17.902,11.561,6.987,5.000,0.000,no,not_applicable,population percentile 88.4; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
482,MD,Brunswick,cog_2025_166389,166389,CITY OF BRUNSWICK,municipal,8309,72.581,Tier 1,low,20.469,10.000,17.456,11.487,8.170,5.000,0.000,no,not_applicable,population percentile 85.6; municipal/place; state evidence low; smoothed yield component 17.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
483,NE,Papillion,cog_2025_108463,108463,CITY OF PAPILLION,municipal,23791,72.576,Tier 1,low,22.657,10.000,16.914,9.986,8.019,5.000,0.000,no,not_applicable,population percentile 93.9; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
484,PA,Whitehall,cog_2025_209225,209225,BOROUGH OF WHITEHALL,municipal,14615,72.575,Tier 1,medium,21.721,10.000,17.177,10.934,7.743,5.000,0.000,no,not_applicable,population percentile 90.7; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
485,TN,Cleveland,cog_2025_113314,113314,CITY OF CLEVELAND,municipal,49086,72.573,Tier 1,low,23.875,10.000,15.382,9.820,8.496,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence low; smoothed yield component 15.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
486,WY,Cody,cog_2025_177870,177870,CITY OF CODY,municipal,10240,72.566,Tier 1,low,20.963,10.000,16.729,11.054,8.819,5.000,0.000,no,not_applicable,population percentile 87.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
487,AL,Vestavia Hills,cog_2025_160649,160649,CITY OF VESTAVIA HILLS,municipal,38020,72.563,Tier 1,low,23.472,10.000,15.110,9.633,9.348,5.000,0.000,no,not_applicable,population percentile 96.3; municipal/place; state evidence low; smoothed yield component 15.1/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
488,CA,Brawley,cog_2025_123104,123104,CITY OF BRAWLEY,municipal,27849,72.561,Tier 1,high,22.950,10.000,18.043,13.079,3.489,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
489,UT,Taylorsville,cog_2025_176494,176494,CITY OF TAYLORSVILLE,municipal,57098,72.559,Tier 1,low,24.098,10.000,15.506,10.311,7.643,5.000,0.000,no,not_applicable,population percentile 97.7; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
490,MS,Laurel,cog_2025_168653,168653,CITY OF LAUREL,municipal,16979,72.557,Tier 1,low,22.021,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 91.8; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
491,MD,Taneytown,cog_2025_211247,211247,CITY OF TANEYTOWN,municipal,7400,72.554,Tier 1,low,20.192,10.000,17.456,11.487,8.420,5.000,0.000,no,not_applicable,population percentile 84.4; municipal/place; state evidence low; smoothed yield component 17.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
492,PA,Dunmore,cog_2025_173992,173992,BOROUGH OF DUNMORE,municipal,14186,72.553,Tier 1,medium,21.658,10.000,17.177,10.934,7.783,5.000,0.000,no,not_applicable,population percentile 90.4; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
493,CA,Desert Hot Springs,cog_2025_161239,161239,CITY OF DESERT HOT SPRINGS,municipal,33438,72.552,Tier 1,high,23.262,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
494,SD,Madison,cog_2025_134583,134583,CITY OF MADISON,municipal,6091,72.550,Tier 1,low,19.713,10.000,16.907,12.054,8.875,5.000,0.000,no,not_applicable,population percentile 82.2; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
495,WV,Beckley,cog_2025_177031,177031,CITY OF BECKLEY,municipal,16576,72.548,Tier 1,low,21.972,10.000,15.952,10.674,8.951,5.000,0.000,no,not_applicable,population percentile 91.6; municipal/place; state evidence low; smoothed yield component 16.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
496,UT,Spanish Fork,cog_2025_135843,135843,CITY OF SPANISH FORK CITY,municipal,45557,72.545,Tier 1,low,23.763,10.000,15.506,10.311,7.964,5.000,0.000,no,not_applicable,population percentile 97.0; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
497,CA,Beverly Hills,cog_2025_161165,161165,CITY OF BEVERLY HILLS,municipal,30974,72.544,Tier 1,high,23.132,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 95.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
498,UT,Roy,cog_2025_209667,209667,CITY OF ROY,municipal,38592,72.542,Tier 1,low,23.498,10.000,15.506,10.311,8.226,5.000,0.000,no,not_applicable,population percentile 96.4; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
499,TN,Lebanon,cog_2025_113382,113382,CITY OF LEBANON,municipal,48112,72.541,Tier 1,low,23.844,10.000,15.382,9.820,8.496,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence low; smoothed yield component 15.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
500,NY,Amsterdam,cog_2025_212073,212073,CITY OF AMSTERDAM,municipal,18093,72.532,Tier 1,medium,22.149,10.000,16.739,10.760,7.885,5.000,0.000,no,not_applicable,population percentile 92.2; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
