path,size_bytes,git_status,tracked_or_ignored,classification,proposed_action,safety_basis,active_reference_count,manifest_or_hash_coverage,archive_target_path,deletion_allowed_flag,requires_manual_confirmation_flag,reason,verification_kind,verification_reference,sha256
tmp/coordinator_150row_serial_live_validation_2026-07-21,4607,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/coordinator_regenerated_worker_2_nj50_dry_run_after_municipality_id_fix_2026-07-21,377988,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/create_broad_4x1000_prep_relay.py,3259,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/create_broad_state_scout_relay.py,3356,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_architecture_scaffold_2026-07-21_relay_d8c269a,1721684,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/dashboard_architecture_scaffold_2026-07-21_relay_d8c269a.zip,1a04e03470efa0835b2d10a1d253979e62043455f490821dd44354f583fd9921
tmp/dashboard_architecture_scaffold_2026-07-21_relay_d8c269a.zip,455188,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_architecture_validation_2026-07-21,2618,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_declutter_map_correction_tier_c_text_span_extraction_relay_2026-07-27_b6406ee,25647,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/dashboard_declutter_map_correction_tier_c_text_span_extraction_relay_2026-07-27_b6406ee.zip,f81a250a1e5708d30d1ebda5e33c81beef36d9c7af9180f7195eedf229613075
tmp/dashboard_declutter_map_correction_tier_c_text_span_extraction_relay_2026-07-27_b6406ee.zip,25925,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_fix_and_tier_c_source_review_download_556_relay_2026-07-27_09d6cbc,19958,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/dashboard_fix_and_tier_c_source_review_download_556_relay_2026-07-27_09d6cbc.zip,7d8fc22f18796331c51ba14276c801ec934ebaf10ebd53c650c34675f7ccba11
tmp/dashboard_fix_and_tier_c_source_review_download_556_relay_2026-07-27_09d6cbc.zip,20765,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_geographic_map_upgrade_2026-07-21_relay_f364b32.zip,549654,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_github_pages_deployment_repair_relay_2026-07-30_751be3f91856a9ebae82f4b2b933bcf0adcd971d.zip,287006,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_live_results_consolidation_2026-07-21_relay_943a458,2122975,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/dashboard_live_results_consolidation_2026-07-21_relay_943a458.zip,efa55a8743d644a085fdf1023fa86069b0525375985f6176f72fcf4ca04320f7
tmp/dashboard_live_results_consolidation_2026-07-21_relay_943a458.zip,598514,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/dashboard_live_results_consolidation_validation_2026-07-21,2372,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/direct_sdk_outer_timeout_fix_relay_2026-07-23_3a7d762,1989423,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/direct_sdk_outer_timeout_fix_relay_2026-07-23_3a7d762.zip,31790a465c6a474760aba8f5a31db9ea87f077bacf952f975d4a5318b7f84fdd
tmp/direct_sdk_outer_timeout_fix_relay_2026-07-23_3a7d762.zip,540979,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/direct_sdk_outer_timeout_fix_validation_2026-07-23,22787,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/direct_sdk_scout_backend_2026-07-20_relay_ad52791,1485691,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/direct_sdk_scout_backend_2026-07-20_relay_ad52791.zip,1b624cb89d6bd32e5dd369c4834a7c712a6f7e1e2c63297d83b631af98ff7353
tmp/direct_sdk_scout_backend_2026-07-20_relay_ad52791.zip,412332,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/direct_sdk_scout_backend_preflight,25209,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/direct_sdk_scout_backend_smoke_test_2026-07-20,4157,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/direct_sdk_scout_backend_validation_2026-07-20,3356,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/future_2x2000_verification_scaling_relay_2026-07-24_5c9c524,2593507,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/future_2x2000_verification_scaling_relay_2026-07-24_5c9c524.zip,2dda49b1b263281065c7a0ce5385c4ab75344b2fd260467c965dbdbf879af692
tmp/future_2x2000_verification_scaling_relay_2026-07-24_5c9c524.zip,646236,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_codify_pilots,2575385,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_huit_code_packet_2026-07-17,101758,,untracked,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_huit_code_packet_2026-07-17.zip,30901,,untracked,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_huit_code_packet_2026-07-17_relay_4a33388.zip,411585,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_proxy_connection_diagnosis_2026-07-16,21742,,untracked,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_proxy_connection_diagnosis_2026-07-16_relay_6c7c766.zip,382366,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_proxy_connection_retest_2026-07-17,14928,,untracked,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_proxy_connection_retest_2026-07-17_relay_85a8dd2.zip,354405,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_scout_pa25batch_relay_bundle_2026-07-15.zip,438569,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_scout_prompt_templates_2026-07-21_relay_11c92e7,1524355,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/gabriel_scout_prompt_templates_2026-07-21_relay_11c92e7.zip,9025afeac05bfac804c669672aeec70b981a97a0c7a46666bf614f8e2c298616
tmp/gabriel_scout_prompt_templates_2026-07-21_relay_11c92e7.zip,417235,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_scout_ratelimit_relay_bundle_2026-07-15.zip,344489,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_scout_timeout_relay_bundle_2026-07-15.zip,358192,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_scout_tuning_matrix_relay_bundle_2026-07-15.zip,394931,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_state_source_scout,6849960,,untracked,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_url_baseurl_audit_2026-07-17,14754,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_url_baseurl_audit_2026-07-17_relay_3c0d37f.zip,365092,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_working_vs_broken_scout_comparison_2026-07-17,13012,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_working_vs_broken_scout_comparison_2026-07-17_relay_dd53c4d.zip,367109,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_wrapper_preflight,13884,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_wrapper_smoke_test_2026-07-20,16120,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gabriel_wrapper_smoke_test_2026-07-20_relay_a533adb.zip,369193,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/git_push_branded_project_hub_2026-07-22.txt,81,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/global_analysis_readiness_gate_relay_2026-07-28_2556a22,29507,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/global_analysis_readiness_gate_relay_2026-07-28_2556a22.zip,e0ee0334ff581971ac91b78d36738134edd2ea6bc8d372c50640bab71bd283f2
tmp/global_analysis_readiness_gate_relay_2026-07-28_2556a22.zip,27250,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/gov_units_2025,10881518,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
