selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank,inventory_rows_for_content_hash,duplicate_hash_representative_rule,excluded_duplicate_detection_ids
140,cexrem_47d0eca4fb1eee3bfdeae379,doc_1d85d9d59d03e27f8d83f865,ttd_baa3e4bdfe6488c1e98d5f25,pr_4a246bb787494798d008f192,sr_dea222b86ff69c990042f7b2,NSCQ-FL-20260720-0020,TRI-cd05f82c2de76b8d3809,VER-0d599d04542e9d5dd2ef,FL,Hialeah,CITY OF HIALEAH,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0204_sr_dea222b86ff69c990042f7b2.pdf,17c0e23e2e77aafa7917903b462ebd6386667e12fb40be865e58a118eda98420,61,partial,possible,p2,"2,14,21,28,34",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_ac16926738a1a668e0d4d229,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
141,cexrem_228fa6a476aaa18a2df8704a,doc_4a101ff6230fdf02d061c66d,ttd_f8f4b8194f2d935d9f4a362f,pr_914c9a03d5280cbf575a2c86,sr_0e771ab59c718c33f6b018b4,NSCQ-FL-20260720-0212,TRI-aef8558378a09e12e826,VER-01158b4a29c0946aa0bf,FL,Jacksonville Beach,CITY OF JACKSONVILLE BEACH,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0395_sr_0e771ab59c718c33f6b018b4.pdf,7ada49a76e95f579f461ae0a1319a0bfcf3e4c1486f3452ee1f2903504a5e58f,63,present,possible,p2,"15,22,62",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_0966e84431b27f2b334e6b65,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
142,cexrem_494f01031f46a96747b0f594,doc_1e1538ed95e3c8a471aaef1a,ttd_49ae173e306e47576868b5eb,pr_3ccbce171dda1bad453b67fb,sr_debd454dcd75f09bdc27fbb8,NSCQ-FL-20260720-0106,TRI-33d12808c7807bb0dcbc,VER-2a6578548c4818db71ea,FL,Jupiter,TOWN OF JUPITER,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0432_sr_debd454dcd75f09bdc27fbb8.pdf,bcf75b68f8f6c9f9d1e53a078efafc71b68e0ff8b9f286651d17ecf1f80a036c,14,present,likely,p1,"1,5,7,10",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_e3bcb7f089496ff70abef65f,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
143,cexrem_59dbc58c49bab227835759a8,doc_9819a2cf3b52a40f09f970b7,ttd_83a87fe802f4d6d28a01427a,pr_13796e66888377c86b71dcb1,sr_4df7d032d5e831a67fdfe510,NSCQ-FL-20260720-0229,TRI-8773247b25a9a1ba04e2,VER-fc1f266f228d1d8badd0,FL,Lake Wales,CITY OF LAKE WALES,fire,memorandum_or_settlement,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0479_sr_4df7d032d5e831a67fdfe510.pdf,220a952e29c34b82551d8dd6f69e17822dbb8d8e30ad4a99aeeb1836738fca76,2,present,likely,p1,"1,2",92.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_6df27bf7ef08008b53007e8c,no,,mixed,mixed_quant_qual_ready,high,2,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
144,cexrem_c4e0f49a9c8e4525409d2a0b,doc_8990ac3c266e1fd848bc3d05,ttd_a1ce9f98b80a565050435a16,pr_bde0e6f2efac5b865cc19afb,sr_c75a3d791a4c9535bdd369ca,NSCQ-FL-20260720-0228,TRI-d616c7ec1f951602f8c9,VER-63cfb9da382517592400,FL,Lake Wales,CITY OF LAKE WALES,police,memorandum_or_settlement,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0463_sr_c75a3d791a4c9535bdd369ca.pdf,110be9675af89a63024502c18b9ba1f6e7612bb1fe721d9704775cde2942e807,2,present,likely,p1,"1,2",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_6df27bf7ef08008b53007e8c,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
145,cexrem_1d75aaeabc2514384cc70a88,doc_2f06d1a64b14befa6f9f2801,ttd_1fd47688e9d112e02d609845,pr_be3e2b4e9b1a7be8205f7259,sr_e8ad05c2e810ec999af5cef3,NSCQ-FL-20260720-0130,TRI-8ee599f46b0dac99ec43,VER-569ed8649db39563e5c3,FL,Lake Worth Beach,CITY OF LAKE WORTH BEACH,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_e8ad05c2e810ec999af5cef3.pdf,74a34df9c8b9bd4b99bee75c9e967022145ef872bab9cd64a116f3600e52c54d,76,present,possible,p2,"18,26,43",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_07553e674f167f6d2046d8f9,yes,cexrem_1d75aaeabc2514384cc70a88,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
146,cexrem_4427bfcf036b65d5687f242f,doc_0d31a2bed9989dea46cf5406,ttd_2e2b43ae7d0c3781d37221ee,pr_b46aeccc7740e0caa314ca51,sr_c2d048ef9ac2f3234931b170,NSCQ-FL-20260720-0225,TRI-a59898c99f385ee5670e,VER-a75d3bfc68875d4178d5,FL,Marco Island,CITY OF MARCO ISLAND,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0071_sr_c2d048ef9ac2f3234931b170.pdf,95c51895ebb89b5b76b16d048987b3baae2180fd26020f3fa2338f122320097f,57,present,likely,p1,"2,29,56,57",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_403c1b9bf724e8934d1cb17f,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
147,cexrem_9868261aea431a82e274d046,doc_2730e1a04044ea92f7a0a2be,ttd_0c38657ecd0b81a4a22a1985,pr_354fcac84cde122183b69abf,sr_f96c61a6f8ae3242691b699b,NSCQ-FL-20260720-0224,TRI-061d196571ee771879eb,VER-dcf475ab027fdb3f07e7,FL,Marco Island,CITY OF MARCO ISLAND,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0103_sr_f96c61a6f8ae3242691b699b.pdf,5aaf6e3ffb07eebbdf65ec170b91e52288dc07d5d3187154e86c4366765d7b3b,64,present,possible,p2,"8,22,29,33,36",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_403c1b9bf724e8934d1cb17f,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
148,cexrem_d304874fd62662c5b3db68aa,doc_af05b929259ab7dd92cc5797,ttd_8afa6c61d6ca7207961d0798,pr_270454ef7d14c13f3ac3c60d,sr_b3548b3ca7b527f589db7a7c,NSCQ-FL-20260720-0008,TRI-f671093ef4f85cd0a7d8,VER-1f3b102b63c3262d19fe,FL,Miami,CITY OF MIAMI,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0065_sr_b3548b3ca7b527f589db7a7c.pdf,1abaeb36eed3828987cbec0f0f12cb5ceb9b9f100c2eb5e160f729920ea36948,148,present,likely,p1,"2,50,66",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_c6e39afb3b04b6bff6313150,yes,cexrem_d304874fd62662c5b3db68aa,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
149,cexrem_f2fd456dc0555f2bedd71469,doc_73bd559633a012a2e749da0a,ttd_e06d562b9038aa65c2db4df9,pr_b37c9fc69701bc0fb0400ebe,sr_96d4d47db255eeb2c43f4ebe,NSCQ-FL-20260720-0093,TRI-f442334f84bfe094dba7,VER-cc7b710777b79db1fa90,FL,Miami Beach,CITY OF MIAMI BEACH,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0387_sr_96d4d47db255eeb2c43f4ebe.pdf,d242201413a95ca2b1aa411b35176445352d18430ef73ae7b03675819afffdf0,63,present,likely,p1,"8,15,29,62,63",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_abd1694ef8294e1a8b9865dd,yes,cexrem_f2fd456dc0555f2bedd71469,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
150,cexrem_0fd2bf8db2f80cd28258a5fd,doc_382f669c19087713119cbbef,ttd_8c5d31f1c55709d3710e91d3,pr_3e75b6b6b35cb3c00584ac72,sr_aaf34503314329cce81c33fb,NSCQ-FL-20260720-0036,TRI-d79868e30082263883ec,VER-dfebcd4e7675ae2b3251,FL,Miramar,CITY OF MIRAMAR,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0074_sr_aaf34503314329cce81c33fb.pdf,957f995719ed6fed2e9aea67ffa8c62c2c5de893a3b587c6d82d817324491e2a,122,present,possible,p2,"2,55,68",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_567150dc0c9c11b1660596af,yes,cexrem_0fd2bf8db2f80cd28258a5fd,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
151,cexrem_45ab25a87ab4d0af7ab8c313,doc_596505179c91d27f1e2b83d3,ttd_f93ea72ea26074f91adb1714,pr_93196bbf6c41d16f01660d6c,sr_ce4669e4c20151558a9ba1b4,NSCQ-FL-20260720-0209,TRI-a12d25f67b8ecaf86953,VER-b51613be1efc724b4801,FL,New Port Richey,CITY OF NEW PORT RICHEY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0156_sr_ce4669e4c20151558a9ba1b4.pdf,a34acffaa8860e8ba52c4bd0086e33a0a2355985a4acd6ae13ad2b5ad6a8b8a6,53,present,possible,p2,24,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_ce8050f2a65da37512c6db7c,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
152,cexrem_6379e1ca68979bb9e5bf6b80,doc_fcadf0ca4d4ff7dec184ed4b,ttd_a930d5e423fad93db8dcaac1,pr_999a7b3cfd3d982374ea21b5,sr_1a66e12e1898a3f61ca665ac,NSCQ-FL-20260720-0117,TRI-770b094655e4e793be18,VER-5100bb7feb02a571c109,FL,North Miami,CITY OF NORTH MIAMI,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0161_sr_1a66e12e1898a3f61ca665ac.pdf,8848b83eb035d9cfba1345c940ce69662fdc3e092bc52f60ea7599820389289c,79,partial,possible,p2,"36,40",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|DUPLICATE_HASH_REPRESENTATIVE,match_ee2ab4cd681b864aaa9af408,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,2,highest_evidence_score_then_detection_id,ttd_ecb0448e2ddaf335f23eced8
153,cexrem_4247957b824876aee7f590df,doc_ddcf1202c4c455d2e94daff7,ttd_057daa1cd4c673e92387411f,pr_3dd3ab8b9945a7339f7f58ec,sr_31e1b825c779922af274a3d4,NSCQ-FL-20260720-0140,TRI-3c5d49ac85a2b4497391,VER-9d5406938683e6ed7965,FL,North Miami Beach,CITY OF NORTH MIAMI BEACH,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0009_sr_31e1b825c779922af274a3d4.pdf,a92c8f8561e5cc75dde9fd186a11ce7b8de454a3effdd5d75bb4f4aee4e830d0,88,partial,possible,p2,"20,40,45",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_b829cbbbb22afa7f361a9677,yes,cexrem_4247957b824876aee7f590df,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
154,cexrem_b07dd566b242de8eafb00f46,doc_1f33f9cbf0e93ee06cd4d9e7,ttd_321c7768120c9f5a9c7c0bce,pr_bef6aaa1f8119ba1aa7a4288,sr_68935d28a1c1406c52c39749,NSCQ-FL-20260720-0121,TRI-f57826f56281953fecfc,VER-bb2111303d6b92bd53e4,FL,Oviedo,CITY OF OVIEDO,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0036_sr_68935d28a1c1406c52c39749.pdf,8d5366cacda872791f63e47a15b97c4c56fcbbe4c6edb97e49c80f43453d2ae3,63,present,likely,p1,"2,29,32,35,63",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_f1913b920e1d17f9f6c04faa,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
155,cexrem_664e1a49bc45f7ccd575ea3a,doc_ddc72cd0a817c77f151f3ab2,ttd_34709251567676c562de1181,pr_40afd18a4f92292ae0cc874c,sr_4ac2e5112eccfc66da5a358f,NSCQ-FL-20260720-0120,TRI-fbe468763a3fb39dbe5d,VER-7a9801e7e4535b1c267a,FL,Oviedo,CITY OF OVIEDO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0051_sr_4ac2e5112eccfc66da5a358f.pdf,8a29351fee92a45c25ea12d0ac3c3e330294a9ed5beaadfe3337d703ab7e184c,66,partial,possible,p2,"2,23,34,65",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_f1913b920e1d17f9f6c04faa,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
156,cexrem_55629e08a38cb6a1c4ce9026,doc_d14bed4644d5723e491dd746,ttd_2e20219d83cb4a7eaf7f1ecf,pr_3028898c25f72d82bfdbdb73,sr_bc32c3e4a27a4b01403a7a29,NSCQ-FL-20260720-0037,TRI-73f0b5dbd82921762e8e,VER-a489dc7faa84638770bf,FL,Palm Bay,CITY OF PALM BAY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0060_sr_bc32c3e4a27a4b01403a7a29.pdf,96dfd8c043fb106e898ae5b207742e29ebede405a919c0ec1cc794a99b8182a4,71,present,likely,p1,"2,9,17,32,36,40",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_da740f02d087d33c86e7853b,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
157,cexrem_22bf7ad917ea4f62773e2c0f,doc_e08dd95cb1a77cd5b400bee3,ttd_f4f8cdf366640f261d142511,pr_d747e37b9849ec06e58c3cf4,sr_50c8c8c685dde95ae530de47,NSCQ-FL-20260720-0110,TRI-f992dd609ae32afc25cc,VER-4ed14eb14a33f1719421,FL,Palm Beach Gardens,CITY OF PALM BEACH GARDENS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0424_sr_50c8c8c685dde95ae530de47.pdf,bac32a95aa1e4d6af21cc4b3437c4313f9eee82972580a129ce87ddd07adad20,80,present,likely,p1,"41,45,80",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_839cf9165e05feda751c1344,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
158,cexrem_d46bc9b05dd8e7727154a4fb,doc_5ad9b2aab0eee48854fc22ea,ttd_61a7884c0c9034437e3e785c,pr_b4abc33532b3d49b2ad4f1c1,sr_d8ff1ab83f6719fb5758094d,NSCQ-FL-20260720-0109,TRI-31f25b1048149fc3e158,VER-01cd7fe9019a9e293d37,FL,Palm Beach Gardens,CITY OF PALM BEACH GARDENS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0143_sr_d8ff1ab83f6719fb5758094d.pdf,8e2b41e6927c758e39b40f13a02471523501d6382ac82d6ce0c0c78983cef3e0,79,present,possible,p2,"2,10,36",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_839cf9165e05feda751c1344,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
159,cexrem_8878bed81d452bd92a1d8633,doc_2a47dc91ad87c8d1e2d5ebdd,ttd_484d24df9ff3a0d72f4abf72,pr_d97b1212eced5d89dfa8b390,sr_f65bd744412018362a93061e,NSCQ-FL-20260720-0174,TRI-15f3af0088e70d29b037,VER-18c275c1da6b32142acb,FL,Palm Springs,VILLAGE OF PALM SPRINGS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0039_sr_f65bd744412018362a93061e.pdf,9299117ca77c9f6b010e602dab7539b63d272519e7de45cceaea7fcd5ec7e6ed,64,present,likely,p1,"8,33",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_bae34356ed4377c6564403c5,yes,cexrem_8878bed81d452bd92a1d8633,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
160,cexrem_0f6c3eee2778d94038723c90,doc_6d2bf1d4876f2cdce6809a51,ttd_61144299d8325c8c6068a3a3,pr_63fd7838e5d023afd61f0f93,sr_7768a0c3549a07953860ac85,NSCQ-FL-20260720-0239,TRI-d7f06cdeb8e2887a2703,VER-f463338688d9fd364848,FL,Palmetto,CITY OF PALMETTO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0428_sr_7768a0c3549a07953860ac85.pdf,dacab84dddf76810876df2cf080536fbdf138387f146ea6d9be2221a06a67045,36,partial,possible,p2,"13,36",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_a12e6ed7cc3939f05385afb5,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
161,cexrem_2c1ef1627633d78bff231a74,doc_9935da036bc5b7d052b89151,ttd_28dbc8bbef39858b0c00a371,pr_860467921efa7e5e0c136f54,sr_81e31a22a6e29c65f62a959a,NSCQ-FL-20260720-0028,TRI-bb0dca5a84d73bf8a9c0,VER-d956fcf98908e4906a51,FL,Pembroke Pines,CITY OF PEMBROKE PINES,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0111_sr_81e31a22a6e29c65f62a959a.pdf,fd3160d2d997464d243ff29c308263051a0c9416b8451a6192b9fa48eb104d0e,78,present,possible,p2,"27,35,44",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_94aae1fd8b2c8a7cfe2ce4ab,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
162,cexrem_a42e85c41930c5292d2a5555,doc_00f189ad9659a24159a223b5,ttd_b20d67e96806f6c0ccaf488a,pr_5efd69fbdd63a6123dcab82f,sr_3283b5fca0e170f8265f266b,NSCQ-FL-20260720-0112,TRI-b450a05b49505954fc90,VER-6e9063ad95d6c4d1f5c2,FL,Pensacola,CITY OF PENSACOLA,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0216_sr_3283b5fca0e170f8265f266b.pdf,d9cfa0346ee8d2c10b9db93cabeb0ffc348c0b6e7bf1e13af5c3d1026c96e06d,72,partial,likely,p1,"2,17,25,33,37",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_ac40d00a0bec1d04b0e5e13e,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
163,cexrem_88952c0e6e9452e7f4af68bf,doc_92a50bcd98ed8a9542486273,ttd_b655146f146450c9653fc995,pr_c8f76f5045ee7addc729c2d6,sr_e27f82accf52cd16705d9e75,NSCQ-FL-20260720-0111,TRI-9c81e7da1fd2fb80531c,VER-d3d4afa65eb7099f9997,FL,Pensacola,CITY OF PENSACOLA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0002_sr_e27f82accf52cd16705d9e75.pdf,b523d4ab05096592a0da3b1ad48b14ff5276933c11c8c8c51dccd530bbb74108,53,present,likely,p1,"2,18,24,27,30,52",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_ac40d00a0bec1d04b0e5e13e,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
164,cexrem_345577d77f46d46eda98d5c8,doc_e94f8d4c9ac1077693a7e228,ttd_1650812909f23bebefd00171,pr_6df19d019d55922b5bcb5ef7,sr_b60c97c3cf8fb9ae5f06d54d,NSCQ-FL-20260720-0053,TRI-fcf2b4d984cad92a0fe7,VER-1aa7497f41ed45b50774,FL,Pompano Beach,CITY OF POMPANO BEACH,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_b60c97c3cf8fb9ae5f06d54d.pdf,5ec5c7bd8dbf49acd745b32ecc448bf62c0131cc436b825a13cbf4204a4f435d,41,present,likely,p1,"2,5,19,21",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_0427c156c1282e17d44fcc15,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
