aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,formula,magnitude,mechanism,municipality,period,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,stored_percentage,strict_eligibility,unit_type
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,step_schedule_progression,Tulelake,->,"["""", """", ""2.5%""]",GROWTH-3,2.5,True,AGGRES-523327f579c9f5cfb42d705c,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ea9ad64c7cab8a7be4803179""}",1,,B4X2500GROWTHSRC-7584124d2cfc76e0738f,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Edna,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-bed22d2ad442ab56a7fb9c75,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-af5e48983e31adfe5e6d31f9""}",1,,B4X2500GROWTHSRC-3a4d248a873f43639afb,KS,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,step_schedule_progression,Raynham,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-e1b521540d6a827dd26fd111,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-590a2fdf92eec4d75fa6847a""}",1,,B4X2500GROWTHSRC-f50c597fc470be4b7f7d,MA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Augusta charter,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-f9c67b15ba6cdc3c6ba82db1,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9efa2dc7d2ec30f27d85d8d6""}",1,,B4X2500GROWTHSRC-2f8e696ed2fd0f342e23,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lathrup Village,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-d0e5a9be371d9037df4fe47c,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-390b0fd5118dfa884e27003b""}",1,,B4X2500GROWTHSRC-7ca3e0a5cf7697b4a7a1,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lathrup Village,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-855290b98606b55f856c7d68,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-485c9fa172514a7eb9666507""}",1,,B4X2500GROWTHSRC-c4cdede1922a856d259b,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Village of Grosse Pointe Shores,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-900e37c11845795241606d96,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-2ef29a0aaf4b5009d8f7a96a""}",1,,B4X2500GROWTHSRC-08cfc862941b9c34ca4c,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.75,source_reported_direction_or_percentage,,step_schedule_progression,Tonka Bay,->,"["""", """", ""2.75%; 3.5%""]",GROWTH-3,2.75,True,AGGRES-8b61ed9ed78c164040083d1c,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-319f61fb3d7f3ce074433edb""}",1,,B4X2500GROWTHSRC-bdeab94e589d4d445c80,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,La Grange,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-8d08966761f48cba2ead79c6,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-2b565e05bc8ebc4415fb7d39""}",1,,B4X2500GROWTHSRC-1fb8919e39c37374f063,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,La Grange,->,"["""", """", ""2.5%""]",GROWTH-3,2.5,True,AGGRES-dca7d3be721c359eabe8c713,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-90c01cb9c43db613e9b98be5""}",1,,B4X2500GROWTHSRC-2533750ab5e697097fd2,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,La Grange,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-84dc4d3e6af6ad33637b7553,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0823c064663eff59992ed46a""}",1,,B4X2500GROWTHSRC-63937f1cff51375f65bb,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.6,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Ramseur,->,"["""", """", ""$136,540.00; 3.6%""]",GROWTH-3,3.6,True,AGGRES-5b3e814fa5863eb0acadd8be,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9b33a5bdbd7e1732de6749a9""}",1,,B4X2500GROWTHSRC-b11c88242da4acc98325,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bennington,->,"["""", """", ""6%; 3%""]",GROWTH-3,6.0,True,AGGRES-0eb43e7c10183ef083432580,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-d3aaedaeb6a655a3d2fa41c5""}",1,,B4X2500GROWTHSRC-b173fdcf6388276fc7d1,NH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bennington,->,"["""", """", ""6%; 3%""]",GROWTH-3,6.0,True,AGGRES-47c01f03c8a62e4d7efb5543,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-a21a2911215b7db4da6ccc26""}",1,,B4X2500GROWTHSRC-f5f1ecd43c7ab45bd028,NH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lysander,->,"["""", """", ""6%""]",GROWTH-3,6.0,True,AGGRES-47606b40a9c2db4176eccaad,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5c7184bd78f22d13bf737d84""}",1,,B4X2500GROWTHSRC-5f07ae5cf9d5a37c8755,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,New Castle,->,"["""", """", ""1.5%""]",GROWTH-3,1.5,True,AGGRES-5b8e9da893aa0d350296eec8,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-86da22d98542b99b9a0c443e""}",1,,B4X2500GROWTHSRC-78cf976f54fdcf8f807c,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,New Castle,->,"["""", """", ""2.5%""]",GROWTH-3,2.5,True,AGGRES-4efa204bfeccdc1a3c5c8b88,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b25ad4b888e2c19b4ff71fa4""}",1,,B4X2500GROWTHSRC-cd3ddc84cbff86f5f68f,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,New Castle,->,"["""", """", ""2.25%""]",GROWTH-3,2.25,True,AGGRES-e5ba8358f3bc154704e03ac0,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-c532046d404f6d0332094a59""}",1,,B4X2500GROWTHSRC-fabdb27f64dfd3d090f4,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.25,source_reported_direction_or_percentage,,step_schedule_progression,Bath,->,"["""", """", ""2.25%; 2%""]",GROWTH-3,2.25,True,AGGRES-8cd6b93317edcbe945b032b7,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-88e78d65356be1166306b10e""}",1,,B4X2500GROWTHSRC-30b10458c7408f331e3c,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bath,->,"["""", """", ""2.25%; 2%""]",GROWTH-3,2.25,True,AGGRES-6c19ae3c3ec2628a5e57be42,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8c4e34a3fc34137be58f532a""}",1,,B4X2500GROWTHSRC-5b03e5238e439bbfa07a,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bath,->,"["""", """", ""4%; 3.5%""]",GROWTH-3,3.5,True,AGGRES-158b40e6492b7957fd8769c7,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-60898919260e7c5a5abe509c""}",1,,B4X2500GROWTHSRC-6d31cd7d9a1da5d87970,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bath,->,"["""", """", ""4%; 3.5%""]",GROWTH-3,4.0,True,AGGRES-b3912b1f612dc83f3b6d0d56,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7b4c887bd906731d7a73ad23""}",1,,B4X2500GROWTHSRC-e7518cd9eecf41a80da5,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Champion,->,"["""", """", ""$2.00; 2%""]",GROWTH-3,2.0,True,AGGRES-d7d6c218a5f709b4d7829dce,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b54b542391f6ffeb51e63f9f""}",1,,B4X2500GROWTHSRC-7606895132c918a50b7c,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,15.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Chester,->,"["""", """", ""15%""]",GROWTH-3,15.0,True,AGGRES-34a1447ba858609b3725987d,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9dc9611c30d26c10562ed6d8""}",1,,B4X2500GROWTHSRC-a15386c787312654c83a,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Coal Grove,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-91e4cc6a793b4e4cf55a1d3f,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-52914a0680f326c8eb61aa26""}",1,,B4X2500GROWTHSRC-9d7406a3dac6d62e84c0,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Glendale,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-2308a15f34a2ad7f0cb98afc,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8d5d6bb78582002573a2fa13""}",1,,B4X2500GROWTHSRC-0dfc88591a5eaf061abb,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Glendale,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-2cc169ef09970a7e3e010405,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-38d3115b833f730721fb0621""}",1,,B4X2500GROWTHSRC-458621b1b14c95bc893a,OH,,source_reported_growth_rate,growth
