period_rescue_id,normalization_id,original_period_status,original_period_label,period_rescue_status,cleaned_period_label,period_evidence_basis,period_rescue_confidence,source_title,raw_period_tokens,source_locator_lineage
BRMPERRES-86da8060824f0e61355b5e11,BRMQNORM-20260803-32f6c3a3dd4fabe5b7946031,explicit_or_bounded_repair,2021,explicit_period_rescued,2021,existing explicit or bounded normalized period,high,Town of Saxeville Policy #11-15-2021 Town Election Workers Pay,"[""2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17781-01"", ""final"": ""https://img1.wsimg.com/blobby/go/3c925f02-6e30-4e47-978c-a726de1e010b/downloads/2f5c8140-f424-4a2d-911e-ecdaee39982d/_11-15-2021%20Election%20Worker%20Pay.pdf"", ""original"": ""https://img1.wsimg.com/blobby/go/3c925f02-6e30-4e47-978c-a726de1e010b/downloads/2f5c8140-f424-4a2d-911e-ecdaee39982d/_11-15-2021%20Election%20Worker%20Pay.pdf?ver=1779230914173"", ""scout_target_id"": ""BRM5-20260731-17781""}"
BRMPERRES-0f97f9decddda8738e802095,BRMQNORM-20260803-33293065a16bd343db007781,explicit_or_bounded_repair,2024,explicit_period_rescued,2024,existing explicit or bounded normalized period,high,RM-01-02-2024PDF.pdf (Resolution #24-05: Adopt the Cherrytree Township 2024 Wage & Salary Schedule),"[""2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18122-02"", ""final"": ""https://cherrytreetwp.com/Minutes/RM-01-02-2024PDF.pdf"", ""original"": ""https://www.cherrytreetwp.com/Minutes/RM-01-02-2024PDF.pdf"", ""scout_target_id"": ""BRM5-20260731-18122""}"
BRMPERRES-7fcfa99770955e327c9a9370,BRMQNORM-20260803-3333585abe1925ae4649fc16,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Bloomer, City of (Overall Non Professional), Dec. No. 22638-A (Communications Workers of America, Local 5540) — Mediation/Arbitration Between CWA Local 5540 and City of Bloomer",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-13875-01"", ""final"": ""https://werc.wi.gov/interest_awards/int_pre-99_vol_1_of_2/int22638.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int_pre-99_vol_1_of_2/int22638.pdf"", ""scout_target_id"": ""BRM5-20260731-13875""}"
BRMPERRES-8027b5df73ab4ce67b45f89d,BRMQNORM-20260803-33389bd20628dfb475bf8344,explicit_or_bounded_repair,2024,explicit_period_rescued,2024,existing explicit or bounded normalized period,high,"Town of Sand Lake Town Board Organizational Meeting Minutes (Jan 1, 2024) — Resolution: Salaries set forth in 2024 Budget (for non-CBA employees)","[""2024"",""Jan 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06815-01"", ""final"": ""https://townofsandlake.us/vertical/sites/%7BFECD5B14-8403-4F9F-87D1-23E443F86FD2%7D/uploads/Jan_1_2024_Minutes_Org_Mtg.pdf"", ""original"": ""https://www.townofsandlake.us/vertical/sites/%7BFECD5B14-8403-4F9F-87D1-23E443F86FD2%7D/uploads/Jan_1_2024_Minutes_Org_Mtg.pdf"", ""scout_target_id"": ""BRM5-20260731-06815""}"
BRMPERRES-c4603bdbf469611d1d67da08,BRMQNORM-20260803-33428dec8f3f1694b5652b06,explicit_or_bounded_repair,2022–2024,explicit_period_rescued,2022–2024,existing explicit or bounded normalized period,high,"Memorandum of Understanding — Solid Waste Division (Teamsters Local 696) — January 1, 2022 to December 31, 2024","[""December 31, 2024"",""January 1, 2022""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04617-03"", ""final"": ""https://lawrenceks.civicweb.net/document/73123/Consider%20approving%20the%20Memorandum%20of%20Understand.pdf"", ""original"": ""https://lawrenceks.civicweb.net/document/73123/Consider%20approving%20the%20Memorandum%20of%20Understand.pdf?handle=158E8E15904749F580ACF4797A86BD06"", ""scout_target_id"": ""BRM5-20260731-04617""}"
BRMPERRES-6414422d3cc8a79f0a3b68a9,BRMQNORM-20260803-334c0512c0e6907982282593,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,COLLECTIVE BARGAINING AGREEMENT / EMPLOYMENT CONTRACT (Town of Kinderhook) — (Teamsters Local 294; binding CBA-style agreement; police/fire not indicated in snippet),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/26/10/56/26105661363302377713642602586304257685"", ""original"": ""https://ecommons.cornell.edu/bitstreams/9f6ebf94-bd3c-46dd-9388-629e2fadc7d5/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMPERRES-eff578b62557671a45e0bb22,BRMQNORM-20260803-3356be1c6b008744a731ca9d,explicit_or_bounded_repair,2024–2026,explicit_period_rescued,2024–2026,existing explicit or bounded normalized period,high,"ATHENS P.D. COMMUNICATIONS 2024-2026 (Collective Bargaining Agreement) — City of Athens, Ohio & Fraternal Order of Police, Ohio Labor Council","[""2024-2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13407-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-09-0867.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-09-0867.pdf"", ""scout_target_id"": ""BRM5-20260731-13407""}"
BRMPERRES-e20f7b0db292d6ab6122828d,BRMQNORM-20260803-335a329807f880c8f9becf99,explicit_or_bounded_repair,2026–2027,explicit_period_rescued,2026–2027,existing explicit or bounded normalized period,high,"Johnstown Township March 25, 2026 Special Board Meeting & Public Hearing Minutes (FY 2026-2027 Budget; Salary Schedule Resolution# 2026-03-02)","[""2026-03"",""FY 2026-2027"",""March 25, 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-16107-01"", ""final"": ""https://johnstowntwpmi.gov/wp-content/uploads/2026/04/2026-03-25-Spcl-Board-Meeting-and-Pub-Hearing-Minutes-PPROVED.pdf"", ""original"": ""https://johnstowntwpmi.gov/wp-content/uploads/2026/04/2026-03-25-Spcl-Board-Meeting-and-Pub-Hearing-Minutes-PPROVED.pdf"", ""scout_target_id"": ""BRM5-20260731-16107""}"
BRMPERRES-59b79d8ce98035667fc02604,BRMQNORM-20260803-335b00551065992da1368f7e,explicit_or_bounded_repair,2022,explicit_period_rescued,2022,existing explicit or bounded normalized period,high,Resolution 2022-052 A Resolution Authorizing the Service Rates for Services Rendered Under HB 505.86 and HB 505.87 (Exhibit A),"[""2022""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05997-04"", ""final"": ""https://franklin-townshipohio.gov/wp-content/uploads/2023/11/2022-052-2022-HB50-Rates-for-Services-Rended-Under-HB-505.86-and-505.87-with-exhibit.pdf"", ""original"": ""https://franklin-townshipohio.gov/wp-content/uploads/2023/11/2022-052-2022-HB50-Rates-for-Services-Rended-Under-HB-505.86-and-505.87-with-exhibit.pdf"", ""scout_target_id"": ""BRM5-20260731-05997""}"
BRMPERRES-876c3df1b5785d7f74e8427e,BRMQNORM-20260803-3360108990aad68834ca5dac,explicit_or_bounded_repair,2024–2025,explicit_period_rescued,2024–2025,existing explicit or bounded normalized period,high,"Town of Denmark Agenda (Dec 16, 2024) — Resolution ___ of 2024: Adoption of 2025 Salary Schedule","[""2024"",""2025"",""Dec 16, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02961-02"", ""final"": ""https://townofdenmarkny.gov/wp-content/uploads/2024/12/Agenda-December-for-12.16.2024-TB-meeting.pdf"", ""original"": ""https://townofdenmarkny.gov/wp-content/uploads/2024/12/Agenda-December-for-12.16.2024-TB-meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-02961""}"
BRMPERRES-487bb1490dd41df6fe801c66,BRMQNORM-20260803-3364364ac6a0e3ec2aed3b2a,explicit_or_bounded_repair,2011,explicit_period_rescued,2011,existing explicit or bounded normalized period,high,"Kinderhook, Town of and Town of Kinderhook Highway Department Unit (IBT), Local 294 — Employment Contract (Agreement made entered into ...)","[""January 1, 2011""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10482-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/11/28/70/112870935494163133025735980898933143862"", ""original"": ""https://ecommons.cornell.edu/server/api/core/bitstreams/b6a41ddb-6a09-4a6c-a834-c8492f58fd7b/content"", ""scout_target_id"": ""BRM5-20260731-10482""}"
BRMPERRES-5d60ccf3b3898c5997c1b56b,BRMQNORM-20260803-336932ea20aea19701191c5c,explicit_or_bounded_repair,2023–2025,explicit_period_rescued,2023–2025,existing explicit or bounded normalized period,high,"Labor Agreement between City of Fairmont and International Brotherhood of Electrical Workers (IBEW), Local #949 — January 1, 2023 to December 31, 2025","[""December 31, 2025"",""January 1, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01404-02"", ""final"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""original"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""scout_target_id"": ""BRM5-20260731-01404""}"
BRMPERRES-f5a94c64fe27436f512194ff,BRMQNORM-20260803-3369af6b91f355a194736b0b,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,City of Seagraves 2025-2026 Adopted Budget (approved-budget-2025-2026.pdf),"[""2025-2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18678-01"", ""final"": ""https://seagravestx.us/docs/public-notices/approved-budget-2025-2026.pdf"", ""original"": ""https://www.seagravestx.us/docs/public-notices/approved-budget-2025-2026.pdf"", ""scout_target_id"": ""BRM5-20260731-18678""}"
BRMPERRES-4b3b0af470280b6182a50324,BRMQNORM-20260803-336cadf5aa036561af9a6001,explicit_or_bounded_repair,2024,explicit_period_rescued,2024,existing explicit or bounded normalized period,high,Budgetary Ordinance No.:24-03 - Fixing and Authorizing the Payment of Certain Salaries of Appointed Officers and Employees for Year 2024 (Civil City),"[""2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04330-01"", ""final"": ""https://franklin.in.gov/egov/documents/1708436842_10086.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1708436842_10086.pdf"", ""scout_target_id"": ""BRM5-20260731-04330""}"
BRMPERRES-74c096551e67b69cf6251d25,BRMQNORM-20260803-336d66390e6c704cdc284aad,explicit_or_bounded_repair,2010,explicit_period_rescued,2010,existing explicit or bounded normalized period,high,PERB Fact Finder’s Report and Recommendations — Impasse Between Town of Pleasant Valley and International Brotherhood of Teamsters Local 456 (Blue Collar Unit),"[""April 14, 2010""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06799-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/05/m2010-266.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/05/m2010-266.pdf"", ""scout_target_id"": ""BRM5-20260731-06799""}"
BRMPERRES-acb43495d7e15824d7967af4,BRMQNORM-20260803-33715d27e18983f9503dbb90,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"City of Greenfield (Police Department), Decision No. 15033-B (Municipal Interest Arbitration)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17681-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia15033.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia15033.pdf"", ""scout_target_id"": ""BRM5-20260731-17681""}"
BRMPERRES-7d26d9b2c4f5bae24c3c0528,BRMQNORM-20260803-3371622fede2a3e7012a4f4c,explicit_or_bounded_repair,2017–2019,explicit_period_rescued,2017–2019,existing explicit or bounded normalized period,high,COLLECTIVE BARGAINING AGREEMENT 2017 - 2019,"[""2017 - 2019""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02208-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-1067.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-1067.pdf"", ""scout_target_id"": ""BRM5-20260731-02208""}"
BRMPERRES-cf621d49d22af72df7b68cb4,BRMQNORM-20260803-337804202ead08cf963f7d75,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Master Agreement — United Steelworkers (USW) Local #1858 (City of Harrison general municipal employees unit),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-13506-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-06-0612.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-06-0612.pdf"", ""scout_target_id"": ""BRM5-20260731-13506""}"
BRMPERRES-82fe2eb357ef269e9c6f4fbe,BRMQNORM-20260803-337f43cbea88b859ee273f73,explicit_or_bounded_repair,2022–2024,explicit_period_rescued,2022–2024,existing explicit or bounded normalized period,high,"Memorandum of Understanding — Solid Waste Division (Teamsters Local 696) — January 1, 2022 to December 31, 2024","[""December 31, 2024"",""January 1, 2022""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04617-03"", ""final"": ""https://lawrenceks.civicweb.net/document/73123/Consider%20approving%20the%20Memorandum%20of%20Understand.pdf"", ""original"": ""https://lawrenceks.civicweb.net/document/73123/Consider%20approving%20the%20Memorandum%20of%20Understand.pdf?handle=158E8E15904749F580ACF4797A86BD06"", ""scout_target_id"": ""BRM5-20260731-04617""}"
BRMPERRES-86290a27fc02993f2c5c3f25,BRMQNORM-20260803-33823e328a8100c4d0fde355,explicit_or_bounded_repair,2024,explicit_period_rescued,2024,existing explicit or bounded normalized period,high,Addendum to Collective Bargaining Agreement — 2024 Pay Rates for OPBA Bargaining Units (Memorandum),"[""2024"",""March 25, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02213-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2023/23-MED-04-0377.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2023/23-MED-04-0377.pdf"", ""scout_target_id"": ""BRM5-20260731-02213""}"
BRMPERRES-fa0f06f3aea2a9bc9b927a69,BRMQNORM-20260803-338255d2da9b5a03879c949f,explicit_or_bounded_repair,2023,explicit_period_rescued,2023,existing explicit or bounded normalized period,high,Regular Monthly Board Meeting of the Town of Trade Lake — 1/12/2023 (Any Action Deemed Necessary: Motion to increase wages),"[""2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02853-01"", ""final"": ""https://tradelakewi.org/wp-content/uploads/2024/06/01-12-2023-Monthly-board-meeting-minutes.pdf"", ""original"": ""https://tradelakewi.org/wp-content/uploads/2024/06/01-12-2023-Monthly-board-meeting-minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-02853""}"
BRMPERRES-1b5616cf3dc039fc89cfb3a6,BRMQNORM-20260803-339ade2cc015e39a7cab16a2,explicit_or_bounded_repair,2014,explicit_period_rescued,2014,existing explicit or bounded normalized period,high,"Carlisle, Town of and Town of Carlisle Highway Department Unit, International Brotherhood of Teamsters (IBT), Local 294 (2014)","[""2014""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02939-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/13/98/97/139897266541406835587999243366751417911"", ""original"": ""https://ecommons.cornell.edu/bitstreams/335f4baa-bb7f-4db4-ba75-40023c2bf7a9/download"", ""scout_target_id"": ""BRM5-20260731-02939""}"
BRMPERRES-8f0f8661a767f86037846783,BRMQNORM-20260803-33ac476b51edb578cc7f06d5,explicit_or_bounded_repair,2013–2014,explicit_period_rescued,2013–2014,existing explicit or bounded normalized period,high,City of Natalia Adopted FY2014-15 Annual Budgets (Employee Benefits & Compensation section),"[""2013-2014"",""FY2014-15""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18643-01"", ""final"": ""https://static1.squarespace.com/static/510d84a9e4b072208fa0916a/t/54233da3e4b065eab39e2c49/1411595683967/Adopted+FY2014-15+Annual+Budgets+9.11.14.pdf"", ""original"": ""https://cityofnatalia.squarespace.com/s/Adopted-FY2014-15-Annual-Budgets-91114-megp.pdf"", ""scout_target_id"": ""BRM5-20260731-18643""}"
BRMPERRES-518e025c7bb232e014f2785e,BRMQNORM-20260803-33ced1eb78555fd215f3e664,explicit_or_bounded_repair,2023–2024,explicit_period_rescued,2023–2024,existing explicit or bounded normalized period,high,"April 18, 2023 Finance Meeting Minutes (updated hourly wages; wage changes tied to 2024 minimum wage)","[""2024"",""April 18, 2023"",""January 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-00474-02"", ""final"": ""https://villageofstonington.com/documents/654/April_18_2023_Finance_Meeting_minutes.pdf"", ""original"": ""https://villageofstonington.com/documents/654/April_18_2023_Finance_Meeting_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-00474""}"
BRMPERRES-a37aac5873f93e3057674b69,BRMQNORM-20260803-33d128e9123347948fcb6f61,explicit_or_bounded_repair,2024–2025,explicit_period_rescued,2024–2025,existing explicit or bounded normalized period,high,Fact Finder Report and Recommendation (Fraternal Order of Police Lodge 15) vs. The City of Strongsville; SERB Case No. 2024-MED-10-1275,"[""2024"",""August 4, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17324-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""scout_target_id"": ""BRM5-20260731-17324""}"
BRMPERRES-11c1a50236844fb973d3dec6,BRMQNORM-20260803-33d63d71e275127b0532992b,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Farmer City Code of Ordinances (Title III: Administration) — § 32.155 Wage Rates; § 32.156 Prevailing Wage,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-00221-02"", ""final"": ""https://cityoffarmercity.org/administration"", ""original"": ""https://cityoffarmercity.org/administration/"", ""scout_target_id"": ""BRM5-20260731-00221""}"
BRMPERRES-0f49b2519ab37599ffc74b63,BRMQNORM-20260803-33e47d5e23f10a554f097ec7,explicit_or_bounded_repair,2004–2026,explicit_period_rescued,2004–2026,existing explicit or bounded normalized period,high,Whitewater Township Special Board Meeting Packet (includes Graded Wage Scale 2025/2026 and Salary Schedule 2025/2026),"[""2025/2026"",""March 16, 2004"",""May 1, 2004""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08760-01"", ""final"": ""https://whitewatertownshipmi.gov/uploads/2/1/9/6/21966412/special_board_meeting_packet__03.24.2025.pdf"", ""original"": ""https://www.whitewatertownshipmi.gov/uploads/2/1/9/6/21966412/special_board_meeting_packet__03.24.2025.pdf"", ""scout_target_id"": ""BRM5-20260731-08760""}"
BRMPERRES-15484ccd4d723e5a6cbfd3a4,BRMQNORM-20260803-33e610b44c7663f12bb598a0,explicit_or_bounded_repair,2020,explicit_period_rescued,2020,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement Between Village of Granville and Fraternal Order of Police, Ohio Labor Council Inc.","[""2020""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13492-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0836.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0836.pdf"", ""scout_target_id"": ""BRM5-20260731-13492""}"
