non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,source_quantitative_observation_id,qa_original_status,qa_resolution_id,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_corrected_lane
nobs_69930443bb6067af2e575c19,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,ttd_55b53b0fa6ecb2a4eaea69fe,sr_08bb5bf6ece06178b95564d6,NSCQ-FL-20260720-0171,FL,Key West,CITY OF KEY WEST,police,cba,,,17,overtime,"avoid the overtime impact of this program; City shall pay all related costs, including overtime if appropriate",,"Training is provided on regular duty shift when possible; otherwise shift changes arranged. If City mandates attendance at a course, City pays related costs including overtime if appropriate.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=17,high,TRAINING_COSTS_INCLUDE_OVERTIME_IF_APPRO,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_69930443bb6067af2e575c19,,true
nobs_ae7033efa34a6cecbaacf33f,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,ttd_55b53b0fa6ecb2a4eaea69fe,sr_08bb5bf6ece06178b95564d6,NSCQ-FL-20260720-0171,FL,Key West,CITY OF KEY WEST,police,cba,,,18,overtime,Special duty officers shall customarily be provided from off-duty personnel on an overtime or contractual basis,,Special duty officers customarily provided from off-duty personnel on an overtime or contractual basis; watch commander may assign on-duty officers.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=18,medium,SPECIAL_DUTY_OFF_DUTY_PROVIDED_ON_OVERT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_ae7033efa34a6cecbaacf33f,,true
nobs_c50812ac8d7080e5f27f7f7b,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,ttd_55b53b0fa6ecb2a4eaea69fe,sr_08bb5bf6ece06178b95564d6,NSCQ-FL-20260720-0171,FL,Key West,CITY OF KEY WEST,police,cba,,,18,other,no contract out bargaining unit work solely in order to avoid the payment of overtime,,City will not contract out bargaining unit work solely to avoid overtime payment.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=18,medium,NO_CONTRACT_OUT_SOLELY_TO_AVOID_OVERT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_c50812ac8d7080e5f27f7f7b,,true
nobs_0aedd9ce7bcafbaa7c006e87,cex_9910ffe374d823ba0403d682,doc_ab42894adf572e6477b7fc75,ttd_4b44a8211bc86b642529ae50,sr_c27e34740861ed318c1bcaed,NSCQ-FL-20260720-0048,FL,Lakeland,CITY OF LAKELAND,non_safety,cba,,,2,uniform_or_equipment,uniform allowance to $1000/year (fire retardant uniforms),,fire retardant uniforms,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c27e34740861ed318c1bcaed.pdf#page=2,high,UNIFORM_ALLOWANCE_FIRE_RETARDANT_AMOUNT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_0aedd9ce7bcafbaa7c006e87,,true
nobs_a32111d0e07be1a417ac3a00,cex_9910ffe374d823ba0403d682,doc_ab42894adf572e6477b7fc75,ttd_4b44a8211bc86b642529ae50,sr_c27e34740861ed318c1bcaed,NSCQ-FL-20260720-0048,FL,Lakeland,CITY OF LAKELAND,non_safety,cba,,,2,uniform_or_equipment,$750 for non-fire retardant uniforms,,non-fire retardant uniforms,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c27e34740861ed318c1bcaed.pdf#page=2,high,UNIFORM_ALLOWANCE_NON_FIRE_RETARDANT_AMT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a32111d0e07be1a417ac3a00,,true
nobs_076d936e09f6b6a0f3111699,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,ttd_790861324713c01ab5a45039,sr_1ea017d3fe2b5af01ba6e78d,NSCQ-FL-20260720-0045,FL,Lakeland,CITY OF LAKELAND,police,cba,,,36,education_or_certification,"Eligible for tuition reimbursement; reimbursement limited to no more than $2,500.00 per fiscal year for any individual; ",,Regular full-time employees after six (6) months continuous service; new hires with supervisor approval; eligible courses must be offered by an accredited provider or approved by Police Administration.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=36,high,EDU_REIMBURSEMENT_CAP_AND_ELIGIBILITY,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_076d936e09f6b6a0f3111699,,true
nobs_d4b60f287ec512b06e237c48,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,ttd_790861324713c01ab5a45039,sr_1ea017d3fe2b5af01ba6e78d,NSCQ-FL-20260720-0045,FL,Lakeland,CITY OF LAKELAND,police,cba,,,37,education_or_certification,"Final grade(s) of ""C"" or better or a certificate of satisfactory completion required for reimbursement; tuition/fees are",,Tuition and fees eligible; books and/or supplies not eligible; reimbursement after transcript/certificate submission per approved application.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=37,high,EDU_GRADE_OR_CERT_REQUIREMENT_AND_ELIG_C,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d4b60f287ec512b06e237c48,,true
nobs_632443cb11f35876b72f137e,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,ttd_790861324713c01ab5a45039,sr_1ea017d3fe2b5af01ba6e78d,NSCQ-FL-20260720-0045,FL,Lakeland,CITY OF LAKELAND,police,cba,,,37,education_or_certification,Repayment if leave employment within one year from time reimbursement is received; exempt if retire due to injuries from,,Employee must reimburse City for course tuition received if leaving within one year; exemption for retirement due to injuries incurred in course of duty.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=37,high,EDU_REPAYMENT_AND_EXEMPTION,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_632443cb11f35876b72f137e,,true
nobs_bd34c07b5c40024d6eb461bb,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,ttd_1161bec180f1b73ba765d9ba,sr_ac108846d0117628713a0f49,NSCQ-FL-20260720-0010,FL,Orlando,CITY OF ORLANDO,fire,cba,,,35,overtime,"Minimum four (4) hours Call Back pay (one-time per consecutive twenty-four (24) hour period); paid at the appropriate (""",,"Applies to employees called back from off-duty without prior notice; reporting for service awards, staff meetings, and committee meetings are excluded and paid hour-for-hour at the appropriate rate of pay, if any.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=35,low,CALL_BACK_PAY_17_1_MIN_FOUR_HOURS_AND_EX,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_bd34c07b5c40024d6eb461bb,,true
nobs_8999194bac94a3490ed8bea8,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,ttd_1161bec180f1b73ba765d9ba,sr_ac108846d0117628713a0f49,NSCQ-FL-20260720-0010,FL,Orlando,CITY OF ORLANDO,fire,cba,,,35,overtime,Work-back paid at employee’s regular hourly rate (unless otherwise provided under the Fair Labor Standards Act).,,"Work-back defined as time worked during normal off-duty hours in non-supervisory, non-unit activities within the Department other than regular assigned duties.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=35,medium,WORK_BACK_REGULAR_HOURLY_RATE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_8999194bac94a3490ed8bea8,,true
nobs_c578414cc7360ba0cf53899e,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,ttd_1161bec180f1b73ba765d9ba,sr_ac108846d0117628713a0f49,NSCQ-FL-20260720-0010,FL,Orlando,CITY OF ORLANDO,fire,cba,,,36,overtime,$2.00 per hour for on-call status and Call Back Pay when actually called out to work; on-call time not considered time (,,On-call pay not paid during hours paid for working or for any hours paid under Call Back Pay; on-call status forfeits on-call pay for that day when called out.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=36,low,SIS_ON_CALL_PAY_2_00_PER_HOUR,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_c578414cc7360ba0cf53899e,,true
nobs_5faa9010dd5bfbccc3adb9e9,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,ttd_1161bec180f1b73ba765d9ba,sr_ac108846d0117628713a0f49,NSCQ-FL-20260720-0010,FL,Orlando,CITY OF ORLANDO,fire,cba,,,34,other,Travel time compensation for deployment activation: not-on-duty compensated for travel time; on-duty compensated for en-,,"On-duty travel compensation is travel time en route or remaining balance of scheduled shift, whichever is greater.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=34,low,DEPLOYMENT_TRAVEL_TIME_COMPENSATION,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_5faa9010dd5bfbccc3adb9e9,,true
nobs_47a077b9d3a7b60babb65b99,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,ttd_ec17ebf750681531cd0c5e85,sr_dd4a191581c889d0a36561bb,NSCQ-FL-20260720-0009,FL,Orlando,CITY OF ORLANDO,police,cba,,,51,healthcare_contributions,City contribution to Retirement Health Savings Program (RHSP) payable each pay period based on credited pension service;,,payable each pay period after completion of service thresholds; RHSP funded by the City,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=51,medium,RHSP_PROGRAM_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_47a077b9d3a7b60babb65b99,,true
nobs_aa7bafdbc5c0497379b452f7,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,ttd_ec17ebf750681531cd0c5e85,sr_dd4a191581c889d0a36561bb,NSCQ-FL-20260720-0009,FL,Orlando,CITY OF ORLANDO,police,cba,,,51,healthcare_contributions,City provides health insurance coverage secondary/alternative to Medicare and pays retiree individual contribution for a,,secondary to Medicare under the City's group health plans; retirees contribute via payroll deduction from pension checks,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=51,low,MEDICARE_SECONDARY_TOKEN_PARTIAL,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_aa7bafdbc5c0497379b452f7,,true
nobs_e19e0afa8915eb9473efa8d3,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,ttd_ec17ebf750681531cd0c5e85,sr_dd4a191581c889d0a36561bb,NSCQ-FL-20260720-0009,FL,Orlando,CITY OF ORLANDO,police,cba,,,51,healthcare_contributions,Retirees must agree to payroll deduction of health contributions from pension checks; if not receiving a pension from/at,,pay directly any balance due as directed by Employee Benefits Section,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=51,low,PAYROLL_DEDUCTION_TOKEN_PARTIAL,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_e19e0afa8915eb9473efa8d3,,true
nobs_5d7d3da267389ceb19e43923,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,ttd_ec17ebf750681531cd0c5e85,sr_dd4a191581c889d0a36561bb,NSCQ-FL-20260720-0009,FL,Orlando,CITY OF ORLANDO,police,cba,,,52,benefits,Flexible Benefits credits for life insurance (100% of base salary) and accidental death and dismemberment insurance (200,effective at the time of the annual benefits enrollment period,"coverage reduced to $3,000 death benefit immediately upon retirement; additional coverage via individual policy conversion without medical qualification, with additional premium",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=52,medium,FLEX_BENEFITS_CREDITS_LIFE_ADD_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_5d7d3da267389ceb19e43923,,true
nobs_be8d599838d04c2a7141849c,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,ttd_ec17ebf750681531cd0c5e85,sr_dd4a191581c889d0a36561bb,NSCQ-FL-20260720-0009,FL,Orlando,CITY OF ORLANDO,police,cba,,,53,uniform_or_equipment,"Upon leaving employment, employee returns all uniforms and safety equipment to the Department before final paycheck.",,return requirement before final paycheck,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=53,medium,RETURN_EQUIPMENT_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_be8d599838d04c2a7141849c,,true
nobs_ce1215084999b3d1da2b1fc4,cex_20f3408084c077bae95cece2,doc_5eb5f4bc1fb68ccc46fae517,ttd_08360527300bb847307941b2,sr_840cd0d92fa6dcbf08cbcbe7,NSCQ-FL-20260720-0016,FL,Port St. Lucie,CITY OF PORT ST LUCIE,non_safety,cba,,,5,education_or_certification,Loss of required certification(s) -> commensurate decrease in pay and change,,Loss of required certification(s) results in a commensurate decrease in pay and change.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf#page=5,low,L1L2L3L4L5L6L7,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_ce1215084999b3d1da2b1fc4,,true
nobs_2efd4728a285114ac5ac589a,cex_9d7f11d5fa651f0549ed3943,doc_a8cbf113b8f507d497ad737c,ttd_5cf8bfb7de4dfc43e1c9e574,sr_3dfee7cc53282a33751dbd9a,NSCQ-FL-20260720-0015,FL,Port St. Lucie,CITY OF PORT ST LUCIE,police,cba,,,8,leave,two (2) hours annual leave to Association Time Bank annually; increments of one (1) hour; maximum three (3) association-,,Voluntary annual leave contribution; time off paid from Association Time Bank for association business; association time bank charges drawn in one (1) hour increments; time is on-duty release while conducting association business; Police,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0042_sr_3dfee7cc53282a33751dbd9a.pdf#page=8,medium,CBA1E1B22A1E1A9A1A9A1B7,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_2efd4728a285114ac5ac589a,,true
nobs_7f04e4fc19eb77ee1046d584,cex_9d7f11d5fa651f0549ed3943,doc_a8cbf113b8f507d497ad737c,ttd_5cf8bfb7de4dfc43e1c9e574,sr_3dfee7cc53282a33751dbd9a,NSCQ-FL-20260720-0015,FL,Port St. Lucie,CITY OF PORT ST LUCIE,police,cba,,,9,other,without loss of pay; negotiation sessions submitted on October 1 and April 1; representative attendance if negotiation,,"Representatives attending negotiation session(s) during normal hours of work without loss of pay; if a negotiation session lasts at least six (6) hours, representative attending bargaining impasse procedures and arbitrations without loss of",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0042_sr_3dfee7cc53282a33751dbd9a.pdf#page=9,low,VGE0F0A9D2S1,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_7f04e4fc19eb77ee1046d584,,true
nobs_33dcdf9fde3fa0f06255eabe,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,ttd_b4025ea2e05d2cc91652da25,sr_a88167b98cb7755c82d6eec2,NSCQ-FL-20260720-0147,FL,Riviera Beach,CITY OF RIVIERA BEACH,fire,cba,,,41,education_or_certification,Up to $2500.00 per employee per fiscal year for department-approved education and development (excluding Paramedic; see],Effective upon ratification of this agreement,"Reimbursement schedule: Pass 100% / Fail 0%; A or B 100% / C 75% / D or F 0%; reimbursement occurs within 30 days of submission of successful completion; note: for the 12 months after receiving reimbursement under Section J, employees will]",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=41,medium,CBAEDUARTICLE22B_EDUCATION_CAP_2500,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_33dcdf9fde3fa0f06255eabe,,true
nobs_179d7cf504efa9eca06008f7,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,ttd_b4025ea2e05d2cc91652da25,sr_a88167b98cb7755c82d6eec2,NSCQ-FL-20260720-0147,FL,Riviera Beach,CITY OF RIVIERA BEACH,fire,cba,,,42,education_or_certification,Reimbursement repayment requirement: provide transcript indicating grade earned; reimbursement made through payroll d ed,,"If employee receiving benefits under this Article does not continue employment for at least 24 months after completion of school leave, employee reimburses total monies expended; reimbursement occurs through deduction from any final pay (or",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=42,low,CBAEDUARTICLE22H_I_REIMBURSEMENT_CONDIT_,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_179d7cf504efa9eca06008f7,,true
nobs_6c26280433b6558bc4d63049,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,ttd_b4025ea2e05d2cc91652da25,sr_a88167b98cb7755c82d6eec2,NSCQ-FL-20260720-0147,FL,Riviera Beach,CITY OF RIVIERA BEACH,fire,cba,,,43,education_or_certification,"Paramedic school cost paid up to $5,000.00; reimbursement outcome schedule A/B 100%, C 75%, D/F 0%; if employee does not",,Employees who do not pass Florida Paramedic State Examination within 12 months must reimburse 100% of monies expended; reimbursement may be done by payroll deduction over 12 months; any employee must remain employed with the City as a Parb,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=43,medium,CBAEDUARTICLE22J_PARAMEDIC_SCHOOL_5000_,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_6c26280433b6558bc4d63049,,true
nobs_657a31406a63671b19537ed5,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,ttd_b4025ea2e05d2cc91652da25,sr_a88167b98cb7755c82d6eec2,NSCQ-FL-20260720-0147,FL,Riviera Beach,CITY OF RIVIERA BEACH,fire,cba,,,43,uniform_or_equipment,"City makes available total of $5,000 per fiscal year for reimbursement of Honor Guard expenses (including equipment and*",,"Maximum is for the entire Honor Guard team and is not a per member maximum; expenses include equipment purchases, uniform purchases, gas or mileage, lodging, or other related items.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=43,medium,CBAEDUARTICLE22K_HONOR_GUARD_5000_TEAM,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_657a31406a63671b19537ed5,,true
nobs_5f7d8b47e34c6738bc169807,cex_907a2e5abc8c90a8169908bc,doc_7fef63dcd2a46995c7266534,ttd_f08a0cb4139142bf077f92b0,sr_61fa220cdeb7616ec242e8bb,NSCQ-FL-20260720-0148,FL,Riviera Beach,CITY OF RIVIERA BEACH,non_safety,cba,,,25,leave,leave of absence without pay for up to ninety (90) days,,Request must be approved by the department director and the City Manager; administrative discretion; reason for approval/denial provided in writing.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0113_sr_61fa220cdeb7616ec242e8bb.pdf#page=25,high,CBA03_15_1_LEAVE_DUATION_UP_TO_90_DAYS,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_5f7d8b47e34c6738bc169807,,true
