non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status
nobs_8dd33d3f8a185fde86451a6f,cexrem_bed2f71bf6f0550a9fa7c621,doc_96e4c924d1279fcef4d46f66,ttd_092f70f690714f915a3380fd,sr_5aabe52d59e8de25c53390d9,NSCQ-IL-20260720-0280,IL,Blue Island,CITY OF BLUE ISLAND,police,cba,,,14,overtime,time and one half his hourly rate for all hours worked during the holiday; and an additional twelve (12) hours pay in li,"January 1, 2019",officer working on a holiday day off,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0228_sr_5aabe52d59e8de25c53390d9.pdf#page=14,medium,HOLIDAY_WORKED_UAT_TIME_AND_ONE_HALF_AND,provisional_unverified
nobs_9f23ae94b49cdbccb21cad4a,cexrem_bed2f71bf6f0550a9fa7c621,doc_96e4c924d1279fcef4d46f66,ttd_092f70f690714f915a3380fd,sr_5aabe52d59e8de25c53390d9,NSCQ-IL-20260720-0280,IL,Blue Island,CITY OF BLUE ISLAND,police,cba,,,15,leave,Employees who have completed one (1) year of service shall receive two (2) weeks vacation (84 hours),,completed one (1) year of service,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0228_sr_5aabe52d59e8de25c53390d9.pdf#page=15,high,VACATION_ELIGIBILITY_1_YEAR_84_HOURS,provisional_unverified
nobs_0808d7c820ea01af8b82779f,cexrem_bed2f71bf6f0550a9fa7c621,doc_96e4c924d1279fcef4d46f66,ttd_092f70f690714f915a3380fd,sr_5aabe52d59e8de25c53390d9,NSCQ-IL-20260720-0280,IL,Blue Island,CITY OF BLUE ISLAND,police,cba,,,15,leave,Employees who have completed five (5) years of service shall receive three (3) weeks vacation (126 hours); completed ten,,completed five (5) years of service,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0228_sr_5aabe52d59e8de25c53390d9.pdf#page=15,medium,VACATION_ELIGIBILITY_5_YEAR_126_HOURS,provisional_unverified
nobs_397b773456975d12d40159cd,cexrem_bed2f71bf6f0550a9fa7c621,doc_96e4c924d1279fcef4d46f66,ttd_092f70f690714f915a3380fd,sr_5aabe52d59e8de25c53390d9,NSCQ-IL-20260720-0280,IL,Blue Island,CITY OF BLUE ISLAND,police,cba,,,15,leave,Employees who have completed ten (10) years of service shall receive four (4) weeks vacation (168 hours); over fifteen (,,completed ten (10) years of service,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0228_sr_5aabe52d59e8de25c53390d9.pdf#page=15,medium,VACATION_ELIGIBILITY_10_YEAR_168_HOURS,provisional_unverified
nobs_7c7a36188966db0184af375f,cexrem_bed2f71bf6f0550a9fa7c621,doc_96e4c924d1279fcef4d46f66,ttd_092f70f690714f915a3380fd,sr_5aabe52d59e8de25c53390d9,NSCQ-IL-20260720-0280,IL,Blue Island,CITY OF BLUE ISLAND,police,cba,,,15,leave,All employees who have completed over fifteen (15) years of service shall receive five (5) weeks' vacation (210 hours).,,completed over fifteen (15) years of service,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0228_sr_5aabe52d59e8de25c53390d9.pdf#page=15,high,VACATION_ELIGIBILITY_15_PLUS_210_HOURS,provisional_unverified
nobs_084e13ec44cc38cc47d18109,cexrem_1f45e4026ae378bc0dfaebc5,doc_b2849bf5a5608434da04cc3f,ttd_a0bb0e7c98af6a285e285643,sr_cc3a7e98fda1adbf8b54f56c,NSCQ-IL-20260720-0156,IL,Buffalo Grove,VILLAGE OF BUFFALO GROVE,fire,cba,,,20,overtime,Training overtime: paid at one and one-half times the employee’s regular straight time hourly rate for attending BGFD-s,,Applies to attending department sponsored school training in compliance with BGFD SOP 700.02 (and in the same manner outlined in Section 6.3 Overtime).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0179_sr_cc3a7e98fda1adbf8b54f56c.pdf#page=20,medium,ONE_AND_ONE_HALF_TRAINING_OVERTIME,provisional_unverified
nobs_bea3f6ccc52d57595d4c9271,cexrem_1f45e4026ae378bc0dfaebc5,doc_b2849bf5a5608434da04cc3f,ttd_a0bb0e7c98af6a285e285643,sr_cc3a7e98fda1adbf8b54f56c,NSCQ-IL-20260720-0156,IL,Buffalo Grove,VILLAGE OF BUFFALO GROVE,fire,cba,,,20,overtime,Time-and-one-half for taking required OSFM exams (conditions apply).,,Sign up within 30 days (if the State exam is not given as part of the class); take exam within 90 days; paid for the maximum amount of time allotted by the State regardless of actual time; pay only upon proof of passing; pay only once; no-,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0179_sr_cc3a7e98fda1adbf8b54f56c.pdf#page=20,medium,TIME_AND_ONE_HALF_OSFM_EXAM_CONDITIONS,provisional_unverified
nobs_22991973cc4d26adb422ea23,cexrem_1f45e4026ae378bc0dfaebc5,doc_b2849bf5a5608434da04cc3f,ttd_a0bb0e7c98af6a285e285643,sr_cc3a7e98fda1adbf8b54f56c,NSCQ-IL-20260720-0156,IL,Buffalo Grove,VILLAGE OF BUFFALO GROVE,fire,cba,,,20,longevity,"$400 (5 through 9 years); $600 (10 through 14 years); $800 (15 through 19 years); $1,000 (20 or more years).",,Eligible beginning with the fifth anniversary of original employment date; longevity awards presented on the employee’s Years of Service Award.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0179_sr_cc3a7e98fda1adbf8b54f56c.pdf#page=20,high,LONEVITY_PAY_SCHEDULE_AMOUNTS_VISIBLE,provisional_unverified
nobs_4a6b8943d4fd820bdad42ca3,cexrem_fed0a9d3d0231cbeaf2ed74f,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,18,other,"premium rate of two and one (2 1/2) times the base rate for the following holidays, if worked; otherwise pay at employee",,for specified holidays if worked; otherwise base rate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=18,medium,HOLIDAY_PREMIUM_2_5X_BASE,provisional_unverified
nobs_a2279729f284c1cdee0b0885,cexrem_fed0a9d3d0231cbeaf2ed74f,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,20,uniform_or_equipment,uniform allowance as listed below plus an additional $300 towards professional dry-cleaning costs; payable on the payday,"payday following the first full pay period in May of 2024, 2025, 2026, 2027, and","applies to all non-probationary employees actively working in the service of the City on May 1; amounts by year listed (e.g., 2024 $800; 2025 $850; 2026 $900; 2027 $950; 2028 $1,000)",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=20,high,UNIFORM_ALLOWANCE_PLUS_DRY_CLEANING_PAY,provisional_unverified
nobs_6a49ffc0e2260b3d87ea4dd1,cexrem_fed0a9d3d0231cbeaf2ed74f,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,,,21,stipend,daily stipend equal (2) hours of compensation at the overtime rate of pay per day during the time,,for any officer serving as a Field Training Officer,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0103_sr_79b68a27a5157112741b3c40.pdf#page=21,medium,FTO_DAILY_STIPEND_2_HOURS_AT_OVERTIME,provisional_unverified
nobs_ffb0887489216b2c31157afa,cexrem_82f653d3fca414a913961826,doc_732f4eddc774c18863705761,ttd_337a49553e5588fe49c78272,sr_e429fa288505e288c95fdb46,NSCQ-IL-20260720-0135,IL,Danville,CITY OF DANVILLE,non_safety,cba,,,13,overtime,Overtime Call-back: City will make only one (1) call to the vacationing employee's usual (call-back seniority context).,,"Seniority within the affected department/division and call-back rules apply; notwithstanding section A, only one (1) call is made to the vacationing employee's usual.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0009_sr_e429fa288505e288c95fdb46.pdf#page=13,medium,P13OT_CALLBACK_VACATION_ONE_CALL,provisional_unverified
nobs_2b4941215140a85d4d60e0fa,cexrem_82f653d3fca414a913961826,doc_732f4eddc774c18863705761,ttd_337a49553e5588fe49c78272,sr_e429fa288505e288c95fdb46,NSCQ-IL-20260720-0135,IL,Danville,CITY OF DANVILLE,non_safety,cba,,,12,leave,Employee incurs a break in service due to leave taken under the Family Medical Leave Act for more than three consecutive,,Seniority earned is broken and forfeited upon a break in service from FMLA leave for more than three consecutive months (as stated).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0009_sr_e429fa288505e288c95fdb46.pdf#page=12,low,P12_FMLA_BREAK_IN_SERVICE_OVER_3_CONSEC,needs_review
nobs_611cd40e81f78a3330ad0d62,cexrem_1cc744a2c1954efe57989f73,doc_b300204f9fa9e354a55c0a3b,ttd_00db4c157bc6bf999d9c70fe,sr_c6b04cbfa9b0205791aace79,NSCQ-IL-20260720-0277,IL,Darien,CITY OF DARIEN,police,cba,,,19,overtime,Any hours worked in addition to regular work hours shall constitute overtime,,Members who accept an overtime assignment are responsible for the entire length; the Chief (designee) may require overtime work,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0121_sr_c6b04cbfa9b0205791aace79.pdf#page=19,high,OT_HOURS_DEFINED_AND_CONTROL_RIGHT,provisional_unverified
nobs_499ab700799a94d1e04a5b0f,cexrem_1cc744a2c1954efe57989f73,doc_b300204f9fa9e354a55c0a3b,ttd_00db4c157bc6bf999d9c70fe,sr_c6b04cbfa9b0205791aace79,NSCQ-IL-20260720-0277,IL,Darien,CITY OF DARIEN,police,cba,,,19,overtime,Scheduled overtime is any overtime to fill a patrol position with more than 12 hours of months,,"Scheduled overtime filled from specified groups in order (e.g., affected shift/same squad in seniority order, etc.)",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0121_sr_c6b04cbfa9b0205791aace79.pdf#page=19,medium,SCHEDULED_OT_FILL_GROUPS_ORDER,provisional_unverified
nobs_ca864fbb738803fbe6c2b1c2,cexrem_1cc744a2c1954efe57989f73,doc_b300204f9fa9e354a55c0a3b,ttd_00db4c157bc6bf999d9c70fe,sr_c6b04cbfa9b0205791aace79,NSCQ-IL-20260720-0277,IL,Darien,CITY OF DARIEN,police,cba,,,20,overtime,Non-scheduled overtime is any overtime to fill a patrol position with less than twelve (12),,"Non-scheduled overtime filled from specified groups in order (e.g., on-duty shift, affected shift/squad by seniority, etc.)",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0121_sr_c6b04cbfa9b0205791aace79.pdf#page=20,medium,NON_SCHEDULED_OT_DEFINITION_AND_GROUPS,provisional_unverified
nobs_d8c18b539090501d61e4582f,cexrem_1cc744a2c1954efe57989f73,doc_b300204f9fa9e354a55c0a3b,ttd_00db4c157bc6bf999d9c70fe,sr_c6b04cbfa9b0205791aace79,NSCQ-IL-20260720-0277,IL,Darien,CITY OF DARIEN,police,cba,,,25,overtime,Officers assigned to early car shall not be eligible for the holiday overtime (double time) from 0500 hours to 0600,,Early car assignment removes eligibility for holiday overtime (double time) during the referenced hour window,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0121_sr_c6b04cbfa9b0205791aace79.pdf#page=25,high,EARLY_CAR_EXCLUDES_HOLIDAY_DOUBLE_TIME,provisional_unverified
nobs_d27bc5de805671eb54f04222,cexrem_41997921f28ec3d321430450,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,17,other,twelve (12) hours of additional pay for each listed holiday (regardless of whether worked),,applies to all regular full time employees; holiday payment for holidays falling during the contract year,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=17,medium,HOLIDAY_ADDITIONAL_PAY_12_HOURS,provisional_unverified
nobs_123f1062b56d8ebd7279e681,cexrem_41997921f28ec3d321430450,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,17,other,additional eight (8) hours pay at straight time if employee actually works the holiday,,for employees normally scheduled to work on one of the listed holidays,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=17,medium,HOLIDAY_WORKED_ADDITIONAL_8_HOURS_STRAIT,provisional_unverified
nobs_0a4d2169190dc9e4bf9527b6,cexrem_41997921f28ec3d321430450,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,21,leave,sick leave accrues at fourteen (14) hours for each completed month of service,,employees earn paid sick leave that accrues at the stated monthly rate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=21,high,SICK_LEAVE_ACCRUAL_14_HOURS_PER_MONTH,provisional_unverified
nobs_a044999566cd2f5d88c34e7c,cexrem_41997921f28ec3d321430450,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,21,leave,unused sick leave,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=21,low,SICK_LEAVE_UNUSED_REPORTED_INCOMPLETE,needs_review
nobs_d8b8a5a37d0355df483e3f47,cexrem_41997921f28ec3d321430450,doc_395659ca20f0e7bbc5dc9f04,ttd_74027870d54395ef71ccf5f0,sr_547d912143719a659640459b,NSCQ-IL-20260720-0200,IL,East Peoria,CITY OF EAST PEORIA,fire,cba,,,21,leave,sick leave paid at the employee's regular hourly rate,,per sick leave section,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf#page=21,medium,SICK_LEAVE_PAID_AT_REGULAR_HOURLY_RATE,provisional_unverified
nobs_49a2c19f7f62e0c428897fe1,cexrem_69fb01a08a70e1d8c5f6491f,doc_f87d819ff4d2a548ec9259a6,ttd_bc627789a60ae4b5b4df33c0,sr_d72ac63f76170a36fd5a8465,NSCQ-IL-20260720-0199,IL,East Peoria,CITY OF EAST PEORIA,police,cba,,,7,overtime,Overtime paid at time and one-half for hours in excess of 40 during the patrolman’s scheduled duty week (work period is ,,Overtime calculation tied to scheduled duty week/work period for FLSA compliance; overtime not paid more than once for the same hours worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0050_sr_d72ac63f76170a36fd5a8465.pdf#page=7,medium,FLSA_OW_1_5_TIMES_FOR_HOURS_EXCEED_40,provisional_unverified
nobs_88b238f0661572bced9ae3e2,cexrem_69fb01a08a70e1d8c5f6491f,doc_f87d819ff4d2a548ec9259a6,ttd_bc627789a60ae4b5b4df33c0,sr_d72ac63f76170a36fd5a8465,NSCQ-IL-20260720-0199,IL,East Peoria,CITY OF EAST PEORIA,police,cba,,,7,overtime,Court time paid at the patrolman’s regular hourly rate with a minimum of three (3) hours’ pay for each court appearance.,,Court time compensation (minimum three hours) is triggered per each court appearance.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0050_sr_d72ac63f76170a36fd5a8465.pdf#page=7,medium,COURT_TIME_MIN_3_HOURS_PAID_AT_REGULAR_H,provisional_unverified
nobs_6a83820ecba884a8c61529e3,cexrem_69fb01a08a70e1d8c5f6491f,doc_f87d819ff4d2a548ec9259a6,ttd_bc627789a60ae4b5b4df33c0,sr_d72ac63f76170a36fd5a8465,NSCQ-IL-20260720-0199,IL,East Peoria,CITY OF EAST PEORIA,police,cba,,,8,overtime,"Call-out compensation: compensated for actual time worked at one and one-half (1.5) times the regular hourly rate, or as",,Not paid when called out for meetings with the Chief of Police during the 15 minutes immediately preceding or following a patrolman’s regular shift.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0050_sr_d72ac63f76170a36fd5a8465.pdf#page=8,low,CALLOUT_1_5_TIMES_REGULAR_HOURS_EXCEPT_C,needs_review
nobs_afc492192b46bb7e73a128a2,cexrem_69fb01a08a70e1d8c5f6491f,doc_f87d819ff4d2a548ec9259a6,ttd_bc627789a60ae4b5b4df33c0,sr_d72ac63f76170a36fd5a8465,NSCQ-IL-20260720-0199,IL,East Peoria,CITY OF EAST PEORIA,police,cba,,,9,overtime,"Earned Time Off (ETO): when additional work beyond the 40-hour work week is performed, the patrolman may receive cash or",,"ETO option includes time off at time and one-half; cap and carryover rules apply, including purchase of ETO beyond 40 hours by the City and scheduling/approval timing requirements.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0050_sr_d72ac63f76170a36fd5a8465.pdf#page=9,low,ETO_OPTION_CASH_OR_1_5_TIME_OFF_WITH_CAP,needs_review
nobs_0aa1fd947b6d286220989fc7,cexrem_69fb01a08a70e1d8c5f6491f,doc_f87d819ff4d2a548ec9259a6,ttd_bc627789a60ae4b5b4df33c0,sr_d72ac63f76170a36fd5a8465,NSCQ-IL-20260720-0199,IL,East Peoria,CITY OF EAST PEORIA,police,cba,,,9,uniform_or_equipment,Clothing Allowance: City provides the initial issue of uniforms to all patrolmen on the first May 15th following,,Initial issue occurs on the first May 15 following employment.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0050_sr_d72ac63f76170a36fd5a8465.pdf#page=9,medium,UNIFORM_INITIAL_ISSUE_ON_FIRST_MAY_15_F,provisional_unverified
nobs_05f168b6592855b18784b552,cexrem_1430c134e49af3018b21fc73,doc_894bfcdf9e76bf0b47104557,ttd_e86fb9b60c644bcc47587344,sr_7312435e24d18e5d856eed6b,NSCQ-IL-20260720-0288,IL,Grayslake,VILLAGE OF GRAYSLAKE,non_safety,cba,,,9,other,six hundred dollars (600.00) annual payment,beginning with the 2017/2018 fiscal year; payable in the first pay period ofeach,Payable in the first pay period of each fiscal year; beginning with the 2017/2018 fiscal year,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0148_sr_7312435e24d18e5d856eed6b.pdf#page=9,medium,SPECIAL_RECOGNITION_PAYMENT,provisional_unverified
nobs_b79ab82bae0b156a6d8f0033,cexrem_7d8ac975f7d333ce36d5596c,doc_5e8f05fce0479768a9717450,ttd_dd9110f326e5b86d7c1270a5,sr_cc81d5136dd3fec88315b7cb,NSCQ-IL-20260720-0097,IL,Hoffman Estates,VILLAGE OF HOFFMAN ESTATES,fire,cba,,,27,overtime,Overtime pay rate = 1 1/2 times regular hourly rate; computed to next nearest 1/4 hour; paid bi-weekly on next regular/“,,Applies to employees in overtime classification; overtime begins/ends on next nearest quarter hour; no overlapping OT when replacement occurs (hire back/over or on hire back exception).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0070_sr_cc81d5136dd3fec88315b7cb.pdf#page=27,medium,OT_RATE_AND_COMPUTATION_RULES_VISIBLE,provisional_unverified
nobs_c0dd94dab0d4f987f956b28a,cexrem_7d8ac975f7d333ce36d5596c,doc_5e8f05fce0479768a9717450,ttd_dd9110f326e5b86d7c1270a5,sr_cc81d5136dd3fec88315b7cb,NSCQ-IL-20260720-0097,IL,Hoffman Estates,VILLAGE OF HOFFMAN ESTATES,fire,cba,,,27,overtime,Recall minimum overtime guarantee = at least two (2) hours of overtime pay,,Whenever an off-duty employee is recalled for duty and approved employees respond to recall order.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0070_sr_cc81d5136dd3fec88315b7cb.pdf#page=27,high,RECALL_MINIMUM_OVERTIME_VISIBLE,provisional_unverified
nobs_091b38d9d905168e1ac74481,cexrem_7d8ac975f7d333ce36d5596c,doc_5e8f05fce0479768a9717450,ttd_dd9110f326e5b86d7c1270a5,sr_cc81d5136dd3fec88315b7cb,NSCQ-IL-20260720-0097,IL,Hoffman Estates,VILLAGE OF HOFFMAN ESTATES,fire,cba,,,27,overtime,Holdover minimum overtime guarantee = at least one quarter (1/4) hour of overtime pay,,Whenever an employee is required to remain on duty past the regular tour of duty.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0070_sr_cc81d5136dd3fec88315b7cb.pdf#page=27,high,HOLDOVER_MINIMUM_OVERTIME_VISIBLE,provisional_unverified
