candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status
TS4L-465b49ae86720f3a1eb6,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/decisions/bargainingcertifications/documents/fy09unitcertifications.pdf,FY09 Unit Certifications (ILRB) — includes “Rutland Dundee”,Rutland,IL,safety_and_non_safety_bargaining_units,Public employee bargaining unit (safety and/or non-safety depends on certified unit details),Rutland Dundee (as listed in FY09 unit certifications document),FY09 (2009) — outside 2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,rutland_dundee_listed_in_illinois_lrb_document,No overlap with 2014-2024 established by snippet,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-46b38ea2c8a767d795e0,lane_2,tier_b,verification_ready_medium,https://cms2.revize.com/revize/gaines/09_13_2021%20Township%20Board%20Meeting%20Agenda%20Packet%20%283%29.pdf,"Gaines Charter Township Board of Trustees Meeting Agenda Packet (2021-09-13) — Adopt/extend/modify collective bargaining agreement (IAFF Local 4385) covering July 1, 2021 to June 30, 2024",Gaines charter,MI,safety_and_non_safety_bargaining_units,Firefighters (IAFF / Local 4385),"Cutlerville Fire Fighters Union Local 4385, International Association of Fire Fighters (IAFF)","July 1, 2021 through June 30, 2024",2021-07-01,2024-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Gaines Charter Township, MI (match)",Direct overlap with expected 2014-2024 window (2021-2024 term),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
TS4L-47bc35df77cb459f9100,lane_2,tier_b,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1311.pdf,"Collective Bargaining Agreement (Clearcreek Township & Clearcreek Professional Firefighters Local 4207), Contract 2021, 2022 and 2023 (SERB/mediation contract PDF: 20-MED-10-1311)",Clear Creek,OH,safety_and_non_safety_bargaining_units,Firefighters / Fire & EMS (Local 4207),Clearcreek Professional Firefighters Local 4207,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_found_in_document,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:14Z,verified_source_lead_not_downloaded
TS4L-490a8211b65b67b22a28,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/05/m2017-043.pdf,"STATE OF NEW YORK PUBLIC EMPLOYMENT RELATIONS BOARD — Fact Finding Between West Babylon Union Free School District and Civil Service Employees Association (Para-Professional Unit), PERB Case No. M2017-043",Babylon,NY,safety_and_non_safety_bargaining_units,School district para-professional / support staff (CSEA Para-Professional Unit),Civil Service Employees Association (CSEA) (Para-Professional Unit),PERB Case No. M2017-043 (Fact-Finding Report; received 3/09/2018 per PERB listing),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Potential same-city match (West Babylon UFSD is in the Babylon/West Babylon area),Overlaps expected window (2014-2024): fact-finding received 2018,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
TS4L-4d731016bd52a44b00b7,lane_2,tier_b,verification_ready_medium,https://icops.org/wp-content/uploads/Lyons-Full-Time-Police-and-Sergeants-Exp.12-31-27.pdf,"Lyons-Full-Time-Police-and-Sergeants-Exp.12-31-27.pdf (CBA between Illinois Council of Police and Village of Lyons, Illinois)",Lyons,IL,safety_and_non_safety_bargaining_units,Public safety (police),Lyons police sergeants & patrol officers bargaining unit (ICOP),Effective 2019-01-01 through 2027-12-31 (expiration shown as 12-31-27),2019,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality match: Village of Lyons (Lyons), Illinois",Overlaps target window (2014-2024) (contract begins 2019),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
TS4L-4db5ed3abe3298faed6d,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-10-299.pdf,"ILRB interest arbitration document: ""IN THE MATTER OF THE INTEREST"" (Schaumburg Police Command unit and Schaumburg Fire Command unit referenced)",Schaumburg,IL,safety_and_non_safety_bargaining_units,Public safety command/officers (police/fire command),Schaumburg Police Command MAP and Schaumburg Fire Command Officers (as referenced in document),Not specified in target window (document appears to address successor agreement period earlier than 2014-2024),Unknown (not confirm,Unknown (not confirm,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Schaumburg match,Likely outside 2014-2024 window (lead only),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-4ed745eaf952789e839d,lane_2,tier_b,verification_ready_high,https://www.alvin.gov/ArchiveCenter/ViewFile/Item/113,City of Alvin — Archive item (ViewFile/Item/113) referencing 2019-2020 Collective Bargaining Labor Agreement with Alvin Police Officers’ Union,Alvin,TX,safety_and_non_safety_bargaining_units,Police (public safety) — Alvin Police Officers’ Union,Alvin Police Officers’ Union (likely APOA),2019-2020 Collective Bargaining Labor Agreement (explicitly referenced); document appears to be around FY20/FY21 departmental reporting,2019-01-01 (inferred,2020-12-31 (inferred,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same city (Alvin, TX) — affirmative",overlaps target window (2014-2024) — affirmative,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-4f072b6ea1f4c3e8bb62,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-040arbaward.pdf,S-MA-18-040 (ILRB) — Arb Award PDF (document indicates impasse and arbitration award context),Vernon,IL,safety_and_non_safety_bargaining_units,Police (Illinois Fraternal Order of Police Labor Council referenced),Illinois Fraternal Order of Police Labor Council (police bargaining unit referenced),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Conflicting municipality label likely: document metadata context appears related to Mt. Vernon area; not confirmed as 'Vernon, IL' without extraction",2018-issued arbitration award (within 2014-2024 window; specific contract cycle not extracted),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:55Z,verified_source_lead_not_downloaded
TS4L-520a07ebf4561f009575,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1206.pdf,SERB Fact-Finding Report (Boardman Township vs. OPBA) — Case No. 17-MED-10-1206,Boardman,OH,safety_and_non_safety_bargaining_units,Sworn police officers (OPBA patrolman unit),Ohio Patrolmen’s Benevolent Association (OPBA) — patrolman unit,Fact-Finding Report (2017 case; successor CBA period likely 2018–2020),2018-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Boardman Township (Mahoning County, OH) match",Overlaps 2014–2024 target window (based on successor cycle inference),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:22Z,verified_source_lead_not_downloaded
TS4L-526e5006e48f2145205f,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-15-130arbaward.pdf,ILRB arbitration award document (s-ma-15-130arbaward.pdf) — includes City of Champaign and contract period references in snippet,Champaign City,IL,safety_and_non_safety_bargaining_units,"Police and/or Fire (public safety unit arbitration award, City of Champaign referenced in snippet)",,"May 1, 2012 to April 30, 2015 (as indicated in search snippet for this arbitration award PDF)",2012-05-01,2015-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match_by_search_snippet_city_of_champaign_reference,overlaps_2014_2024_by_partial_overlap_with_2014,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:12Z,verified_source_lead_not_downloaded
TS4L-55915047ab7fba23ab11,lane_2,tier_b,verification_ready_medium,https://www.nhregister.com/connecticut/article/Arbitrator-pleases-Wallingford-s-union-firefighters-11384780.php,"NH Register article (Aug. 1, 2014): “Arbitrator pleases Wallingford’s union firefighters, irks mayor”",Wallingford,CT,safety_and_non_safety_bargaining_units,Firefighters (public safety),Local 1326 (IAFF) — Wallingford firefighters (as referenced in article),Reported arbitration ruling affecting wage/contract terms around 2013-2014,2013-07-01,2016-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-574756cabf17e85416eb,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/S-MA-21-273_arb_award.pdf,"S-MA-21-273 Arb Award (Interest Arbitration) — Policemen's Benevolent Labor Committee, Local Unit 12 vs. City of Quincy, Illinois",Quincy,IL,safety_and_non_safety_bargaining_units,Police (sworn) — Patrol Officers and Supervisors (Local Unit 12),"Policemen's Benevolent Labor Committee, Local Unit 12","Existing agreements expired April 30, 2021; successor CBA terms resolved by interest arbitration (Section 14) (period not explicitly confirmed in snippet)",2021-05-01,2024-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Quincy, IL match (explicit in document header/parties)",Likely overlaps 2014-2024 window (successor to agreements expiring 2021-04-30),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:55Z,verified_source_lead_not_downloaded
TS4L-5a9c67b82e7e68ae1331,lane_2,tier_b,verification_ready_medium,https://levittownnow.com/2014/08/29/bristol-twp-plans-hire-police-officers/,"Bristol Twp. Plans to Hire More Police Officers (Aug. 29, 2014) — references Act 111 Interest Arbitration outcome re: minimum manning",Bristol,PA,safety_and_non_safety_bargaining_units,police (Act 111 / public safety),Bristol Township police collective bargaining unit (referenced via Act 111 Interest Arbitration context),2014 (article referencing arbitration outcome affecting police contract terms),2014,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_city_target_match,unknown_overlap_with_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:01Z,verified_source_lead_not_downloaded
TS4L-5b09bca682db3f4c12ad,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-11-1342.pdf,Fact-Finding Report — SERB MED-11-1342 (Fraternal Order of Police v. Scioto County Sheriff) — 24-MED-11-1342,Scioto,OH,safety_and_non_safety_bargaining_units,Public safety (Corrections officers; sheriff’s road patrol deputies; dispatch; cooks/clerk/secretaries as listed within the report’s bargaining unit description),Scioto County Sheriff’s Office bargaining units (multiple SERB case numbers in the same fact-finding report for differing groups/units),"Fact-finding report dated March 18, 2025; includes bargaining history referencing 2024 negotiations/reopener within the document",2024-01-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,municipality_match_on_name_present_(Scioto County Sheriff),partially_overlaps_2014-2024_window_via_bargaining_history_(2024) in a later-dated_2025_fact-finding_report,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:55Z,verified_source_lead_not_downloaded
TS4L-5b271ec82e04377e0fb5,lane_2,tier_b,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-08-0694.pdf,"Collective Bargaining Agreement — 2016-2018 Agreement Between Genoa Township and the IAFF, Local No. 4307 (SERB PDF)",Genoa,OH,safety_and_non_safety_bargaining_units,Public safety (firefighters / fire prevention officers),"IAFF, Local No. 4307 — Genoa Township Fire Department",2016-2018,2016,2018,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Genoa (Township, Delaware County) match for Genoa OH (not confirmed as Village/City-specific)",Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-5bfec12baa5278568433,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/05/m2017-044.pdf,"STATE OF NEW YORK PUBLIC EMPLOYMENT RELATIONS BOARD — Fact Finding Between West Babylon Union Free School District and Civil Service Employees Association (Non-Teaching Unit), PERB Case No. M2017-044",Babylon,NY,safety_and_non_safety_bargaining_units,"Non-teaching school district support staff (e.g., food service, custodial, transportation as described in PERB fact-finding context)",Civil Service Employees Association (CSEA) (Non-Teaching Unit),PERB Case No. M2017-044 (Fact-Finding Report; received 3/07/2018 per PERB listing),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Potential same-city match (West Babylon UFSD is in the Babylon/West Babylon area),Overlaps expected window (2014-2024): fact-finding received 2018,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
