municipality_cycle_id,municipality,state,region,cycle_start,cycle_end,contract_year,fiscal_year,cycle_label,source_count,span_count,normalized_record_count,safety_record_count,non_safety_record_count,unclear_record_count,base_record_count,non_base_record_count,mechanism_clusters_present,comparison_readiness_status,cycle_confidence,blockers
B4X2500MC-29b5660fae8f99bdf8c84484,Hartford,MI,Midwest,2025,2025,2025,,2025,2,6,6,4,0,2,1,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-29bfb247b37587b3c8fde945,Belleville,MI,Midwest,2009,2009,2009,,2009,1,3,3,3,0,0,0,1,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-29d061b5231b33e8d9be0702,Foley,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-008001,1,14,14,0,1,13,3,9,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved""]"
B4X2500MC-29f8a1ed344e3dee6eed1510,Chesaning,MI,Midwest,2023,2023,2023,2021,2023,1,4,4,0,0,4,1,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-29f98ca951e070c624985327,Butler,OH,Midwest,2026,2026,2026,,2026,1,1,1,0,0,1,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2a18f99f0038400a16f7eec9,Scioto,OH,Midwest,2021,2021,2021,,2021,1,3,3,3,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2a1af67f14a0bad12609459f,Ardsley,NY,Northeast,2019,2021,2019,,2019-2021,1,5,5,5,0,0,3,1,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-2a5e73dcfd7ecd5848343205,Murray,NE,Midwest,2024,2024,2024,,2024,1,5,5,0,1,4,3,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2a8a35e7e8843e0b3889ff1e,Holland,OH,Midwest,2023,2023,2023,,2023,1,4,4,0,0,4,0,4,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2ab48f519c617be958225b29,Springfield,OH,Midwest,2024,2024,2024,,2024,2,9,9,1,0,8,0,6,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2adf062970e4a5aad79f4e3b,Buda,TX,South,2023,2024,2023,2023,2023-2024,1,2,2,0,0,2,0,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2ae9cc42fd9479a330385450,Tarentum,PA,Northeast,2021,2021,2021,,2021,1,4,4,3,0,1,3,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2b04780a81ea24b6a2140a04,Perkins,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005790,1,9,9,9,0,0,5,4,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2b13318d58607dc31665b52a,Fox River Grove,IL,Midwest,2024,2024,2024,,2024,1,10,10,10,0,0,4,6,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2b15b46d9b96f021906edf80,Ocean,NJ,Northeast,2021,2021,2021,,2021,1,3,3,0,0,3,0,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2b5ebed838ea90fcc8698df4,West Milwaukee,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003491,1,11,11,11,0,0,2,3,"[""automatic_wage_growth"",""market_staffing_pressure"",""non_base_compensation"",""rank_step_specialization_classification"",""timing_implementation""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-2b71a8f564e6e045b955d7cb,Sewall's Point,FL,South,2025,2026,2025,2025,2025-2026,1,1,1,1,0,0,0,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2b8aaabb37f598f37d36331c,Hampton Falls,NH,Northeast,2025,2025,2025,,2025,1,2,2,2,0,0,1,0,"[""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""non_compensation_numeric_context"",""pay_basis_unresolved""]"
B4X2500MC-2ba76eb7df67b58fe6b2646c,Manzanita,OR,West,2025,2026,2025,2025,2025-2026,1,14,14,1,0,13,9,1,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2bd5fec206d9794dba3b3002,Jerome,OH,Midwest,2022,2022,2022,,2022,1,1,1,1,0,0,1,0,"[""rank_step_specialization_classification""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-2bdc943d2c7ad59ccdee017f,Hagerstown,IN,Midwest,2015,2015,2015,,2015,1,2,2,0,0,2,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2be7c06768096bb2cae963c1,Port Huron charter,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002968,1,9,9,0,9,0,0,6,"[""automatic_wage_growth"",""non_base_compensation""]",missing_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2bf2a264c23a157f8a20e945,Michigan City,ND,Midwest,2026,2026,2026,,2026,1,1,1,0,0,1,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2bfbae5c21ace48a4cb31ee4,Wolcott,VT,Northeast,2022,2022,2022,,2022,1,3,3,0,0,3,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2c13a1ea5027026a2e14378a,Minatare,NE,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005703,1,2,2,0,0,2,0,2,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2c36ff53d0f15fcf7018592c,Rothsay,MN,Midwest,2026,2026,2026,,2026,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2c4392d3d4b8bdab016f5eb3,Newton,KS,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002861,1,1,1,0,0,1,1,0,"[""rank_step_specialization_classification""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2c54784bcc44697f206baf19,Solon,ME,Northeast,2023,2023,2023,,2023,1,5,5,0,0,5,1,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2c702f4fe3f8ff6b32742bed,Long Hill,NJ,Northeast,2024,2024,2024,,2024,1,10,10,10,0,0,3,7,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2caa42ba20fc7308f7741bc7,Condon,OR,West,2015,2015,2015,,2015,1,5,5,0,0,5,3,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2cabf9781d7737b54da8d89a,Escalon,CA,West,2025,2025,2025,,2025,2,17,17,11,0,6,9,0,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2d25676b5e4902825d806b4e,Waterford,CA,West,2025,2025,2025,,2025,1,7,7,0,0,7,3,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2d29862cf1f85482acdfce22,Old Brookville,NY,Northeast,1997,1997,1997,,1997,1,15,15,3,0,12,6,5,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2d33b1b1b92c2c6ffe2466a4,Ortonville,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002956,1,4,4,0,4,0,1,3,"[""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2d3cd0bfdffd0243ef3f9f5d,Rogers City,MI,Midwest,2021,2021,2021,,2021,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2d40986d604a910c0be23743,Manalapan,FL,South,2013,2013,2013,,2013,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-2d420012ad8a892c7f1570e1,Brooklawn,NJ,Northeast,2024,2024,2024,,2024,1,6,6,0,0,6,4,2,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2d4ece2723f82ef20c98e11a,LaGrange,NY,Northeast,2009,2009,2009,,2009,1,2,2,0,0,2,0,0,"[""automatic_wage_growth"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2d7320a68acd1c6d9c300d96,Nahant,MA,Northeast,,,,,undated-source-B4X2500LIVE-20260729-003564,1,4,4,0,0,4,3,1,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2d804dca4187a515f9775ced,Prospect,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003324,1,1,1,0,0,1,1,0,"[""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2d9730a5f6bbade3b850ee71,Castle Valley,UT,West,2023,2023,2023,,2023,1,5,5,0,0,5,0,4,"[""automatic_wage_growth"",""non_base_compensation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2dd141edc38d82c6b3dc53d1,Grand Haven charter,MI,Midwest,2026,2026,2026,2026,2026,1,18,18,0,2,16,12,0,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2df2320a5f62698bc7e87ccc,Littlefork,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005532,1,2,2,0,0,2,2,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2df95c92f499d8d16daf1ce4,Freeport,TX,South,2020,2020,2020,2019,2020,1,15,15,13,2,0,6,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",safety_non_safety_evidence_present,moderate,"[""base_nonbase_unresolved"",""non_compensation_numeric_context"",""pay_basis_unresolved""]"
B4X2500MC-2e1452ce599c774d9daeb031,Prestonville,KY,South,2025,2025,2025,,2025,1,4,4,0,0,4,1,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2e1561753134261b255e32f7,Hiram,ME,Northeast,2025,2025,2025,,2025,1,4,4,1,0,3,0,3,"[""non_base_compensation"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
