municipality,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Evergreen Park,IL,Midwest,Cook County (17031; primary),broad_shard_002,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Fairview Heights,IL,Midwest,St. Clair County (17163; primary),broad_shard_002,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Forest Park,IL,Midwest,Cook County (17031; primary),broad_shard_002,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Hickory Hills,IL,Midwest,Cook County (17031; primary),broad_shard_002,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Island Lake,IL,Midwest,Lake County (17097; primary); McHenry County (17111),broad_shard_002,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lincoln,IL,Midwest,Logan County (17107; primary),broad_shard_002,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lindenhurst,IL,Midwest,Lake County (17097; primary),broad_shard_002,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Minooka,IL,Midwest,Grundy County (17063; primary); Kendall County (17093); Will County (17197),broad_shard_002,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mokena,IL,Midwest,Will County (17197; primary),broad_shard_002,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Rochelle,IL,Midwest,Ogle County (17141; primary); Lee County (17103),broad_shard_002,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Roselle,IL,Midwest,DuPage County (17043; primary); Cook County (17031),broad_shard_002,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Taylorville,IL,Midwest,Christian County (17021; primary),broad_shard_002,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Western Springs,IL,Midwest,Cook County (17031; primary),broad_shard_002,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Angola,IN,Midwest,Steuben County (18151; primary),broad_shard_002,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Auburn,IN,Midwest,DeKalb County (18033; primary),broad_shard_002,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Batesville,IN,Midwest,Ripley County (18137; primary); Franklin County (18047),broad_shard_002,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Chesterton,IN,Midwest,Porter County (18127; primary),broad_shard_002,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Decatur,IN,Midwest,Adams County (18001; primary),broad_shard_002,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
East Chicago,IN,Midwest,Lake County (18089; primary),broad_shard_002,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Ellettsville,IN,Midwest,Monroe County (18105; primary),broad_shard_002,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Frankfort,IN,Midwest,Clinton County (18023; primary),broad_shard_002,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Franklin,IN,Midwest,Johnson County (18081; primary),broad_shard_002,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Huntington,IN,Midwest,Huntington County (18069; primary),broad_shard_002,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Indianapolis city (balance),IN,Midwest,Marion County (18097; primary),broad_shard_002,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lake Station,IN,Midwest,Lake County (18089; primary),broad_shard_002,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Madison,IN,Midwest,Jefferson County (18077; primary),broad_shard_002,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Monticello,IN,Midwest,White County (18181; primary),broad_shard_002,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Munster,IN,Midwest,Lake County (18089; primary),broad_shard_002,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
North Manchester,IN,Midwest,Wabash County (18169; primary),broad_shard_002,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
North Vernon,IN,Midwest,Jennings County (18079; primary),broad_shard_002,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Princeton,IN,Midwest,Gibson County (18051; primary),broad_shard_002,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Rochester,IN,Midwest,Fulton County (18049; primary),broad_shard_002,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
